timestamp,open,high,low,close,volume
1605571200000,118.28,119.78,118.0,118.96,17635.02
1605585600000,118.93,120.4,118.83,120.21,16017.306
1605600000000,120.22,120.64,117.33,118.77,25786.779
1605614400000,118.79,119.51,117.5,119.08,27928.291
1605628800000,119.07,124.79,118.85,124.45,74708.496
1605643200000,124.44,125.52,123.43,125.46,26889.452
1605657600000,125.4,126.54,122.06,123.21,35608.444
1605672000000,123.22,124.4,118.05,123.41,54076.165
1605686400000,123.36,124.78,121.51,123.34,33482.087
1605700800000,123.35,124.33,119.92,122.68,33959.661
1605715200000,122.68,123.15,121.22,122.25,20266.512
1605729600000,122.27,123.91,121.21,123.44,24594.212
1605744000000,123.44,123.89,121.33,121.5,17506.823
1605758400000,121.45,121.61,118.91,119.17,18555.108
1605772800000,119.16,119.82,116.85,119.3,42988.509
1605787200000,119.35,120.93,119.05,120.6,32579.172
1605801600000,120.58,121.49,118.88,119.19,33758.262
1605816000000,119.17,119.33,116.88,118.37,26595.084
1605830400000,118.38,120.21,117.89,120.1,19455.652
1605844800000,120.12,121.13,119.23,120.87,17899.697
1605859200000,120.89,122.56,119.99,121.85,23550.315
1605873600000,121.86,122.94,121.06,121.93,28050.603
1605888000000,121.99,122.79,121.17,122.16,20893.516
1605902400000,122.17,122.49,119.02,121.04,33259.389
1605916800000,120.99,121.99,120.28,120.73,32698.231
1605931200000,120.73,122.96,119.46,122.75,24345.009
1605945600000,122.76,124.18,121.62,122.08,40581.572
1605960000000,122.08,128.29,121.61,127.92,83261.942
1605974400000,127.83,130.01,126.23,127.18,70284.341
1605988800000,127.15,129.25,126.3,128.61,33966.874
1606003200000,128.57,130.0,122.32,125.6,75651.46
1606017600000,125.56,125.82,121.95,124.75,34202.264
1606032000000,124.75,125.78,118.69,121.05,53011.59
1606046400000,121.0,123.86,120.38,123.5,29972.156
1606060800000,123.45,126.71,122.94,126.62,38498.787
1606075200000,126.6,127.65,123.09,123.71,48676.918
1606089600000,123.72,124.83,122.27,124.59,25697.098
1606104000000,124.54,126.11,124.33,125.89,19246.739
1606118400000,125.85,128.19,125.85,127.03,31391.013
1606132800000,127.0,127.42,123.29,123.99,64680.447
1606147200000,123.91,128.5,123.05,128.45,44198.816
1606161600000,128.41,131.05,127.16,129.74,65620.182
1606176000000,129.74,132.32,127.8,131.63,65936.735
1606190400000,131.64,136.45,126.26,133.16,122338.814
1606204800000,133.06,143.07,126.0,131.19,180107.787
1606219200000,131.2,134.74,127.23,134.15,80747.233
1606233600000,134.11,140.56,132.0,138.12,87522.354
1606248000000,138.16,141.25,134.05,135.3,77881.455
1606262400000,135.3,138.8,130.0,130.81,58873.835
1606276800000,130.8,136.71,130.0,135.3,40241.279
1606291200000,135.33,138.11,134.5,137.0,41578.595
1606305600000,137.03,137.49,133.35,135.97,53497.032
1606320000000,135.93,136.29,132.99,133.68,38897.972
1606334400000,133.71,134.71,125.22,128.92,75953.918
1606348800000,128.95,132.29,116.0,121.92,97503.923
1606363200000,121.94,123.57,114.95,116.73,70233.729
1606377600000,116.7,117.24,108.0,114.68,109531.996
1606392000000,114.68,117.15,110.23,113.78,60777.564
1606406400000,113.76,114.89,109.17,112.88,59130.006
1606420800000,112.89,119.82,112.82,119.78,43396.908
1606435200000,119.79,122.22,115.96,116.48,43954.079
1606449600000,116.64,118.46,115.23,115.6,24423.606
1606464000000,115.56,116.05,111.73,114.09,51616.404
1606478400000,114.07,116.62,111.48,112.09,37675.18
1606492800000,112.09,116.27,111.6,116.18,22251.466
1606507200000,116.2,117.66,115.12,117.23,30304.536
1606521600000,117.25,118.55,115.45,115.81,20791.081
1606536000000,115.84,116.8,114.21,116.28,18033.865
1606550400000,116.31,117.68,114.75,117.27,14483.24
1606564800000,117.23,124.32,116.79,124.26,53206.202
1606579200000,124.25,124.89,120.36,122.73,35756.749
1606593600000,122.74,122.94,120.0,121.74,21694.143
1606608000000,121.78,123.88,119.27,123.68,27208.414
1606622400000,123.69,125.38,122.56,124.84,24859.412
1606636800000,124.84,125.8,122.3,122.58,24398.46
1606651200000,122.64,122.97,121.06,122.74,20953.714
1606665600000,122.74,123.09,120.06,121.39,21468.791
1606680000000,121.38,123.96,121.21,123.93,20730.234
1606694400000,123.92,125.6,123.29,124.69,20049.494
1606708800000,124.69,124.88,123.14,123.78,12093.852
1606723200000,123.76,124.56,121.44,123.61,21813.727
1606737600000,123.62,127.62,123.61,126.84,47915.805
1606752000000,126.84,129.9,126.48,127.2,32324.36
1606766400000,127.16,130.62,126.1,130.56,19819.527
1606780800000,130.57,131.52,128.34,128.87,23646.44
1606795200000,128.76,132.08,127.45,131.74,16791.343
1606809600000,131.73,132.67,126.55,128.43,34033.132
1606824000000,128.42,128.98,120.22,128.67,82067.957
1606838400000,128.62,129.0,125.2,127.09,26498.053
1606852800000,127.09,127.74,124.7,125.69,16779.786
1606867200000,125.73,128.68,123.55,126.02,21209.07
1606881600000,126.02,129.0,125.16,128.81,18705.14
1606896000000,128.82,129.26,127.01,128.32,17709.499
1606910400000,128.31,128.38,125.6,126.15,17157.15
1606924800000,126.21,127.3,124.85,126.67,15823.82
1606939200000,126.65,128.39,126.39,127.79,10374.906
1606953600000,127.72,128.43,126.6,128.06,9483.671
1606968000000,128.08,128.31,126.26,127.92,10784.925
1606982400000,127.92,129.95,127.61,129.59,17798.138
1606996800000,129.64,130.46,128.36,129.58,18306.411
1607011200000,129.63,130.77,127.87,130.58,20117.198
1607025600000,130.53,133.55,130.13,133.4,24188.196
1607040000000,133.4,133.97,130.85,130.95,17709.397
1607054400000,130.95,135.56,130.71,133.92,30799.601
1607068800000,133.93,135.58,129.25,131.08,47826.883
1607083200000,131.11,132.23,129.82,131.38,26477.5
1607097600000,131.26,132.31,129.55,131.86,18156.352
1607112000000,131.84,132.0,126.25,126.61,26698.217
1607126400000,126.61,128.0,124.21,127.68,20630.988
1607140800000,127.79,128.89,127.3,128.44,8962.635
1607155200000,128.5,130.99,128.5,130.2,16138.325
1607169600000,130.16,131.59,128.8,131.21,10937.837
1607184000000,131.21,132.48,131.02,132.19,10118.631
1607198400000,132.19,133.47,131.57,133.42,10446.186
1607212800000,133.38,134.7,133.29,133.83,17728.638
1607227200000,133.83,133.89,131.63,132.28,15322.859
1607241600000,132.29,132.5,129.0,130.59,25312.822
1607256000000,130.69,130.73,128.22,130.58,16359.765
1607270400000,130.57,131.37,129.4,131.24,10944.203
1607284800000,131.24,134.35,130.82,134.25,26749.847
1607299200000,134.23,137.94,133.82,137.87,52453.071
1607313600000,137.87,140.78,137.35,140.16,38972.882
1607328000000,140.15,144.0,137.58,140.85,89329.244
1607342400000,140.83,143.5,140.4,141.42,68615.887
1607356800000,141.4,141.76,136.0,137.44,61807.423
1607371200000,137.4,139.43,136.73,138.74,20730.97
1607385600000,138.74,143.0,137.67,141.19,29761.278
1607400000000,141.16,141.62,138.59,138.82,22980.268
1607414400000,138.82,139.33,133.73,135.2,44633.673
1607428800000,135.24,137.44,133.0,136.39,31380.632
1607443200000,136.39,141.42,135.4,138.88,45814.616
1607457600000,138.87,139.17,132.67,135.78,49634.065
1607472000000,135.79,135.89,130.67,131.95,24317.158
1607486400000,131.95,132.66,128.27,128.46,25887.06
1607500800000,128.4,133.94,127.0,132.88,37760.19
1607515200000,132.87,133.97,131.07,132.06,19497.546
1607529600000,132.04,132.42,130.35,131.12,16763.903
1607544000000,131.05,133.87,130.99,132.46,16095.877
1607558400000,132.45,133.16,131.01,131.84,10437.425
1607572800000,131.8,133.4,131.61,132.11,18612.428
1607587200000,132.11,134.41,131.11,131.38,26110.414
1607601600000,131.36,133.04,129.19,131.72,23659.773
1607616000000,131.72,132.69,130.85,132.52,12570.937
1607630400000,132.61,134.99,132.23,133.66,34994.322
1607644800000,133.69,134.11,130.7,131.84,24009.441
1607659200000,131.84,132.25,129.88,130.84,15204.018
1607673600000,130.79,132.29,129.77,130.31,23149.286
1607688000000,130.3,134.29,130.05,134.23,28314.69
1607702400000,134.24,136.48,133.43,135.74,46245.881
1607716800000,135.77,142.0,135.77,141.08,80265.371
1607731200000,141.13,144.9,140.79,144.03,67883.89
1607745600000,144.03,149.19,143.73,147.75,85877.31
1607760000000,147.75,147.91,143.22,145.35,69938.204
1607774400000,145.35,146.41,142.32,144.88,57850.044
1607788800000,144.88,148.35,144.58,148.0,54453.599
1607803200000,148.09,150.31,145.83,146.69,51364.557
1607817600000,146.68,146.91,143.62,144.26,24154.399
1607832000000,144.27,147.79,143.68,147.3,37359.06
1607846400000,147.3,149.0,146.18,146.91,33741.109
1607860800000,146.95,148.02,145.38,147.35,31823.464
1607875200000,147.36,149.66,146.4,146.79,42077.11
1607889600000,146.79,152.48,145.79,152.03,56429.761
1607904000000,152.03,154.83,150.98,153.47,70883.558
1607918400000,153.5,154.49,150.1,151.88,30972.622
1607932800000,151.89,155.0,151.52,153.96,48013.352
1607947200000,153.97,157.5,151.53,156.41,83086.031
1607961600000,156.3,156.56,154.35,154.88,31853.514
1607976000000,154.89,155.54,152.08,152.47,35828.554
1607990400000,152.53,155.4,152.45,154.16,24426.177
1608004800000,154.16,154.68,151.15,153.41,25754.081
1608019200000,153.39,154.79,151.8,154.71,23177.804
1608033600000,154.71,154.87,152.4,152.9,27938.87
1608048000000,152.87,153.34,151.5,152.1,18591.452
1608062400000,152.11,152.17,150.31,150.37,18350.014
1608076800000,150.37,151.19,147.25,149.44,42533.928
1608091200000,149.4,151.79,148.79,151.0,17539.925
1608105600000,151.0,153.41,150.6,152.42,27472.592
1608120000000,152.42,155.05,148.86,154.45,60375.74
1608134400000,154.45,156.53,153.65,153.78,29362.21
1608148800000,153.76,159.4,153.37,158.86,40932.809
1608163200000,158.83,160.71,155.34,155.89,40821.77
1608177600000,155.89,157.22,155.45,156.42,28060.11
1608192000000,156.48,161.79,155.71,159.64,66345.077
1608206400000,159.67,159.78,157.21,159.53,26198.453
1608220800000,159.53,163.48,153.3,157.68,74658.141
1608235200000,157.72,161.31,155.55,160.41,42062.062
1608249600000,160.35,160.57,155.43,155.5,31405.25
1608264000000,155.48,157.85,154.7,157.72,15019.279
1608278400000,157.75,159.66,155.52,156.24,23629.062
1608292800000,156.2,157.47,153.5,153.89,25394.098
1608307200000,153.89,156.0,153.08,155.84,15945.332
1608321600000,155.84,157.32,153.75,154.52,16706.109
1608336000000,154.49,157.21,153.67,156.58,14439.027
1608350400000,156.6,157.34,155.15,156.49,12316.452
1608364800000,156.48,156.74,155.37,155.81,11083.417
1608379200000,155.8,156.92,154.89,156.83,22465.97
1608393600000,156.8,158.18,156.36,157.32,24240.432
1608408000000,157.34,157.47,154.27,154.67,19603.888
1608422400000,154.63,154.63,152.33,152.85,19113.073
1608436800000,152.82,154.72,151.77,154.69,9880.905
1608451200000,154.7,156.46,154.0,154.82,15448.356
