timeframe,date_from,date_to,bars_count,price_start,price_end,sharpe_ratio,sortino_ratio,calmar_ratio,total_return,max_drawdown_pct,win_rate,profit_factor,total_trades,exit_mode,parameters,plateau_ratio,avg_neighbor_sharpe,neighbor_count,composite_score,cc_sharpe,cc_calmar,cc_profit_factor,cc_plateau,cc_trades,cc_cost_stress,cc_win_rate,cc_dd_penalty,wfo_pass_rate,wfo_avg_test_sharpe
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,0.0732,0.1350,-0.0697,20.1128,6.6676,0.3191,1.0105,47,trend_flip,"supertrend(atr_period=10,atr_mult=4,adx_min=0)",0.5000,-0.1441,4,0.1143,0.0061,0.0000,0.0010,0.0750,0.0303,0.0018,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.7985,-1.1345,-0.6770,-714.8766,24.4950,0.4444,0.8815,117,ema_cross,"ema_crossover(fast=5,slow=21,adx_min=15)",0.2500,-1.0071,4,0.1133,0.0000,0.0000,0.0000,0.0375,0.0653,0.0000,0.0105,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-4.0758,-4.5755,-1.9617,-2776.2950,35.8287,0.5072,0.5229,69,trend_flip,"supertrend(atr_period=20,atr_mult=2.5,adx_min=20)",0.4000,-2.2852,5,0.1122,0.0000,0.0000,0.0000,0.0600,0.0430,0.0000,0.0175,0.0083,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,1.1051,1.5810,0.3539,3034.6513,58.9056,0.5490,1.0913,337,bb_mean_revert,"rsi_bb_mr(rsi_period=7,rsi_low=20,rsi_high=80,bb_period=20,bb_std=1.5)",0.6667,2.8733,6,0.1121,0.0881,0.0071,0.0091,0.1000,0.0978,0.0269,0.0221,0.2391,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,1.1432,1.5485,0.4422,2649.6435,61.8808,0.5593,1.0953,236,bb_mean_revert,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=75,bb_period=30,bb_std=1.5)",0.8571,2.7486,7,0.1119,0.0909,0.0088,0.0095,0.1286,0.0918,0.0278,0.0233,0.2688,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-4.4017,-5.0583,-2.5650,-2366.7584,32.6121,0.4474,0.5308,38,bb_mean_revert,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=80,bb_period=15,bb_std=2.5)",0.5000,1.0905,6,0.1106,0.0000,0.0000,0.0000,0.0750,0.0248,0.0000,0.0108,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.0023,-0.0040,-0.0743,34.8631,5.4589,0.3676,1.0128,136,trend_flip,"supertrend(atr_period=14,atr_mult=2.5,adx_min=0)",0.2000,-0.7972,5,0.1052,0.0000,0.0000,0.0013,0.0300,0.0720,0.0000,0.0020,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-1.2774,-1.6723,-1.5001,-1097.3106,27.9969,0.4286,0.7916,56,squeeze_release,"keltner_squeeze(ema=10,kelt_mult=1.5,bb=20,bb_std=1.5)",0.4000,-1.7969,5,0.1044,0.0000,0.0000,0.0000,0.0600,0.0357,0.0000,0.0087,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-1.4632,-1.8146,-1.1502,-1431.7510,37.7825,0.4638,0.7637,69,rsi_exit_zone,"rsi2(rsi_period=3,entry_low=5,entry_high=95,trend=200)",0.5000,-1.0451,4,0.1028,0.0000,0.0000,0.0000,0.0750,0.0430,0.0000,0.0126,0.0278,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.2580,-0.3971,-0.6718,-90.9714,6.8406,0.3529,0.9575,68,trend_flip,"supertrend(atr_period=14,atr_mult=3.5,adx_min=0)",0.4000,-0.3336,5,0.1028,0.0000,0.0000,0.0000,0.0600,0.0425,0.0000,0.0003,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-1.8864,-2.4303,-1.4255,-1706.1562,27.0882,0.4059,0.7180,101,trend_flip,"supertrend(atr_period=7,atr_mult=2,adx_min=20)",0.2500,-2.5444,4,0.1024,0.0000,0.0000,0.0000,0.0375,0.0587,0.0000,0.0062,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-3.9801,-4.6408,-3.5656,-1445.3641,17.7513,0.3250,0.4994,40,trend_flip,"supertrend(atr_period=10,atr_mult=4,adx_min=25)",0.5000,-2.1631,4,0.1011,0.0000,0.0000,0.0000,0.0750,0.0261,0.0000,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.5260,-0.8743,-0.3448,-377.4594,13.4958,0.3746,0.9295,307,signal_cross,"macd(fast=8,slow=21,signal=7,trend=0)",0.0000,-0.3033,4,0.0995,0.0000,0.0000,0.0000,0.0000,0.0967,0.0000,0.0027,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,0.0896,0.1533,0.0642,45.0915,5.4673,0.3636,1.0217,77,trend_flip,"supertrend(atr_period=20,atr_mult=3.5,adx_min=0)",0.2500,-1.1506,4,0.0994,0.0075,0.0013,0.0022,0.0375,0.0473,0.0022,0.0015,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.8224,-1.1712,-1.6501,-582.1240,17.5326,0.4255,0.8466,47,squeeze_release,"keltner_squeeze(ema=10,kelt_mult=2,bb=30,bb_std=1.5)",0.4000,-1.4015,5,0.0987,0.0000,0.0000,0.0000,0.0600,0.0303,0.0000,0.0084,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-1.0401,-1.2472,-1.6436,-578.7162,23.3138,0.5938,0.8482,32,bb_mean_revert,"rsi_bb_mr(rsi_period=21,rsi_low=30,rsi_high=80,bb_period=15,bb_std=2)",0.3333,-1.1622,6,0.0981,0.0000,0.0000,0.0000,0.0500,0.0210,0.0000,0.0271,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.1624,-0.2720,-0.1761,-43.6448,12.3555,0.4009,0.9908,217,signal_cross,"macd(fast=8,slow=21,signal=12,trend=0)",0.0000,-0.3530,4,0.0952,0.0000,0.0000,0.0000,0.0000,0.0895,0.0000,0.0057,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.3173,-0.5392,-0.2277,-162.9251,13.8324,0.3558,0.9679,267,signal_cross,"macd(fast=8,slow=26,signal=7,trend=0)",0.0000,-0.3351,5,0.0951,0.0000,0.0000,0.0000,0.0000,0.0945,0.0000,0.0006,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.2063,-0.3428,-0.2378,-91.0923,10.5052,0.3816,0.9798,228,signal_cross,"macd(fast=12,slow=21,signal=9,trend=0)",0.0000,-0.2764,6,0.0944,0.0000,0.0000,0.0000,0.0000,0.0909,0.0000,0.0035,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-1.9699,-2.4177,-1.2723,-1584.2381,35.2161,0.4605,0.7464,76,trend_flip,"supertrend(atr_period=14,atr_mult=2,adx_min=25)",0.2500,-2.0015,4,0.0944,0.0000,0.0000,0.0000,0.0375,0.0467,0.0000,0.0123,0.0022,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.3496,-0.5780,-0.2604,-213.5849,14.8961,0.3651,0.9583,241,signal_cross,"macd(fast=8,slow=34,signal=7,trend=0)",0.0000,-0.4519,4,0.0939,0.0000,0.0000,0.0000,0.0000,0.0923,0.0000,0.0017,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.2718,-0.4491,-0.2658,-144.9521,12.0142,0.3864,0.9684,220,signal_cross,"macd(fast=16,slow=21,signal=7,trend=0)",0.0000,-0.3522,4,0.0939,0.0000,0.0000,0.0000,0.0000,0.0899,0.0000,0.0040,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.1919,-0.3189,-0.1804,-71.3032,13.5889,0.3761,0.9856,226,signal_cross,"macd(fast=8,slow=26,signal=9,trend=0)",0.0000,-0.3284,6,0.0935,0.0000,0.0000,0.0000,0.0000,0.0906,0.0000,0.0029,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.3783,-0.6267,-0.3208,-238.7001,13.2477,0.3761,0.9504,226,signal_cross,"macd(fast=8,slow=34,signal=9,trend=0)",0.0000,-0.4668,5,0.0935,0.0000,0.0000,0.0000,0.0000,0.0906,0.0000,0.0029,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.5734,-0.9490,-0.4506,-368.0244,12.2482,0.3609,0.9163,230,signal_cross,"macd(fast=12,slow=34,signal=7,trend=0)",0.0000,-0.5741,5,0.0923,0.0000,0.0000,0.0000,0.0000,0.0911,0.0000,0.0012,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.3449,-0.5783,-0.3393,-209.0396,11.4382,0.3694,0.9536,222,signal_cross,"macd(fast=8,slow=26,signal=12,trend=0)",0.0000,-0.3977,5,0.0923,0.0000,0.0000,0.0000,0.0000,0.0901,0.0000,0.0022,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.1718,-0.2999,-0.1765,-47.2121,12.1324,0.3444,0.9905,241,signal_cross,"macd(fast=8,slow=21,signal=9,trend=0)",0.0000,-0.2908,5,0.0923,0.0000,0.0000,0.0000,0.0000,0.0923,0.0000,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.0873,-0.1470,-0.1231,25.1028,12.5674,0.3929,1.0051,196,signal_cross,"macd(fast=12,slow=21,signal=7,trend=0)",0.0000,-0.3520,5,0.0916,0.0000,0.0000,0.0005,0.0000,0.0863,0.0000,0.0048,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.2223,-0.3603,-0.2151,-96.8121,13.8765,0.3939,0.9797,198,signal_cross,"macd(fast=12,slow=26,signal=7,trend=0)",0.0000,-0.3691,6,0.0916,0.0000,0.0000,0.0000,0.0000,0.0867,0.0000,0.0049,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.4981,-0.8244,-0.4093,-312.0004,12.8799,0.3744,0.9307,211,signal_cross,"macd(fast=8,slow=34,signal=12,trend=0)",0.0000,-0.6219,4,0.0914,0.0000,0.0000,0.0000,0.0000,0.0887,0.0000,0.0027,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,0.9526,1.4848,0.8010,1634.7949,54.0452,0.4466,1.1984,103,rsi_exit_zone,"rsi2(rsi_period=3,entry_low=10,entry_high=90,trend=50)",0.5000,-0.9127,6,0.0908,0.0768,0.0160,0.0197,0.0750,0.0596,0.0234,0.0107,0.1905,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.6429,-1.0633,-0.5843,-410.4887,11.0903,0.3671,0.9050,207,signal_cross,"macd(fast=12,slow=34,signal=9,trend=0)",0.0000,-0.6667,6,0.0900,0.0000,0.0000,0.0000,0.0000,0.0881,0.0000,0.0019,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.8997,-1.5140,-0.7054,-612.7074,12.0719,0.3318,0.8584,217,signal_cross,"macd(fast=16,slow=34,signal=7,trend=0)",0.0000,-0.7180,4,0.0895,0.0000,0.0000,0.0000,0.0000,0.0895,0.0000,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.7256,-1.1561,-0.5565,-475.8797,13.6232,0.3814,0.8889,194,signal_cross,"macd(fast=16,slow=21,signal=12,trend=0)",0.0000,-0.5735,4,0.0895,0.0000,0.0000,0.0000,0.0000,0.0860,0.0000,0.0035,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.3927,-0.6430,-0.3542,-221.2155,12.3089,0.3682,0.9492,201,signal_cross,"macd(fast=16,slow=26,signal=7,trend=0)",0.0000,-0.5199,5,0.0892,0.0000,0.0000,0.0000,0.0000,0.0872,0.0000,0.0020,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.2704,-0.4343,-0.2768,-126.9230,12.3971,0.3913,0.9709,184,signal_cross,"macd(fast=12,slow=26,signal=9,trend=0)",0.0000,-0.4229,7,0.0888,0.0000,0.0000,0.0000,0.0000,0.0842,0.0000,0.0046,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.5292,-0.8573,-0.4594,-321.0868,12.3031,0.3660,0.9243,194,signal_cross,"macd(fast=12,slow=26,signal=12,trend=0)",0.0000,-0.5888,6,0.0878,0.0000,0.0000,0.0000,0.0000,0.0860,0.0000,0.0018,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-1.6585,-2.2515,-1.7921,-1007.5864,22.2691,0.3636,0.7573,55,ema_cross,"ema_crossover(fast=5,slow=21,adx_min=25)",0.3333,-1.9574,3,0.0866,0.0000,0.0000,0.0000,0.0500,0.0351,0.0000,0.0015,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.5594,-0.9186,-0.4951,-343.5932,12.0005,0.3538,0.9197,195,signal_cross,"macd(fast=16,slow=26,signal=9,trend=0)",0.0000,-0.6012,6,0.0866,0.0000,0.0000,0.0000,0.0000,0.0862,0.0000,0.0004,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.9006,-1.4172,-0.6419,-588.2045,14.5472,0.3656,0.8617,186,signal_cross,"macd(fast=12,slow=34,signal=12,trend=0)",0.0000,-0.7245,5,0.0863,0.0000,0.0000,0.0000,0.0000,0.0845,0.0000,0.0017,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.3276,-0.5209,-0.3410,-172.6119,12.4589,0.3918,0.9610,171,signal_cross,"macd(fast=16,slow=21,signal=9,trend=0)",0.0000,-0.5062,5,0.0861,0.0000,0.0000,0.0000,0.0000,0.0814,0.0000,0.0046,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.1645,-0.2572,-0.3846,-52.2353,7.1592,0.3750,0.9782,88,trend_flip,"supertrend(atr_period=14,atr_mult=3,adx_min=0)",0.2000,-1.2267,5,0.0855,0.0000,0.0000,0.0000,0.0300,0.0527,0.0000,0.0028,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.2552,-0.4064,-0.2759,-124.5070,12.9673,0.3905,0.9726,169,signal_cross,"macd(fast=12,slow=21,signal=12,trend=0)",0.0000,-0.4691,5,0.0855,0.0000,0.0000,0.0000,0.0000,0.0810,0.0000,0.0045,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.7201,-1.1970,-2.4753,-436.2291,9.5431,0.4091,0.8358,44,trend_flip,"supertrend(atr_period=20,atr_mult=4,adx_min=25)",0.3333,-1.4056,3,0.0851,0.0000,0.0000,0.0000,0.0500,0.0285,0.0000,0.0066,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,1.1545,2.0767,1.6429,2027.8879,61.0372,0.3939,1.2189,66,chandelier_trail,"trend_pullback(fast_ema=30,slow_ema=100,rsi_pullback=45,atr_pct_min=0.004)",0.8333,0.6127,6,0.0850,0.0917,0.0326,0.0217,0.1250,0.0414,0.0281,0.0049,0.2604,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-3.5009,-4.4651,-2.6877,-1996.4709,28.8942,0.3158,0.5601,38,squeeze_release,"keltner_squeeze(ema=20,kelt_mult=1.5,bb=30,bb_std=1.5)",0.4000,-1.0819,5,0.0848,0.0000,0.0000,0.0000,0.0600,0.0248,0.0000,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.9497,-1.5011,-0.7179,-589.3113,13.6658,0.3714,0.8567,175,signal_cross,"macd(fast=16,slow=34,signal=12,trend=0)",0.0000,-0.9029,4,0.0847,0.0000,0.0000,0.0000,0.0000,0.0823,0.0000,0.0024,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.8388,-1.3224,-0.6614,-537.5286,14.0874,0.3721,0.8767,172,signal_cross,"macd(fast=16,slow=26,signal=12,trend=0)",0.0000,-0.7470,5,0.0841,0.0000,0.0000,0.0000,0.0000,0.0817,0.0000,0.0025,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,0.1224,0.1676,-0.0139,12.0908,50.2994,0.5333,1.0008,135,bb_mean_revert,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=75,bb_period=15,bb_std=2)",0.8750,4.0003,8,0.0836,0.0102,0.0000,0.0001,0.1313,0.0716,0.0031,0.0204,0.1530,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.8493,-1.3336,-0.6304,-537.3094,14.8648,0.3663,0.8767,172,signal_cross,"macd(fast=16,slow=34,signal=9,trend=0)",0.0000,-0.7996,5,0.0835,0.0000,0.0000,0.0000,0.0000,0.0817,0.0000,0.0018,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,0.1043,0.2030,0.0394,31.8829,6.0172,0.3400,1.0170,50,trend_flip,"supertrend(atr_period=14,atr_mult=4,adx_min=0)",0.2500,-0.2178,4,0.0834,0.0087,0.0008,0.0017,0.0375,0.0322,0.0026,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.3634,-0.5983,-0.7004,-164.0506,5.0957,0.3491,0.9486,169,trend_flip,"supertrend(atr_period=7,atr_mult=2,adx_min=0)",0.0000,-0.7505,3,0.0810,0.0000,0.0000,0.0000,0.0000,0.0810,0.0000,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,1.1545,2.0767,1.6429,2027.8879,61.0372,0.3939,1.2189,66,chandelier_trail,"trend_pullback(fast_ema=30,slow_ema=100,rsi_pullback=45,atr_pct_min=0.008)",0.8000,0.5043,5,0.0800,0.0917,0.0326,0.0217,0.1200,0.0414,0.0281,0.0049,0.2604,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,1.1545,2.0767,1.6429,2027.8879,61.0372,0.3939,1.2189,66,chandelier_trail,"trend_pullback(fast_ema=30,slow_ema=100,rsi_pullback=45,atr_pct_min=0)",0.8000,0.5043,5,0.0800,0.0917,0.0326,0.0217,0.1200,0.0414,0.0281,0.0049,0.2604,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-1.0403,-1.3627,-1.3975,-899.3182,29.6685,0.4565,0.8066,46,squeeze_release,"keltner_squeeze(ema=10,kelt_mult=2.5,bb=30,bb_std=1.5)",0.2500,-0.1212,4,0.0791,0.0000,0.0000,0.0000,0.0375,0.0297,0.0000,0.0118,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-3.1513,-3.9990,-3.3339,-985.7114,13.9498,0.3488,0.5771,43,trend_flip,"supertrend(atr_period=7,atr_mult=4,adx_min=25)",0.3333,-2.5007,3,0.0779,0.0000,0.0000,0.0000,0.0500,0.0279,0.0000,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.0741,-0.1159,-0.2718,-14.2251,6.0570,0.3649,0.9928,74,trend_flip,"supertrend(atr_period=10,atr_mult=3.5,adx_min=0)",0.2000,-1.3520,5,0.0773,0.0000,0.0000,0.0000,0.0300,0.0457,0.0000,0.0017,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.6053,-1.1424,-0.7222,-344.9069,9.9317,0.3007,0.8941,153,ema_cross,"ema_crossover(fast=5,slow=21,adx_min=0)",0.0000,-0.8460,3,0.0770,0.0000,0.0000,0.0000,0.0000,0.0770,0.0000,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.8238,-1.6602,-1.0099,-455.0831,8.6730,0.2583,0.8460,151,ema_cross,"ema_crossover(fast=5,slow=34,adx_min=0)",0.0000,-0.9703,4,0.0764,0.0000,0.0000,0.0000,0.0000,0.0764,0.0000,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.7428,-1.0079,-1.1353,-458.7354,22.7444,0.4524,0.8701,42,bb_reverse,"bollinger_breakout(bb_period=50,bb_std=2.5,vol_mult=1.5)",0.2500,-5.0594,4,0.0762,0.0000,0.0000,0.0000,0.0375,0.0273,0.0000,0.0114,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.8827,-1.8192,-1.1877,-401.1670,6.5503,0.2297,0.8300,148,ema_cross,"ema_crossover(fast=5,slow=55,adx_min=0)",0.0000,-2.0216,4,0.0756,0.0000,0.0000,0.0000,0.0000,0.0756,0.0000,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-2.2481,-3.0338,-1.4783,-2004.5588,35.9389,0.4156,0.7308,77,ema_cross,"ema_crossover(fast=5,slow=34,adx_min=20)",0.2000,-1.5651,5,0.0752,0.0000,0.0000,0.0000,0.0300,0.0473,0.0000,0.0073,0.0094,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.9158,-1.7025,-0.9284,-515.0922,10.9987,0.3194,0.8342,144,ema_cross,"ema_crossover(fast=8,slow=21,adx_min=0)",0.0000,-1.1245,4,0.0744,0.0000,0.0000,0.0000,0.0000,0.0744,0.0000,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,0.8423,1.2714,0.8727,957.7835,47.8664,0.4688,1.1243,64,rsi_exit_zone,"rsi2(rsi_period=3,entry_low=5,entry_high=95,trend=100)",0.2000,-1.4942,5,0.0737,0.0684,0.0174,0.0124,0.0300,0.0403,0.0208,0.0132,0.1287,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.0352,-0.0595,-0.1537,20.7854,4.4324,0.3615,1.0081,130,trend_flip,"supertrend(atr_period=10,atr_mult=2.5,adx_min=0)",0.0000,-0.9086,5,0.0721,0.0000,0.0000,0.0008,0.0000,0.0700,0.0000,0.0013,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.1922,-0.3031,-0.3586,-54.7820,6.2967,0.3689,0.9794,122,trend_flip,"supertrend(atr_period=7,atr_mult=2.5,adx_min=0)",0.0000,-1.2585,4,0.0692,0.0000,0.0000,0.0000,0.0000,0.0671,0.0000,0.0021,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-3.8957,-4.5281,-1.9448,-2782.4774,35.6556,0.4085,0.5378,71,trend_flip,"supertrend(atr_period=10,atr_mult=2.5,adx_min=20)",0.1667,-2.8478,6,0.0690,0.0000,0.0000,0.0000,0.0250,0.0441,0.0000,0.0065,0.0066,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.8637,-1.8149,-1.5492,-344.3936,5.0278,0.2937,0.8219,126,signal_cross,"macd(fast=8,slow=34,signal=12,trend=100)",0.0000,-0.7567,5,0.0686,0.0000,0.0000,0.0000,0.0000,0.0686,0.0000,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-1.0285,-2.1062,-1.5096,-409.6944,6.0436,0.2720,0.7951,125,signal_cross,"macd(fast=12,slow=34,signal=9,trend=100)",0.0000,-0.8044,7,0.0682,0.0000,0.0000,0.0000,0.0000,0.0682,0.0000,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-3.7863,-4.4266,-1.8991,-2761.2465,36.0831,0.4306,0.5524,72,trend_flip,"supertrend(atr_period=14,atr_mult=2.5,adx_min=20)",0.1667,-2.8211,6,0.0677,0.0000,0.0000,0.0000,0.0250,0.0446,0.0000,0.0090,0.0108,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-1.0565,-2.1677,-1.5972,-421.7351,5.9743,0.2951,0.7926,122,signal_cross,"macd(fast=16,slow=34,signal=7,trend=100)",0.0000,-0.8634,5,0.0671,0.0000,0.0000,0.0000,0.0000,0.0671,0.0000,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.7543,-1.5642,-0.9635,-354.2342,8.8346,0.2295,0.8649,122,ema_cross,"ema_crossover(fast=8,slow=34,adx_min=0)",0.0000,-1.3373,5,0.0671,0.0000,0.0000,0.0000,0.0000,0.0671,0.0000,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-1.3479,-2.6856,-1.5322,-564.1118,8.0363,0.2377,0.7461,122,ema_cross,"ema_crossover(fast=8,slow=55,adx_min=0)",0.0000,-1.9223,5,0.0671,0.0000,0.0000,0.0000,0.0000,0.0671,0.0000,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-1.4358,-1.9971,-1.9269,-741.9296,20.1577,0.3659,0.7423,41,ema_cross,"ema_crossover(fast=8,slow=144,adx_min=25)",0.2500,-2.2235,4,0.0659,0.0000,0.0000,0.0000,0.0375,0.0267,0.0000,0.0018,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-2.3097,-3.1091,-1.2928,-1604.5054,25.3709,0.3504,0.6683,117,ema_cross,"ema_crossover(fast=8,slow=21,adx_min=15)",0.0000,-1.7212,5,0.0653,0.0000,0.0000,0.0000,0.0000,0.0653,0.0000,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.7562,-1.5914,-1.5257,-286.4948,4.6870,0.2906,0.8435,117,signal_cross,"macd(fast=12,slow=34,signal=7,trend=100)",0.0000,-0.7874,6,0.0653,0.0000,0.0000,0.0000,0.0000,0.0653,0.0000,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-0.6368,-1.3181,-0.8784,-228.6541,6.9621,0.3162,0.8736,117,signal_cross,"macd(fast=8,slow=21,signal=7,trend=100)",0.0000,-0.5101,5,0.0653,0.0000,0.0000,0.0000,0.0000,0.0653,0.0000,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,7.3640,3.8070,-1.2358,-2.4238,-1.5048,-547.6529,8.3565,0.2241,0.7702,116,ema_cross,"ema_crossover(fast=13,slow=34,adx_min=0)",0.0000,-1.1153,5,0.0649,0.0000,0.0000,0.0000,0.0000,0.0649,0.0000,0.0000,0.0000,-1.0000,0.0000
