timeframe,date_from,date_to,bars_count,price_start,price_end,sharpe_ratio,sortino_ratio,calmar_ratio,total_return,max_drawdown_pct,win_rate,profit_factor,total_trades,exit_mode,parameters,plateau_ratio,avg_neighbor_sharpe,neighbor_count,composite_score,cc_sharpe,cc_calmar,cc_profit_factor,cc_plateau,cc_trades,cc_cost_stress,cc_win_rate,cc_dd_penalty,wfo_pass_rate,wfo_avg_test_sharpe
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,6.4495,12.9792,237.6058,499.5441,5.5885,0.5263,1.5554,38,trend_flip,"supertrend(atr_period=10,atr_mult=4,adx_min=20)",0.6000,0.8864,5,0.7232,0.2433,0.2000,0.0531,0.0900,0.0248,0.0924,0.0196,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,3.9423,8.3590,53.6800,305.0260,3.7271,0.4808,1.3378,52,ema_cross,"ema_crossover(fast=5,slow=89,adx_min=0)",1.0000,2.8877,4,0.7230,0.2163,0.2000,0.0332,0.1500,0.0333,0.0755,0.0145,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,3.9423,8.3590,53.6800,305.0260,3.7271,0.4808,1.3378,52,ema_cross,"ema_crossover(fast=5,slow=89,adx_min=15)",1.0000,5.7730,5,0.7230,0.2163,0.2000,0.0332,0.1500,0.0333,0.0755,0.0145,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,10.5194,16.1698,9864.8560,1182.1076,9.5183,0.5429,1.6895,35,squeeze_release,"keltner_squeeze(ema=20,kelt_mult=2.5,bb=30,bb_std=1.5)",0.4000,-1.0066,5,0.7173,0.2496,0.2000,0.0645,0.0600,0.0229,0.0990,0.0214,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,9.8108,25.0515,1357.9179,809.1669,4.4435,0.4750,2.0235,40,trend_flip,"supertrend(atr_period=20,atr_mult=3.5,adx_min=25)",0.2500,0.0905,4,0.7142,0.2493,0.2000,0.0890,0.0375,0.0261,0.0985,0.0139,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,13.0345,22.4570,15104.0998,982.6247,4.2652,0.5484,1.9190,31,bb_reverse,"bollinger_breakout(bb_period=30,bb_std=3,vol_mult=0)",0.2500,-19.6817,4,0.7114,0.2499,0.2000,0.0819,0.0375,0.0204,0.0997,0.0220,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,7.9717,14.3141,1439.4750,9888.6379,51.1117,0.5689,1.9080,225,bb_mean_revert,"rsi_bb_mr(rsi_period=7,rsi_low=25,rsi_high=75,bb_period=30,bb_std=2)",0.8750,12.4319,8,0.7100,0.2476,0.2000,0.0811,0.1313,0.0905,0.0964,0.0243,0.1611,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,5.8924,9.0727,148.2632,1775.8405,25.6345,0.4787,1.3139,94,rsi_exit_zone,"rsi2(rsi_period=3,entry_low=15,entry_high=95,trend=200)",0.5000,-3.6853,4,0.7062,0.2404,0.2000,0.0309,0.0750,0.0556,0.0900,0.0143,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,4.1223,6.8125,74.8423,828.1018,29.0463,0.5283,1.2431,53,bb_mean_revert,"rsi_bb_mr(rsi_period=14,rsi_low=25,rsi_high=70,bb_period=15,bb_std=2.5)",0.8571,11.5142,7,0.7037,0.2199,0.2000,0.0241,0.1286,0.0339,0.0774,0.0198,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,7.8766,12.5469,992.4542,3426.1330,46.2445,0.6311,1.5514,103,bb_mean_revert,"rsi_bb_mr(rsi_period=21,rsi_low=25,rsi_high=70,bb_period=20,bb_std=1.5)",0.8571,11.0591,7,0.7033,0.2474,0.2000,0.0528,0.1286,0.0596,0.0962,0.0312,0.1124,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,4.5819,7.5248,38.9735,523.7480,9.8992,0.5000,1.2831,64,ema_cross,"ema_crossover(fast=13,slow=34,adx_min=15)",0.6667,-0.0538,6,0.6938,0.2275,0.1998,0.0280,0.1000,0.0403,0.0816,0.0167,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,6.1255,11.5248,123.1350,767.2614,6.5961,0.4638,1.5811,69,ema_cross,"ema_crossover(fast=5,slow=21,adx_min=25)",0.3333,1.3912,3,0.6938,0.2417,0.2000,0.0554,0.0500,0.0430,0.0911,0.0126,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,4.7529,8.3862,65.1452,508.4244,10.3718,0.4490,1.3297,49,trend_flip,"supertrend(atr_period=10,atr_mult=3,adx_min=20)",0.6667,1.6457,6,0.6878,0.2298,0.2000,0.0324,0.1000,0.0316,0.0830,0.0110,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,3.0535,5.9980,12.9365,445.3791,5.9524,0.4231,1.2838,130,ema_cross,"ema_crossover(fast=5,slow=21,adx_min=0)",1.0000,3.3239,3,0.6847,0.1922,0.1720,0.0280,0.1500,0.0700,0.0643,0.0081,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,5.9269,9.5263,298.6958,1382.9919,18.3812,0.4706,1.3246,68,rsi_exit_zone,"rsi2(rsi_period=3,entry_low=15,entry_high=95,trend=100)",0.4000,0.5981,5,0.6786,0.2406,0.2000,0.0320,0.0600,0.0425,0.0902,0.0134,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,6.2385,10.5244,427.0569,2847.0703,48.9771,0.5500,1.4471,100,bb_mean_revert,"rsi_bb_mr(rsi_period=14,rsi_low=20,rsi_high=75,bb_period=20,bb_std=2)",1.0000,13.7490,9,0.6680,0.2423,0.2000,0.0434,0.1500,0.0583,0.0915,0.0222,0.1398,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,5.8979,13.1455,157.0418,447.0649,5.8527,0.4872,1.5276,39,trend_flip,"supertrend(atr_period=14,atr_mult=4,adx_min=25)",0.2500,-0.5668,4,0.6593,0.2404,0.2000,0.0507,0.0375,0.0254,0.0900,0.0152,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,6.6783,13.8346,108.5751,1199.1590,6.7395,0.4455,1.4933,110,bb_reverse,"bollinger_breakout(bb_period=30,bb_std=1.5,vol_mult=1.5)",0.0000,-14.7926,4,0.6581,0.2442,0.2000,0.0476,0.0000,0.0625,0.0931,0.0106,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,2.8924,6.8819,36.2084,202.7888,4.2100,0.3415,1.2836,41,ema_cross,"ema_crossover(fast=5,slow=144,adx_min=15)",1.0000,2.2829,4,0.6528,0.1865,0.1997,0.0280,0.1500,0.0267,0.0619,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,2.8924,6.8819,36.2084,202.7888,4.2100,0.3415,1.2836,41,ema_cross,"ema_crossover(fast=5,slow=144,adx_min=0)",1.0000,2.8947,3,0.6528,0.1865,0.1997,0.0280,0.1500,0.0267,0.0619,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,4.0954,10.4197,74.6687,300.4562,4.3098,0.4634,1.4218,41,trend_flip,"supertrend(atr_period=20,atr_mult=4,adx_min=20)",0.5000,1.7345,4,0.6519,0.2194,0.2000,0.0411,0.0750,0.0267,0.0771,0.0126,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,3.6118,7.0699,41.5268,296.5243,5.6573,0.5532,1.2842,47,trend_flip,"supertrend(atr_period=7,atr_mult=3.5,adx_min=20)",0.6000,0.3289,5,0.6514,0.2087,0.1999,0.0281,0.0900,0.0303,0.0718,0.0226,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,7.0841,10.4519,786.2369,755.6958,13.5572,0.5152,1.4114,33,squeeze_release,"keltner_squeeze(ema=20,kelt_mult=1.5,bb=10,bb_std=1.5)",0.2000,-11.8650,5,0.6501,0.2456,0.2000,0.0401,0.0300,0.0217,0.0944,0.0184,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,4.1678,8.3044,49.6496,304.3084,5.7718,0.4773,1.3373,44,trend_flip,"supertrend(atr_period=7,atr_mult=4,adx_min=20)",0.5000,0.9035,4,0.6494,0.2208,0.2000,0.0332,0.0750,0.0285,0.0779,0.0141,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,2.6490,4.3713,9.7447,445.0591,5.3991,0.4479,1.2323,163,signal_cross,"macd(fast=12,slow=21,signal=12,trend=0)",1.0000,1.7096,5,0.6486,0.1770,0.1501,0.0230,0.1500,0.0796,0.0580,0.0109,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,2.7367,4.4944,8.7882,457.7821,7.3788,0.4662,1.2229,148,signal_cross,"macd(fast=16,slow=21,signal=12,trend=0)",1.0000,2.1889,4,0.6418,0.1806,0.1412,0.0221,0.1500,0.0756,0.0594,0.0129,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,2.9989,6.7538,29.7820,211.5101,5.5076,0.4146,1.2828,41,trend_flip,"supertrend(atr_period=14,atr_mult=4,adx_min=20)",0.8000,4.4100,5,0.6346,0.1904,0.1990,0.0280,0.1200,0.0267,0.0635,0.0072,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,4.8243,7.2121,47.0617,1843.7989,34.3750,0.5323,1.2375,124,rsi_exit_zone,"rsi2(rsi_period=2,entry_low=15,entry_high=95,trend=50)",0.0000,-3.8042,4,0.6259,0.2307,0.2000,0.0236,0.0000,0.0679,0.0835,0.0203,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,2.9497,5.5427,29.9196,246.0340,5.7459,0.5435,1.2315,46,trend_flip,"supertrend(atr_period=10,atr_mult=3.5,adx_min=20)",0.6667,1.8524,6,0.6246,0.1886,0.1990,0.0230,0.1000,0.0297,0.0628,0.0215,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,2.3353,4.5771,17.4795,234.5727,5.0516,0.4219,1.2034,64,signal_cross,"macd(fast=16,slow=21,signal=12,trend=100)",1.0000,1.7967,5,0.6222,0.1630,0.1882,0.0202,0.1500,0.0403,0.0525,0.0080,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,4.9842,8.1711,119.5588,2259.5997,51.9558,0.5577,1.3353,104,bb_mean_revert,"rsi_bb_mr(rsi_period=14,rsi_low=20,rsi_high=75,bb_period=30,bb_std=2)",1.0000,13.4381,8,0.6138,0.2326,0.2000,0.0330,0.1500,0.0600,0.0847,0.0231,0.1696,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,2.1468,4.3925,26.0288,162.4204,3.3231,0.4000,1.2063,45,signal_cross,"macd(fast=16,slow=21,signal=12,trend=200)",1.0000,1.2419,4,0.6056,0.1535,0.1978,0.0205,0.1500,0.0291,0.0490,0.0056,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,2.2552,3.7071,7.8648,399.3576,5.4090,0.4458,1.2050,166,signal_cross,"macd(fast=16,slow=21,signal=9,trend=0)",1.0000,1.5647,5,0.6027,0.1590,0.1313,0.0204,0.1500,0.0803,0.0511,0.0106,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,6.4903,10.9077,1400.0256,10748.5616,58.8451,0.5362,1.8629,235,bb_mean_revert,"rsi_bb_mr(rsi_period=14,rsi_low=25,rsi_high=75,bb_period=30,bb_std=1.5)",0.7500,11.8798,8,0.6003,0.2435,0.2000,0.0779,0.1125,0.0916,0.0925,0.0207,0.2385,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,5.3265,8.1828,130.9481,2416.1097,52.5124,0.5833,1.3428,108,bb_mean_revert,"rsi_bb_mr(rsi_period=21,rsi_low=25,rsi_high=70,bb_period=30,bb_std=1.5)",0.8333,8.9205,6,0.5942,0.2361,0.2000,0.0337,0.1250,0.0617,0.0870,0.0259,0.1751,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,3.2725,4.7826,30.3310,712.7628,21.7886,0.4783,1.1649,69,rsi_exit_zone,"rsi2(rsi_period=3,entry_low=10,entry_high=95,trend=100)",0.3333,-5.0697,6,0.5895,0.1993,0.1991,0.0164,0.0500,0.0430,0.0674,0.0143,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,91.6817,0.0000,0.0000,8673.7315,0.0000,1.0000,0.0000,38,bb_mean_revert,"rsi_bb_mr(rsi_period=21,rsi_low=25,rsi_high=80,bb_period=15,bb_std=2)",1.0000,64.5681,7,0.5748,0.2500,0.0000,0.0000,0.1500,0.0248,0.1000,0.0500,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,91.8155,0.0000,0.0000,8558.3113,0.0000,1.0000,0.0000,38,bb_mean_revert,"rsi_bb_mr(rsi_period=21,rsi_low=30,rsi_high=80,bb_period=15,bb_std=2)",1.0000,75.1133,6,0.5748,0.2500,0.0000,0.0000,0.1500,0.0248,0.1000,0.0500,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,2.3673,6.0605,44.6245,121.1064,2.2458,0.3226,1.2230,31,ema_cross,"ema_crossover(fast=34,slow=55,adx_min=15)",0.7500,4.0918,4,0.5726,0.1645,0.1999,0.0221,0.1125,0.0204,0.0531,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,2.0957,4.3864,26.7350,158.0464,2.9665,0.3617,1.2131,47,signal_cross,"macd(fast=16,slow=34,signal=9,trend=200)",0.8000,0.7309,5,0.5698,0.1509,0.1981,0.0212,0.1200,0.0303,0.0481,0.0013,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,2.2269,4.1726,12.6468,193.1561,6.0384,0.4576,1.1858,59,trend_flip,"supertrend(atr_period=14,atr_mult=2.5,adx_min=25)",0.8000,0.9236,5,0.5665,0.1576,0.1705,0.0185,0.1200,0.0374,0.0506,0.0120,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,1.8495,3.9773,22.0838,116.8758,3.5492,0.3429,1.1776,35,ema_cross,"ema_crossover(fast=8,slow=144,adx_min=0)",1.0000,3.0331,4,0.5662,0.1372,0.1952,0.0177,0.1500,0.0229,0.0432,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,6.4469,10.9843,495.0140,6321.8274,61.4797,0.5435,1.6135,184,bb_mean_revert,"rsi_bb_mr(rsi_period=7,rsi_low=20,rsi_high=75,bb_period=30,bb_std=2)",0.8571,10.9397,7,0.5632,0.2433,0.2000,0.0581,0.1286,0.0842,0.0923,0.0215,0.2648,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,6.0246,10.3544,520.4586,8263.2509,62.6662,0.5446,1.6925,224,bb_mean_revert,"rsi_bb_mr(rsi_period=7,rsi_low=25,rsi_high=70,bb_period=30,bb_std=2)",0.8571,11.3453,7,0.5604,0.2412,0.2000,0.0647,0.1286,0.0904,0.0906,0.0216,0.2767,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,2.3128,3.7351,12.0347,448.9921,30.7965,0.5179,1.1207,56,bb_mean_revert,"rsi_bb_mr(rsi_period=14,rsi_low=20,rsi_high=75,bb_period=20,bb_std=2.5)",0.7500,13.8620,8,0.5598,0.1619,0.1669,0.0120,0.1125,0.0357,0.0521,0.0187,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,1.7506,3.4436,11.3810,183.5500,4.8073,0.3529,1.1657,68,signal_cross,"macd(fast=16,slow=34,signal=9,trend=100)",1.0000,1.3474,6,0.5445,0.1313,0.1628,0.0165,0.1500,0.0425,0.0412,0.0003,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,5.8659,9.8022,459.5889,5535.6945,62.3991,0.5329,1.5599,167,bb_mean_revert,"rsi_bb_mr(rsi_period=14,rsi_low=25,rsi_high=70,bb_period=20,bb_std=2)",0.8889,9.8535,9,0.5438,0.2402,0.2000,0.0535,0.1333,0.0805,0.0899,0.0203,0.2740,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,1.7165,3.4362,10.9716,185.5783,4.8815,0.3913,1.1614,69,signal_cross,"macd(fast=12,slow=21,signal=12,trend=100)",1.0000,1.3822,6,0.5433,0.1292,0.1599,0.0161,0.1500,0.0430,0.0405,0.0046,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,5.2143,8.6001,477.7768,9872.4995,64.8597,0.5465,1.7214,258,bb_mean_revert,"rsi_bb_mr(rsi_period=7,rsi_low=20,rsi_high=80,bb_period=30,bb_std=1.5)",0.8000,10.4119,5,0.5253,0.2350,0.2000,0.0671,0.1200,0.0938,0.0863,0.0218,0.2986,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,1.7116,2.8237,4.9900,333.4515,6.3347,0.4398,1.1632,166,signal_cross,"macd(fast=12,slow=26,signal=12,trend=0)",1.0000,1.3039,6,0.5181,0.1289,0.0923,0.0163,0.1500,0.0803,0.0404,0.0100,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,1.3934,2.7858,14.3364,110.0774,3.1279,0.3043,1.1538,46,signal_cross,"macd(fast=16,slow=34,signal=12,trend=200)",1.0000,1.4798,4,0.5155,0.1084,0.1785,0.0153,0.1500,0.0297,0.0335,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,1.7603,2.8414,4.5726,319.1406,7.1598,0.4581,1.1644,155,signal_cross,"macd(fast=16,slow=34,signal=9,trend=0)",1.0000,0.9676,5,0.5147,0.1319,0.0856,0.0164,0.1500,0.0775,0.0414,0.0120,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,1.5329,2.9928,9.7726,165.1846,4.7000,0.3529,1.1495,68,signal_cross,"macd(fast=12,slow=34,signal=12,trend=100)",1.0000,1.0566,6,0.5123,0.1177,0.1504,0.0149,0.1500,0.0425,0.0366,0.0003,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,2.6570,4.2764,14.0275,884.5720,46.6935,0.5412,1.1523,85,bb_mean_revert,"rsi_bb_mr(rsi_period=14,rsi_low=20,rsi_high=70,bb_period=15,bb_std=2)",0.8571,7.8993,7,0.5120,0.1773,0.1772,0.0152,0.1286,0.0513,0.0581,0.0212,0.1169,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,1.8495,3.9773,22.0838,116.8758,3.5492,0.3429,1.1776,35,ema_cross,"ema_crossover(fast=8,slow=144,adx_min=15)",0.6000,1.3893,5,0.5062,0.1372,0.1952,0.0177,0.0900,0.0229,0.0432,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,1.7929,2.5424,8.9095,282.2577,10.3583,0.4675,1.1557,77,trend_flip,"supertrend(atr_period=7,atr_mult=2,adx_min=25)",0.6667,1.6979,3,0.4941,0.1338,0.1424,0.0155,0.1000,0.0473,0.0420,0.0131,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,1.3116,2.6248,9.4003,142.7609,3.8521,0.3529,1.1362,68,signal_cross,"macd(fast=16,slow=34,signal=12,trend=100)",1.0000,1.4175,5,0.4879,0.1028,0.1470,0.0136,0.1500,0.0425,0.0317,0.0003,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,1.2376,2.5042,11.3981,103.3660,3.2083,0.3600,1.1415,50,signal_cross,"macd(fast=16,slow=26,signal=12,trend=200)",1.0000,1.0565,5,0.4879,0.0977,0.1629,0.0141,0.1500,0.0322,0.0300,0.0011,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,1.7042,3.0344,6.9948,222.8384,5.6081,0.4479,1.1564,96,ema_cross,"ema_crossover(fast=8,slow=21,adx_min=0)",0.7500,0.8484,4,0.4849,0.1285,0.1208,0.0156,0.1125,0.0565,0.0402,0.0109,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,1.5160,2.4116,4.0507,281.5692,6.7299,0.4323,1.1470,155,signal_cross,"macd(fast=16,slow=26,signal=12,trend=0)",1.0000,1.6639,5,0.4809,0.1166,0.0769,0.0147,0.1500,0.0775,0.0362,0.0091,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,1.4609,2.3886,3.9520,307.2630,6.7432,0.4491,1.1440,167,signal_cross,"macd(fast=16,slow=26,signal=9,trend=0)",1.0000,1.3715,6,0.4790,0.1130,0.0752,0.0144,0.1500,0.0805,0.0350,0.0110,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,1.4753,2.3793,4.9634,336.2386,4.8680,0.4337,1.1597,196,signal_cross,"macd(fast=12,slow=21,signal=9,trend=0)",0.8333,1.1338,6,0.4776,0.1139,0.0918,0.0159,0.1250,0.0863,0.0353,0.0093,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,1.5897,2.5722,4.1996,299.2150,6.7853,0.4557,1.1533,158,signal_cross,"macd(fast=12,slow=34,signal=12,trend=0)",0.8000,0.7921,5,0.4638,0.1213,0.0794,0.0153,0.1200,0.0783,0.0378,0.0117,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,1.1925,2.3286,7.2376,136.1166,4.4854,0.3478,1.1237,69,signal_cross,"macd(fast=16,slow=26,signal=12,trend=100)",1.0000,1.3849,6,0.4526,0.0945,0.1238,0.0123,0.1500,0.0430,0.0290,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,5.2542,8.7346,192.6069,5252.6400,69.7372,0.5435,1.4861,184,bb_mean_revert,"rsi_bb_mr(rsi_period=7,rsi_low=20,rsi_high=70,bb_period=30,bb_std=2)",0.8333,10.2088,6,0.4522,0.2354,0.2000,0.0470,0.1250,0.0842,0.0865,0.0215,0.3474,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,1.1907,2.3904,6.9659,143.8742,4.6531,0.3611,1.1224,72,signal_cross,"macd(fast=16,slow=21,signal=9,trend=100)",1.0000,1.3615,6,0.4518,0.0943,0.1204,0.0122,0.1500,0.0446,0.0289,0.0012,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,1.2610,2.5364,9.3650,150.1170,3.1083,0.4000,1.1205,85,trend_flip,"supertrend(atr_period=10,atr_mult=2.5,adx_min=20)",0.6667,1.6367,6,0.4454,0.0993,0.1467,0.0120,0.1000,0.0513,0.0305,0.0056,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,1.2179,1.9706,3.2172,235.2814,6.8454,0.4397,1.1248,141,signal_cross,"macd(fast=16,slow=34,signal=12,trend=0)",1.0000,1.5444,4,0.4340,0.0963,0.0622,0.0125,0.1500,0.0735,0.0295,0.0100,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,4.8886,8.0816,106.9705,4254.9258,70.5596,0.5287,1.4152,174,bb_mean_revert,"rsi_bb_mr(rsi_period=14,rsi_low=25,rsi_high=70,bb_period=30,bb_std=2)",0.8750,9.5066,8,0.4336,0.2315,0.2000,0.0405,0.1313,0.0821,0.0840,0.0199,0.3556,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,1.2743,2.6256,11.6876,108.8885,3.2939,0.3529,1.1448,51,signal_cross,"macd(fast=12,slow=34,signal=12,trend=200)",0.6000,0.4057,5,0.4333,0.1002,0.1648,0.0144,0.0900,0.0327,0.0308,0.0003,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,1.0722,2.1420,6.1415,132.4508,4.5978,0.3611,1.1141,72,signal_cross,"macd(fast=16,slow=26,signal=9,trend=100)",1.0000,0.9893,7,0.4286,0.0857,0.1094,0.0114,0.1500,0.0446,0.0262,0.0012,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,0.9601,1.6046,2.9314,263.6163,4.6589,0.4067,1.1261,209,signal_cross,"macd(fast=16,slow=21,signal=7,trend=0)",1.0000,1.0984,4,0.4152,0.0774,0.0570,0.0126,0.1500,0.0884,0.0236,0.0063,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,1.0700,2.1625,6.2537,130.6856,4.3869,0.3425,1.1165,73,signal_cross,"macd(fast=12,slow=34,signal=9,trend=100)",0.8571,0.5696,7,0.4080,0.0856,0.1110,0.0116,0.1286,0.0452,0.0261,0.0000,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,1.4560,2.3904,4.9622,249.3294,11.6230,0.4651,1.1181,86,trend_flip,"supertrend(atr_period=14,atr_mult=2,adx_min=20)",0.6000,3.5728,5,0.4057,0.1126,0.0918,0.0118,0.0900,0.0518,0.0349,0.0128,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,1.3437,1.8637,5.2047,188.3541,10.7840,0.4925,1.0916,67,trend_flip,"supertrend(atr_period=20,atr_mult=2,adx_min=25)",0.6667,3.5071,3,0.3999,0.1050,0.0956,0.0091,0.1000,0.0419,0.0324,0.0158,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,0.9005,1.5015,2.4788,242.9911,5.3117,0.4000,1.1192,190,signal_cross,"macd(fast=16,slow=26,signal=7,trend=0)",1.0000,0.8251,5,0.3963,0.0729,0.0486,0.0119,0.1500,0.0853,0.0221,0.0056,0.0000,-1.0000,0.0000
4h,2024-05-09,2026-05-09,4383,62159.0600,80673.2600,1.0016,2.0865,5.2983,129.8998,4.7647,0.3649,1.1095,74,signal_cross,"macd(fast=12,slow=21,signal=9,trend=100)",0.8571,0.6823,7,0.3889,0.0805,0.0971,0.0109,0.1286,0.0457,0.0245,0.0017,0.0000,-1.0000,0.0000
