fold,parameters,train_date_from,train_date_to,train_bars,train_price_start,train_price_end,train_sharpe,train_sortino,train_calmar,train_return,train_maxdd,train_trades,train_win_rate,train_profit_factor,train_pnl,train_net_pnl,train_fees,test_date_from,test_date_to,test_bars,test_price_start,test_price_end,test_sharpe,test_sortino,test_calmar,test_return,test_maxdd,test_trades,test_win_rate,test_profit_factor,test_pnl,test_net_pnl,test_fees,degradation,passed,skipped,skip_reason
3,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=75,bb_period=15,bb_std=1.5)",2025-07-21,2025-10-31,613,118313.1600,110202.9000,55.7276,2127.6479,2358316.0821,14.1561,0.0513,41,0.8780,217.2266,1453.6067,1415.6067,38.0000,2025-11-04,2025-12-14,239,100542.6400,89360.0000,76.7234,0.0000,0.0000,4.9075,0.0000,10,1.0000,0.0000,505.9454,490.7454,15.2000,1.3768,1,0,""
4,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=75,bb_period=15,bb_std=1.5)",2025-12-14,2026-03-26,613,89022.9100,69082.6400,62.2759,501.9561,4462015.1396,14.1493,0.2789,31,0.9032,40.5243,1452.1346,1414.9346,37.2000,2026-03-30,2026-05-09,239,66550.0500,80345.4600,0.0000,0.0000,-490.2805,-0.2776,0.2015,1,0.0000,0.0000,-19.3581,-27.7581,8.4000,0.0000,0,1,"OOS trades=1 < 5"
0,"rsi_bb_mr(rsi_period=7,rsi_low=25,rsi_high=80,bb_period=15,bb_std=1.5)",2024-05-09,2024-08-19,613,62159.0600,58539.2400,54.7638,235.6314,140516.3275,21.2505,1.0405,58,0.8621,19.1241,2172.2493,2125.0493,47.2000,2024-08-23,2024-10-02,239,63628.8400,61164.0100,50.7562,155.7297,1684539.9745,6.5123,0.6581,15,0.8667,10.7850,670.4288,651.2288,19.2000,0.9268,1,0,""
1,"rsi_bb_mr(rsi_period=7,rsi_low=25,rsi_high=80,bb_period=15,bb_std=1.5)",2024-10-02,2025-01-12,613,61874.0100,95071.9000,-46.5744,-33.2273,-3.0711,-31.5098,32.5620,49,0.2245,0.0711,-3100.9837,-3150.9837,50.0000,2025-01-16,2025-02-25,239,100417.2000,89239.3900,45.3909,190.0411,67225.5948,2.0317,0.2440,9,0.7778,10.3933,219.1689,203.1689,16.0000,0.0000,0,0,""
2,"rsi_bb_mr(rsi_period=7,rsi_low=25,rsi_high=80,bb_period=15,bb_std=1.5)",2025-02-25,2025-06-07,613,87231.2600,105558.1100,48.5560,513.8000,7283978.2229,27.0765,0.7709,48,0.8333,30.9427,2744.0501,2707.6501,36.4000,2025-06-11,2025-07-21,239,108742.3700,118070.1700,93.9968,0.0000,0.0000,4.6901,0.0000,14,1.0000,0.0000,482.6128,469.0128,13.6000,1.9358,1,0,""
3,"rsi_bb_mr(rsi_period=7,rsi_low=25,rsi_high=80,bb_period=15,bb_std=1.5)",2025-07-21,2025-10-31,613,118313.1600,110202.9000,51.2224,365.4630,62143.6752,15.0354,0.1795,65,0.8923,37.2840,1553.9409,1503.5409,50.4000,2025-11-04,2025-12-14,239,100542.6400,89360.0000,63.7718,436.3887,2481856.2902,7.0341,0.1683,18,0.9444,42.9746,722.6106,703.4106,19.2000,1.2450,1,0,""
4,"rsi_bb_mr(rsi_period=7,rsi_low=25,rsi_high=80,bb_period=15,bb_std=1.5)",2025-12-14,2026-03-26,613,89022.9100,69082.6400,35.9213,94.3644,12155.3686,11.0305,1.3984,45,0.7556,6.8641,1149.8497,1103.0497,46.8000,2026-03-30,2026-05-09,239,66550.0500,80345.4600,-23.9484,-24.3514,-57.4851,-1.2427,1.6132,10,0.4000,0.2887,-111.8658,-124.2658,12.4000,-0.6667,0,0,""
0,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=75,bb_period=20,bb_std=1.5)",2024-05-09,2024-08-19,613,62159.0600,58539.2400,73.1385,997.0168,92531683.0217,27.5045,0.1980,44,0.9318,122.9986,2790.0465,2750.4465,39.6000,2024-08-23,2024-10-02,239,63628.8400,61164.0100,84.2685,2590.4650,17189178833.1101,8.3521,0.0572,11,0.8182,185.9177,850.8057,835.2057,15.6000,1.1522,1,0,""
1,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=75,bb_period=20,bb_std=1.5)",2024-10-02,2025-01-12,613,61874.0100,95071.9000,-28.6547,-25.7613,-4.4426,-17.9955,22.5078,45,0.3556,0.2569,-1758.3495,-1799.5495,41.2000,2025-01-16,2025-02-25,239,100417.2000,89239.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,"OOS trades=0 < 5"
2,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=75,bb_period=20,bb_std=1.5)",2025-02-25,2025-06-07,613,87231.2600,105558.1100,79.1064,0.0000,0.0000,30.4166,0.0000,40,1.0000,0.0000,3072.4579,3041.6579,30.8000,2025-06-11,2025-07-21,239,108742.3700,118070.1700,213.1444,0.0000,0.0000,5.5538,0.0000,8,1.0000,0.0000,563.7814,555.3814,8.4000,2.6944,1,0,""
3,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=75,bb_period=20,bb_std=1.5)",2025-07-21,2025-10-31,613,118313.1600,110202.9000,55.1461,907.8645,974784.7702,15.2870,0.1273,44,0.7955,60.9873,1573.4983,1528.6983,44.8000,2025-11-04,2025-12-14,239,100542.6400,89360.0000,83.8410,0.0000,0.0000,5.0353,0.0000,10,1.0000,0.0000,518.3289,503.5289,14.8000,1.5203,1,0,""
4,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=75,bb_period=20,bb_std=1.5)",2025-12-14,2026-03-26,613,89022.9100,69082.6400,38.9818,82.2999,11574.7863,6.9905,0.9662,32,0.8750,7.7999,740.2514,699.0514,41.2000,2026-03-30,2026-05-09,239,66550.0500,80345.4600,0.0000,0.0000,-435.8707,-0.3080,0.2279,1,0.0000,0.0000,-21.9962,-30.7962,8.8000,0.0000,0,1,"OOS trades=1 < 5"
0,"rsi_bb_mr(rsi_period=7,rsi_low=20,rsi_high=80,bb_period=20,bb_std=2)",2024-05-09,2024-08-19,613,62159.0600,58539.2400,70.9575,844.5290,61995882.8356,21.2168,0.1967,36,0.9444,97.5812,2149.2802,2121.6802,27.6000,2024-08-23,2024-10-02,239,63628.8400,61164.0100,39.6901,143.0323,542975.8030,3.2442,0.4847,9,0.7778,7.9362,336.0233,324.4233,11.6000,0.5594,1,0,""
1,"rsi_bb_mr(rsi_period=7,rsi_low=20,rsi_high=80,bb_period=20,bb_std=2)",2024-10-02,2025-01-12,613,61874.0100,95071.9000,-43.3845,-32.3339,-6.4895,-14.1050,15.4095,17,0.2941,0.1114,-1384.4952,-1410.4952,26.0000,2025-01-16,2025-02-25,239,100417.2000,89239.3900,37.9373,205.0954,60594.4165,0.4688,0.0675,3,0.6667,9.9718,53.6804,46.8804,6.8000,0.0000,0,1,"IS trades=17 < 20"
2,"rsi_bb_mr(rsi_period=7,rsi_low=20,rsi_high=80,bb_period=20,bb_std=2)",2025-02-25,2025-06-07,613,87231.2600,105558.1100,24.2572,56.1020,35768.3580,6.7204,2.6478,21,0.7143,3.4342,695.6356,672.0356,23.6000,2025-06-11,2025-07-21,239,108742.3700,118070.1700,182.0219,0.0000,0.0000,4.7214,0.0000,8,1.0000,0.0000,480.1366,472.1366,8.0000,7.5038,1,0,""
3,"rsi_bb_mr(rsi_period=7,rsi_low=20,rsi_high=80,bb_period=20,bb_std=2)",2025-07-21,2025-10-31,613,118313.1600,110202.9000,52.4534,438.0299,514148.8132,11.6705,0.1980,35,0.9143,57.1102,1195.8535,1167.0535,28.8000,2025-11-04,2025-12-14,239,100542.6400,89360.0000,126.3233,0.0000,0.0000,6.3132,0.0000,10,1.0000,0.0000,642.5183,631.3183,11.2000,2.4083,1,0,""
4,"rsi_bb_mr(rsi_period=7,rsi_low=20,rsi_high=80,bb_period=20,bb_std=2)",2025-12-14,2026-03-26,613,89022.9100,69082.6400,62.2277,1092.6125,228670432.6282,20.5055,0.1056,33,0.9091,105.0639,2079.7456,2050.5456,29.2000,2026-03-30,2026-05-09,239,66550.0500,80345.4600,0.0000,0.0000,-283.0734,-0.4133,0.3531,1,0.0000,0.0000,-34.5251,-41.3251,6.8000,0.0000,0,1,"OOS trades=1 < 5"
0,"rsi_bb_mr(rsi_period=7,rsi_low=30,rsi_high=70,bb_period=20,bb_std=2)",2024-05-09,2024-08-19,613,62159.0600,58539.2400,50.1431,339.1024,648511.1808,14.1173,0.6076,35,0.8286,23.3298,1442.1313,1411.7313,30.4000,2024-08-23,2024-10-02,239,63628.8400,61164.0100,32.0490,86.1915,110332.2930,4.2385,1.0482,13,0.7692,5.0975,437.8463,423.8463,14.0000,0.6392,1,0,""
1,"rsi_bb_mr(rsi_period=7,rsi_low=30,rsi_high=70,bb_period=20,bb_std=2)",2024-10-02,2025-01-12,613,61874.0100,95071.9000,-62.8249,-37.7260,-3.3102,-29.2594,30.2098,27,0.1481,0.0514,-2893.5410,-2925.9410,32.4000,2025-01-16,2025-02-25,239,100417.2000,89239.3900,55.9516,0.0000,0.0000,1.4076,0.0000,6,1.0000,0.0000,149.5561,140.7561,8.8000,0.0000,0,0,""
2,"rsi_bb_mr(rsi_period=7,rsi_low=30,rsi_high=70,bb_period=20,bb_std=2)",2025-02-25,2025-06-07,613,87231.2600,105558.1100,12.3571,21.1082,808.4483,4.5561,5.5474,26,0.6538,1.7978,484.8129,455.6129,29.2000,2025-06-11,2025-07-21,239,108742.3700,118070.1700,160.2521,0.0000,0.0000,4.7784,0.0000,9,1.0000,0.0000,487.0401,477.8401,9.2000,12.9685,1,0,""
3,"rsi_bb_mr(rsi_period=7,rsi_low=30,rsi_high=70,bb_period=20,bb_std=2)",2025-07-21,2025-10-31,613,118313.1600,110202.9000,55.4196,281.1987,212092.5884,13.2289,0.3683,41,0.9268,27.3215,1359.2859,1322.8859,36.4000,2025-11-04,2025-12-14,239,100542.6400,89360.0000,111.2593,0.0000,0.0000,4.9452,0.0000,10,1.0000,0.0000,506.5218,494.5218,12.0000,2.0076,1,0,""
4,"rsi_bb_mr(rsi_period=7,rsi_low=30,rsi_high=70,bb_period=20,bb_std=2)",2025-12-14,2026-03-26,613,89022.9100,69082.6400,62.3794,1099.9577,71805326.4142,22.0982,0.1405,38,0.8947,111.2972,2242.6229,2209.8229,32.8000,2026-03-30,2026-05-09,239,66550.0500,80345.4600,-424.2121,-46.5153,-125.9391,-0.8599,0.7916,3,0.0000,0.0000,-76.7943,-85.9943,9.2000,-6.8005,0,1,"OOS trades=3 < 5"
0,"rsi_bb_mr(rsi_period=21,rsi_low=30,rsi_high=75,bb_period=30,bb_std=1.5)",2024-05-09,2024-08-19,613,62159.0600,58539.2400,133.6854,0.0000,0.0000,21.1812,0.0000,21,1.0000,0.0000,2142.1200,2118.1200,24.0000,2024-08-23,2024-10-02,239,63628.8400,61164.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,"OOS trades=0 < 5"
1,"rsi_bb_mr(rsi_period=21,rsi_low=30,rsi_high=75,bb_period=30,bb_std=1.5)",2024-10-02,2025-01-12,613,61874.0100,95071.9000,-34.2676,-28.8427,-6.5189,-12.5844,15.3400,18,0.3889,0.2187,-1232.8366,-1258.4366,25.6000,2025-01-16,2025-02-25,239,100417.2000,89239.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,"IS trades=18 < 20"
2,"rsi_bb_mr(rsi_period=21,rsi_low=30,rsi_high=75,bb_period=30,bb_std=1.5)",2025-02-25,2025-06-07,613,87231.2600,105558.1100,92.2746,0.0000,0.0000,27.1706,0.0000,26,1.0000,0.0000,2736.2575,2717.0575,19.2000,2025-06-11,2025-07-21,239,108742.3700,118070.1700,160.1449,0.0000,0.0000,3.8168,0.0000,4,1.0000,0.0000,387.6835,381.6835,6.0000,1.7355,0,1,"OOS trades=4 < 5"
3,"rsi_bb_mr(rsi_period=21,rsi_low=30,rsi_high=75,bb_period=30,bb_std=1.5)",2025-07-21,2025-10-31,613,118313.1600,110202.9000,109.0736,0.0000,0.0000,14.3761,0.0000,27,1.0000,0.0000,1466.4121,1437.6122,28.8000,2025-11-04,2025-12-14,239,100542.6400,89360.0000,1004.6652,0.0000,0.0000,1.7076,0.0000,2,1.0000,0.0000,179.5577,170.7578,8.8000,9.2109,0,1,"OOS trades=2 < 5"
4,"rsi_bb_mr(rsi_period=21,rsi_low=30,rsi_high=75,bb_period=30,bb_std=1.5)",2025-12-14,2026-03-26,613,89022.9100,69082.6400,57.2029,383.4010,267811.7786,4.3505,0.2305,15,0.8000,22.2776,461.8548,435.0548,26.8000,2026-03-30,2026-05-09,239,66550.0500,80345.4600,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,"IS trades=15 < 20"
0,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=75,bb_period=30,bb_std=2)",2024-05-09,2024-08-19,613,62159.0600,58539.2400,57.2804,528.3069,91339141.3062,22.2301,0.6728,33,0.8485,29.7427,2249.8128,2223.0128,26.8000,2024-08-23,2024-10-02,239,63628.8400,61164.0100,250.4849,0.0000,0.0000,7.9144,0.0000,7,1.0000,0.0000,799.8412,791.4412,8.4000,4.3730,1,0,""
1,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=75,bb_period=30,bb_std=2)",2024-10-02,2025-01-12,613,61874.0100,95071.9000,-30.9251,-27.0067,-7.8420,-10.3451,12.7518,18,0.3333,0.2312,-1009.3090,-1034.5090,25.2000,2025-01-16,2025-02-25,239,100417.2000,89239.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,"IS trades=18 < 20"
2,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=75,bb_period=30,bb_std=2)",2025-02-25,2025-06-07,613,87231.2600,105558.1100,50.7759,238.0578,15627928.4440,16.1569,1.2397,27,0.7778,12.6193,1639.2933,1615.6933,23.6000,2025-06-11,2025-07-21,239,108742.3700,118070.1700,205.7593,0.0000,0.0000,6.6245,0.0000,8,1.0000,0.0000,669.2502,662.4502,6.8000,4.0523,1,0,""
3,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=75,bb_period=30,bb_std=2)",2025-07-21,2025-10-31,613,118313.1600,110202.9000,98.1170,0.0000,0.0000,9.7975,0.0000,24,1.0000,0.0000,1003.7487,979.7487,24.0000,2025-11-04,2025-12-14,239,100542.6400,89360.0000,111.9247,0.0000,0.0000,5.3111,0.0000,9,1.0000,0.0000,542.3122,531.1122,11.2000,1.1407,1,0,""
4,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=75,bb_period=30,bb_std=2)",2025-12-14,2026-03-26,613,89022.9100,69082.6400,83.1180,0.0000,0.0000,14.6081,0.0000,24,1.0000,0.0000,1484.8084,1460.8084,24.0000,2026-03-30,2026-05-09,239,66550.0500,80345.4600,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,"OOS trades=0 < 5"
0,"rsi_bb_mr(rsi_period=7,rsi_low=25,rsi_high=75,bb_period=20,bb_std=2)",2024-05-09,2024-08-19,613,62159.0600,58539.2400,66.3120,487.9314,4514717.5475,16.9069,0.3932,35,0.8857,41.1936,1719.8924,1690.6924,29.2000,2024-08-23,2024-10-02,239,63628.8400,61164.0100,23.4695,54.6199,11968.7572,2.4247,1.0667,11,0.7273,3.3926,255.6683,242.4683,13.2000,0.3539,1,0,""
1,"rsi_bb_mr(rsi_period=7,rsi_low=25,rsi_high=75,bb_period=20,bb_std=2)",2024-10-02,2025-01-12,613,61874.0100,95071.9000,-59.7562,-37.1351,-3.7285,-25.7031,26.8205,24,0.1667,0.0638,-2539.9116,-2570.3116,30.4000,2025-01-16,2025-02-25,239,100417.2000,89239.3900,35.1863,204.3875,25060.3701,0.6164,0.0674,5,0.8000,12.7067,70.0439,61.6439,8.4000,0.0000,0,0,""
2,"rsi_bb_mr(rsi_period=7,rsi_low=25,rsi_high=75,bb_period=20,bb_std=2)",2025-02-25,2025-06-07,613,87231.2600,105558.1100,11.3131,18.7425,681.4491,3.9838,5.4453,24,0.6667,1.7175,425.5833,398.3833,27.2000,2025-06-11,2025-07-21,239,108742.3700,118070.1700,91.4023,0.0000,0.0000,3.9262,0.0000,9,1.0000,0.0000,401.4212,392.6212,8.8000,8.0793,1,0,""
3,"rsi_bb_mr(rsi_period=7,rsi_low=25,rsi_high=75,bb_period=20,bb_std=2)",2025-07-21,2025-10-31,613,118313.1600,110202.9000,56.5122,278.9535,246986.5373,13.1776,0.3638,40,0.9250,26.3510,1352.9638,1317.7638,35.2000,2025-11-04,2025-12-14,239,100542.6400,89360.0000,126.3233,0.0000,0.0000,6.3132,0.0000,10,1.0000,0.0000,642.5183,631.3183,11.2000,2.2353,1,0,""
4,"rsi_bb_mr(rsi_period=7,rsi_low=25,rsi_high=75,bb_period=20,bb_std=2)",2025-12-14,2026-03-26,613,89022.9100,69082.6400,63.3276,1076.9971,121724779.9506,21.3365,0.1508,35,0.8857,103.4389,2165.2464,2133.6464,31.6000,2026-03-30,2026-05-09,239,66550.0500,80345.4600,-425.5016,-46.5169,-117.6177,-0.9129,0.8485,3,0.0000,0.0000,-82.4852,-91.2852,8.8000,-6.7191,0,1,"OOS trades=3 < 5"
0,"rsi_bb_mr(rsi_period=14,rsi_low=25,rsi_high=80,bb_period=20,bb_std=1.5)",2024-05-09,2024-08-19,613,62159.0600,58539.2400,81.7089,0.0000,0.0000,19.9947,0.0000,27,1.0000,0.0000,2022.2678,1999.4678,22.8000,2024-08-23,2024-10-02,239,63628.8400,61164.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,"OOS trades=0 < 5"
1,"rsi_bb_mr(rsi_period=14,rsi_low=25,rsi_high=80,bb_period=20,bb_std=1.5)",2024-10-02,2025-01-12,613,61874.0100,95071.9000,-18.6453,-19.1990,-9.0433,-6.6861,11.0492,21,0.4762,0.4382,-647.0127,-668.6127,21.6000,2025-01-16,2025-02-25,239,100417.2000,89239.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,"OOS trades=0 < 5"
2,"rsi_bb_mr(rsi_period=14,rsi_low=25,rsi_high=80,bb_period=20,bb_std=1.5)",2025-02-25,2025-06-07,613,87231.2600,105558.1100,69.0826,1195.5009,1390290088.7388,16.2599,0.1228,23,0.9130,116.1960,1641.9946,1625.9946,16.0000,2025-06-11,2025-07-21,239,108742.3700,118070.1700,189.7728,0.0000,0.0000,4.0946,0.0000,5,1.0000,0.0000,415.0637,409.4637,5.6000,2.7470,1,0,""
3,"rsi_bb_mr(rsi_period=14,rsi_low=25,rsi_high=80,bb_period=20,bb_std=1.5)",2025-07-21,2025-10-31,613,118313.1600,110202.9000,92.3261,8247.1191,190350229.0526,14.2668,0.0127,29,0.9655,2215.2951,1453.0801,1426.6801,26.4000,2025-11-04,2025-12-14,239,100542.6400,89360.0000,514.3434,0.0000,0.0000,1.8417,0.0000,2,1.0000,0.0000,192.9705,184.1705,8.8000,5.5709,0,1,"OOS trades=2 < 5"
4,"rsi_bb_mr(rsi_period=14,rsi_low=25,rsi_high=80,bb_period=20,bb_std=1.5)",2025-12-14,2026-03-26,613,89022.9100,69082.6400,62.3784,5618.9134,2018342.4851,3.0799,0.0071,14,1.0000,0.0000,333.5903,307.9903,25.6000,2026-03-30,2026-05-09,239,66550.0500,80345.4600,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,"IS trades=14 < 20"
0,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=80,bb_period=20,bb_std=1.5)",2024-05-09,2024-08-19,613,62159.0600,58539.2400,76.2684,1035.5114,24214017.9321,12.5251,0.0940,26,0.9615,132.1732,1285.3113,1252.5113,32.8000,2024-08-23,2024-10-02,239,63628.8400,61164.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,"OOS trades=0 < 5"
1,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=80,bb_period=20,bb_std=1.5)",2024-10-02,2025-01-12,613,61874.0100,95071.9000,6.9508,10.9984,94.6628,4.3086,11.1827,38,0.5526,1.3651,462.0561,430.8561,31.2000,2025-01-16,2025-02-25,239,100417.2000,89239.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,"OOS trades=0 < 5"
2,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=80,bb_period=20,bb_std=1.5)",2025-02-25,2025-06-07,613,87231.2600,105558.1100,134.9405,0.0000,0.0000,24.3383,0.0000,20,1.0000,0.0000,2457.0284,2433.8284,23.2000,2025-06-11,2025-07-21,239,108742.3700,118070.1700,225.1050,0.0000,0.0000,8.2405,0.0000,8,1.0000,0.0000,830.8544,824.0544,6.8000,1.6682,1,0,""
3,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=80,bb_period=20,bb_std=1.5)",2025-07-21,2025-10-31,613,118313.1600,110202.9000,86.6144,4868.9008,72684939.0139,13.4185,0.0206,29,0.9655,895.1526,1380.6533,1341.8533,38.8000,2025-11-04,2025-12-14,239,100542.6400,89360.0000,3733.8762,0.0000,0.0000,1.4405,0.0000,2,1.0000,0.0000,155.6525,144.0525,11.6000,43.1092,0,1,"OOS trades=2 < 5"
4,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=80,bb_period=20,bb_std=1.5)",2025-12-14,2026-03-26,613,89022.9100,69082.6400,25.0201,50.9447,976.7396,0.8520,0.4476,14,0.7857,3.7724,119.2000,85.2000,34.0000,2026-03-30,2026-05-09,239,66550.0500,80345.4600,0.0000,0.0000,-294.5478,-0.3714,0.3393,1,0.0000,0.0000,-33.1437,-37.1437,4.0000,0.0000,0,1,"IS trades=14 < 20"
0,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=80,bb_period=30,bb_std=1.5)",2024-05-09,2024-08-19,613,62159.0600,58539.2400,97.3521,33771.7890,4717733680.9450,15.1781,0.0034,26,1.0000,0.0000,1547.8148,1517.8148,30.0000,2024-08-23,2024-10-02,239,63628.8400,61164.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,"OOS trades=0 < 5"
1,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=80,bb_period=30,bb_std=1.5)",2024-10-02,2025-01-12,613,61874.0100,95071.9000,3.4245,5.0716,18.1375,1.9960,11.4065,39,0.5128,1.1802,229.5998,199.5998,30.0000,2025-01-16,2025-02-25,239,100417.2000,89239.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,"OOS trades=0 < 5"
2,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=80,bb_period=30,bb_std=1.5)",2025-02-25,2025-06-07,613,87231.2600,105558.1100,133.8109,0.0000,0.0000,24.4862,0.0000,20,1.0000,0.0000,2472.2157,2448.6157,23.6000,2025-06-11,2025-07-21,239,108742.3700,118070.1700,230.0723,0.0000,0.0000,6.3009,0.0000,8,1.0000,0.0000,637.2850,630.0850,7.2000,1.7194,1,0,""
3,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=80,bb_period=30,bb_std=1.5)",2025-07-21,2025-10-31,613,118313.1600,110202.9000,100.4513,0.0000,0.0000,13.2967,0.0000,27,1.0000,0.0000,1368.8666,1329.6666,39.2000,2025-11-04,2025-12-14,239,100542.6400,89360.0000,3733.8762,0.0000,0.0000,1.4565,0.0000,2,1.0000,0.0000,155.6525,145.6525,10.0000,37.1710,0,1,"OOS trades=2 < 5"
4,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=80,bb_period=30,bb_std=1.5)",2025-12-14,2026-03-26,613,89022.9100,69082.6400,14.9313,26.3202,375.3564,0.6187,0.6820,14,0.6429,2.3702,92.6659,61.8659,30.8000,2026-03-30,2026-05-09,239,66550.0500,80345.4600,0.0000,0.0000,-294.5478,-0.3714,0.3393,1,0.0000,0.0000,-33.1437,-37.1437,4.0000,0.0000,0,1,"IS trades=14 < 20"
0,"rsi_bb_mr(rsi_period=7,rsi_low=25,rsi_high=80,bb_period=15,bb_std=2)",2024-05-09,2024-08-19,613,62159.0600,58539.2400,34.3728,138.0490,127336.3121,9.9023,1.3165,28,0.7500,8.3111,1017.8269,990.2269,27.6000,2024-08-23,2024-10-02,239,63628.8400,61164.0100,21.3456,50.3132,12218.0242,1.6214,0.7625,8,0.7500,3.2893,173.7434,162.1435,11.6000,0.6210,1,0,""
1,"rsi_bb_mr(rsi_period=7,rsi_low=25,rsi_high=80,bb_period=15,bb_std=2)",2024-10-02,2025-01-12,613,61874.0100,95071.9000,-48.4069,-33.9755,-5.4882,-17.2192,18.2208,23,0.1739,0.0756,-1693.9218,-1721.9218,28.0000,2025-01-16,2025-02-25,239,100417.2000,89239.3900,48.6679,262.9762,161968.7742,0.8435,0.0791,4,0.7500,13.8591,92.3474,84.3474,8.0000,0.0000,0,1,"OOS trades=4 < 5"
2,"rsi_bb_mr(rsi_period=7,rsi_low=25,rsi_high=80,bb_period=15,bb_std=2)",2025-02-25,2025-06-07,613,87231.2600,105558.1100,34.7186,131.5045,273876.0171,12.3653,1.8216,30,0.8000,7.1946,1258.5256,1236.5256,22.0000,2025-06-11,2025-07-21,239,108742.3700,118070.1700,62.6492,0.0000,0.0000,1.8693,0.0000,4,1.0000,0.0000,195.7301,186.9301,8.8000,1.8045,0,1,"OOS trades=4 < 5"
3,"rsi_bb_mr(rsi_period=7,rsi_low=25,rsi_high=80,bb_period=15,bb_std=2)",2025-07-21,2025-10-31,613,118313.1600,110202.9000,47.8283,251.8484,41464.6932,6.9880,0.1654,35,0.8571,20.6008,727.6018,698.8018,28.8000,2025-11-04,2025-12-14,239,100542.6400,89360.0000,90.3445,0.0000,0.0000,4.6470,0.0000,10,1.0000,0.0000,476.7041,464.7041,12.0000,1.8889,1,0,""
4,"rsi_bb_mr(rsi_period=7,rsi_low=25,rsi_high=80,bb_period=15,bb_std=2)",2025-12-14,2026-03-26,613,89022.9100,69082.6400,58.5773,368.0999,1913814.1126,12.2233,0.3226,29,0.8276,25.0580,1247.9288,1222.3288,25.6000,2026-03-30,2026-05-09,239,66550.0500,80345.4600,-116.7840,-43.4396,-121.6706,-0.8661,0.8218,2,0.0000,0.0000,-80.6116,-86.6116,6.0000,-1.9937,0,1,"OOS trades=2 < 5"
0,"rsi_bb_mr(rsi_period=7,rsi_low=30,rsi_high=75,bb_period=20,bb_std=1.5)",2024-05-09,2024-08-19,613,62159.0600,58539.2400,50.9470,448.5172,115926.0726,19.5395,0.5331,61,0.8033,32.0501,2007.1548,1953.9548,53.2000,2024-08-23,2024-10-02,239,63628.8400,61164.0100,56.0460,379.9244,1450999.0730,12.3966,0.4742,29,0.8621,26.2207,1263.2564,1239.6564,23.6000,1.1001,1,0,""
