symbol,strategy,exit_mode,p1,p2,p3,atr_per,sl_mult,trail_mult,lookback,sharpe,trades,return_pct,dd_pct,win_rate
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,1.8,0,-2.115,156,-2549.35,37.97,0.37
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,1.8,6,-2.149,154,-2616.32,38.48,0.36
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,1.8,8,-2.178,156,-2730.40,39.78,0.37
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,1.8,10,-2.178,156,-2730.40,39.78,0.37
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,1.8,12,-2.178,156,-2730.40,39.78,0.37
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,2.0,0,-2.470,145,-3446.88,46.06,0.34
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,2.0,6,-2.621,141,-4001.41,51.29,0.34
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,2.0,8,-2.532,144,-3613.42,47.65,0.34
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,2.0,10,-2.532,144,-3613.42,47.65,0.34
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,2.0,12,-2.491,144,-3542.16,46.93,0.34
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,2.2,0,-2.600,137,-3669.50,47.65,0.29
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,2.2,6,-2.542,134,-3440.46,45.12,0.30
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,2.2,8,-2.869,136,-3916.68,50.04,0.29
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,2.2,10,-2.591,136,-3524.31,46.12,0.29
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,2.2,12,-2.591,136,-3524.31,46.12,0.29
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,2.5,0,-3.398,125,-4872.45,59.68,0.30
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,2.5,6,-4.373,121,-6056.31,71.20,0.30
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,2.5,8,-3.997,123,-5800.62,68.80,0.28
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,2.5,10,-3.997,123,-5800.62,68.80,0.28
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,2.5,12,-3.664,124,-5337.25,64.25,0.29
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,3.0,0,-3.863,116,-6886.39,79.09,0.28
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,3.0,6,-4.952,93,-7289.25,81.28,0.25
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,3.0,8,-4.836,102,-7437.59,83.48,0.25
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,3.0,10,-4.567,105,-6936.49,78.71,0.26
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,3.0,12,-3.615,110,-6127.51,71.02,0.28
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,3.5,0,-3.548,101,-7075.83,79.79,0.26
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,3.5,6,-5.630,74,-7286.45,79.74,0.19
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,3.5,8,-5.897,88,-8462.54,92.62,0.23
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,3.5,10,-5.751,93,-8273.72,91.13,0.24
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,3.5,12,-2.915,94,-4705.22,55.53,0.24
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,4.0,0,-3.303,92,-6908.68,77.40,0.24
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,4.0,6,-6.058,64,-7758.46,83.66,0.20
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,4.0,8,-4.473,67,-5842.03,64.74,0.22
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,4.0,10,-5.344,72,-7499.68,81.72,0.21
BTCUSDT,donchian,chan,10,10,2.0,14,0.8,4.0,12,-5.016,75,-6887.50,75.83,0.21
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,1.8,0,-1.355,144,-1587.97,27.85,0.42
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,1.8,6,-1.273,141,-1443.71,26.23,0.43
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,1.8,8,-1.311,143,-1557.79,27.01,0.43
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,1.8,10,-1.311,143,-1557.79,27.01,0.43
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,1.8,12,-1.423,144,-1769.03,29.21,0.42
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,2.0,0,-1.444,130,-1960.61,30.34,0.40
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,2.0,6,-1.621,126,-2515.14,35.23,0.40
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,2.0,8,-1.511,129,-2127.15,31.59,0.40
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,2.0,10,-1.511,129,-2127.15,31.59,0.40
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,2.0,12,-1.471,129,-2055.89,30.87,0.40
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,2.2,0,-1.205,121,-1650.20,26.18,0.36
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,2.2,6,-1.238,118,-1641.63,25.85,0.37
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,2.2,8,-1.523,120,-2117.85,30.77,0.36
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,2.2,10,-1.169,120,-1505.01,24.64,0.37
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,2.2,12,-1.169,120,-1505.01,24.64,0.37
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,2.5,0,-3.303,102,-4682.49,55.77,0.35
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,2.5,6,-3.571,98,-4984.31,58.47,0.36
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,2.5,8,-3.930,100,-5610.66,64.89,0.34
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,2.5,10,-3.930,100,-5610.66,64.89,0.34
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,2.5,12,-3.586,101,-5147.29,60.33,0.35
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,3.0,0,-2.123,90,-4257.93,52.26,0.36
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,3.0,6,-2.588,74,-3943.86,47.84,0.34
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,3.0,8,-2.381,79,-3653.83,45.34,0.33
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,3.0,10,-2.337,80,-3637.28,45.25,0.34
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,3.0,12,-1.788,84,-3258.36,41.78,0.37
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,3.5,0,-1.734,82,-4903.74,59.54,0.30
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,3.5,6,-0.125,61,-371.60,23.08,0.31
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,3.5,8,-0.477,71,-974.63,24.53,0.32
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,3.5,10,-0.612,74,-1296.91,25.34,0.32
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,3.5,12,-1.073,75,-1762.17,26.53,0.33
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,4.0,0,-1.887,75,-4666.30,60.11,0.28
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,4.0,6,-1.263,45,-2430.80,30.08,0.22
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,4.0,8,-0.220,48,-514.37,20.21,0.25
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,4.0,10,-0.088,54,-611.33,27.11,0.28
BTCUSDT,donchian,chan,10,10,2.0,14,1.0,4.0,12,-0.413,62,-872.05,23.21,0.29
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,1.8,0,-1.615,143,-2032.25,32.72,0.43
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,1.8,6,-1.538,140,-1895.79,31.19,0.43
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,1.8,8,-1.570,142,-2003.23,31.39,0.43
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,1.8,10,-1.570,142,-2003.23,31.39,0.43
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,1.8,12,-1.678,143,-2206.67,33.50,0.43
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,2.0,0,-1.646,129,-2297.34,33.64,0.41
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,2.0,6,-1.824,125,-2851.87,38.51,0.41
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,2.0,8,-1.713,128,-2463.88,34.87,0.41
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,2.0,10,-1.713,128,-2463.88,34.87,0.41
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,2.0,12,-1.673,128,-2392.62,34.16,0.41
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,2.2,0,-1.402,120,-1976.12,29.36,0.38
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,2.2,6,-1.441,117,-1967.54,29.03,0.38
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,2.2,8,-1.734,119,-2443.76,33.95,0.37
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,2.2,10,-1.369,119,-1830.93,28.66,0.38
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,2.2,12,-1.369,119,-1830.93,28.66,0.38
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,2.5,0,-3.041,98,-4330.27,51.13,0.38
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,2.5,6,-3.250,94,-4545.29,52.96,0.38
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,2.5,8,-3.632,96,-5171.64,59.39,0.36
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,2.5,10,-3.632,96,-5171.64,59.39,0.36
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,2.5,12,-3.316,97,-4762.27,55.37,0.37
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,3.0,0,-1.494,83,-2984.08,39.04,0.40
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,3.0,6,-0.860,76,-1238.42,26.13,0.45
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,3.0,8,-0.998,76,-1382.32,29.32,0.43
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,3.0,10,-1.253,77,-1898.12,30.79,0.42
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,3.0,12,-0.840,77,-1528.47,30.00,0.43
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,3.5,0,-1.137,73,-3262.50,52.22,0.37
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,3.5,6,0.834,59,1334.13,15.11,0.41
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,3.5,8,0.472,71,883.62,17.69,0.42
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,3.5,10,-0.260,70,-722.56,35.83,0.40
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,3.5,12,-0.670,71,-1187.82,37.15,0.41
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,4.0,0,-1.590,65,-3765.84,52.46,0.38
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,4.0,6,-3.569,28,-3985.62,47.35,0.43
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,4.0,8,-1.736,31,-2016.76,32.43,0.45
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,4.0,10,-2.380,41,-4073.74,52.95,0.46
BTCUSDT,donchian,chan,10,10,2.0,14,1.2,4.0,12,-3.961,56,-5485.23,59.32,0.41
BTCUSDT,donchian,chan,10,10,2.0,14,1.5,1.8,0,-1.972,141,-2711.85,39.90,0.43
BTCUSDT,donchian,chan,10,10,2.0,14,1.5,1.8,6,-2.000,137,-2773.78,40.24,0.42
