sharpe_ratio,sortino_ratio,calmar_ratio,total_return,max_drawdown_pct,win_rate,profit_factor,total_trades,parameters,plateau_ratio,avg_neighbor_sharpe,neighbor_count,composite_score,cc_sharpe,cc_calmar,cc_profit_factor,cc_plateau,cc_trades,cc_cost_stress,cc_win_rate,cc_dd_penalty,wfo_pass_rate,wfo_avg_test_sharpe
10.3351,38.3047,140.9147,7496.3449,2.1632,0.7400,7.5577,100,"rsi_bb_mr(rsi_period=7,rsi_low=30,rsi_high=75,bb_period=15,bb_std=2)",0.8571,8.5152,7,0.9285,0.2495,0.2000,0.1500,0.1286,0.0583,0.0989,0.0433,0.0000,-1.0000,0.0000
10.1444,17.8238,43.8059,5363.2914,12.3573,0.8448,3.8332,58,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=80,bb_period=15,bb_std=1.5)",1.0000,10.1374,6,0.9283,0.2494,0.1999,0.1433,0.1500,0.0368,0.0988,0.0500,0.0000,-1.0000,0.0000
18.9472,151.1103,4147.9589,9792.5280,1.2802,0.8605,40.4468,43,"rsi_bb_mr(rsi_period=21,rsi_low=25,rsi_high=75,bb_period=15,bb_std=1.5)",1.0000,14.8823,7,0.9279,0.2500,0.2000,0.1500,0.1500,0.0279,0.1000,0.0500,0.0000,-1.0000,0.0000
14.2346,83.2298,483.3409,4841.4076,1.7532,0.7955,14.5835,44,"rsi_bb_mr(rsi_period=21,rsi_low=30,rsi_high=70,bb_period=15,bb_std=2)",1.0000,13.7335,6,0.9278,0.2500,0.2000,0.1500,0.1500,0.0285,0.0998,0.0495,0.0000,-1.0000,0.0000
16.9771,144.2504,16324.7008,15943.9799,1.6142,0.7907,35.3454,43,"rsi_bb_mr(rsi_period=21,rsi_low=25,rsi_high=70,bb_period=30,bb_std=1.5)",1.0000,15.5322,6,0.9268,0.2500,0.2000,0.1500,0.1500,0.0279,0.1000,0.0490,0.0000,-1.0000,0.0000
16.3839,189.0386,3739.1150,7007.7634,0.7235,0.9000,37.6899,40,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=75,bb_period=30,bb_std=2.5)",1.0000,16.4820,7,0.9260,0.2500,0.2000,0.1500,0.1500,0.0261,0.0999,0.0500,0.0000,-1.0000,0.0000
18.2545,83.5636,741.5488,5413.2277,2.2143,0.8421,17.1218,38,"rsi_bb_mr(rsi_period=21,rsi_low=30,rsi_high=75,bb_period=20,bb_std=2)",1.0000,15.8075,8,0.9248,0.2500,0.2000,0.1500,0.1500,0.0248,0.1000,0.0500,0.0000,-1.0000,0.0000
16.6562,138.8312,4259.4561,8676.3128,1.4395,0.8421,33.8973,38,"rsi_bb_mr(rsi_period=21,rsi_low=25,rsi_high=75,bb_period=30,bb_std=2)",1.0000,17.1064,8,0.9247,0.2500,0.2000,0.1500,0.1500,0.0248,0.1000,0.0500,0.0000,-1.0000,0.0000
14.1324,129.0988,2504.1239,8253.0311,2.0948,0.8158,18.7082,38,"rsi_bb_mr(rsi_period=7,rsi_low=30,rsi_high=80,bb_period=30,bb_std=2.5)",1.0000,14.7225,5,0.9246,0.2500,0.2000,0.1500,0.1500,0.0248,0.0998,0.0500,0.0000,-1.0000,0.0000
14.1324,129.0988,2504.1239,8253.0311,2.0948,0.8158,18.7082,38,"rsi_bb_mr(rsi_period=7,rsi_low=25,rsi_high=80,bb_period=30,bb_std=2.5)",1.0000,14.6602,6,0.9246,0.2500,0.2000,0.1500,0.1500,0.0248,0.0998,0.0500,0.0000,-1.0000,0.0000
16.1231,128.6943,13472.4240,14678.1249,1.8878,0.7805,30.0076,41,"rsi_bb_mr(rsi_period=21,rsi_low=25,rsi_high=70,bb_period=20,bb_std=1.5)",1.0000,15.6360,7,0.9244,0.2500,0.2000,0.1500,0.1500,0.0267,0.0999,0.0478,0.0000,-1.0000,0.0000
15.3408,116.6926,5320.0814,11546.6038,3.4491,0.8108,14.4116,37,"rsi_bb_mr(rsi_period=7,rsi_low=30,rsi_high=70,bb_period=30,bb_std=2.5)",1.0000,13.9092,5,0.9241,0.2500,0.2000,0.1500,0.1500,0.0242,0.0999,0.0500,0.0000,-1.0000,0.0000
15.3408,116.6926,5320.0814,11546.6038,3.4491,0.8108,14.4116,37,"rsi_bb_mr(rsi_period=7,rsi_low=25,rsi_high=70,bb_period=30,bb_std=2.5)",1.0000,14.7575,6,0.9241,0.2500,0.2000,0.1500,0.1500,0.0242,0.0999,0.0500,0.0000,-1.0000,0.0000
15.3401,114.9276,4712.7588,11098.4477,3.3709,0.8108,14.3784,37,"rsi_bb_mr(rsi_period=7,rsi_low=25,rsi_high=75,bb_period=30,bb_std=2.5)",1.0000,14.1645,7,0.9241,0.2500,0.2000,0.1500,0.1500,0.0242,0.0999,0.0500,0.0000,-1.0000,0.0000
15.3401,114.9276,4712.7588,11098.4477,3.3709,0.8108,14.3784,37,"rsi_bb_mr(rsi_period=7,rsi_low=30,rsi_high=75,bb_period=30,bb_std=2.5)",1.0000,14.2943,6,0.9241,0.2500,0.2000,0.1500,0.1500,0.0242,0.0999,0.0500,0.0000,-1.0000,0.0000
14.9464,116.4978,4061.0276,10405.1320,3.1098,0.8108,14.9089,37,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=70,bb_period=30,bb_std=2.5)",1.0000,15.0050,6,0.9240,0.2500,0.2000,0.1500,0.1500,0.0242,0.0999,0.0500,0.0000,-1.0000,0.0000
13.7944,121.2353,2457.4865,8236.6366,2.3674,0.8108,16.9110,37,"rsi_bb_mr(rsi_period=7,rsi_low=20,rsi_high=80,bb_period=30,bb_std=2.5)",1.0000,12.8891,5,0.9239,0.2499,0.2000,0.1500,0.1500,0.0242,0.0998,0.0500,0.0000,-1.0000,0.0000
15.9025,118.4723,11380.5251,12699.0773,1.9875,0.7895,26.2585,38,"rsi_bb_mr(rsi_period=21,rsi_low=25,rsi_high=70,bb_period=15,bb_std=1.5)",1.0000,15.2563,6,0.9236,0.2500,0.2000,0.1500,0.1500,0.0248,0.0999,0.0488,0.0000,-1.0000,0.0000
14.4682,48.7980,295.4413,4556.8761,3.2205,0.7750,10.6035,40,"rsi_bb_mr(rsi_period=14,rsi_low=25,rsi_high=80,bb_period=20,bb_std=2)",1.0000,14.3534,9,0.9231,0.2500,0.2000,0.1500,0.1500,0.0261,0.0999,0.0472,0.0000,-1.0000,0.0000
15.5281,122.9717,7128.3901,11391.6015,3.2973,0.8000,14.8807,35,"rsi_bb_mr(rsi_period=7,rsi_low=20,rsi_high=70,bb_period=30,bb_std=2.5)",1.0000,14.6392,5,0.9228,0.2500,0.2000,0.1500,0.1500,0.0229,0.0999,0.0500,0.0000,-1.0000,0.0000
15.3243,116.3033,6250.6217,11143.8673,3.4562,0.8000,14.1028,35,"rsi_bb_mr(rsi_period=7,rsi_low=20,rsi_high=75,bb_period=30,bb_std=2.5)",1.0000,14.2354,6,0.9228,0.2500,0.2000,0.1500,0.1500,0.0229,0.0999,0.0500,0.0000,-1.0000,0.0000
9.8251,44.9207,119.7966,8992.6299,3.7753,0.7128,7.3139,94,"rsi_bb_mr(rsi_period=7,rsi_low=25,rsi_high=70,bb_period=15,bb_std=2)",0.8571,8.9689,7,0.9222,0.2493,0.2000,0.1499,0.1286,0.0556,0.0985,0.0403,0.0000,-1.0000,0.0000
9.9656,39.9288,196.9607,8148.9000,1.8917,0.7292,7.5695,96,"rsi_bb_mr(rsi_period=7,rsi_low=30,rsi_high=70,bb_period=15,bb_std=2)",0.8333,8.9461,6,0.9216,0.2493,0.2000,0.1500,0.1250,0.0565,0.0986,0.0421,0.0000,-1.0000,0.0000
16.3748,152.8238,6130.9248,7366.9680,1.2282,0.8750,26.4012,32,"rsi_bb_mr(rsi_period=14,rsi_low=25,rsi_high=75,bb_period=30,bb_std=2.5)",1.0000,16.5433,8,0.9210,0.2500,0.2000,0.1500,0.1500,0.0210,0.0999,0.0500,0.0000,-1.0000,0.0000
23.5769,707.0565,54408.3410,6417.2442,0.1150,0.9333,247.9616,30,"rsi_bb_mr(rsi_period=14,rsi_low=25,rsi_high=80,bb_period=30,bb_std=2.5)",1.0000,18.3838,7,0.9197,0.2500,0.2000,0.1500,0.1500,0.0197,0.1000,0.0500,0.0000,-1.0000,0.0000
21.0266,302.3519,10946.7634,5119.4818,0.2814,0.9333,86.7186,30,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=80,bb_period=30,bb_std=2.5)",1.0000,15.8500,6,0.9197,0.2500,0.2000,0.1500,0.1500,0.0197,0.1000,0.0500,0.0000,-1.0000,0.0000
18.4090,150.2442,28346.8060,11533.4908,2.1883,0.8333,20.8498,30,"rsi_bb_mr(rsi_period=14,rsi_low=25,rsi_high=70,bb_period=30,bb_std=2.5)",1.0000,16.0983,7,0.9197,0.2500,0.2000,0.1500,0.1500,0.0197,0.1000,0.0500,0.0000,-1.0000,0.0000
16.1432,156.1197,7344.7882,7226.7074,1.2828,0.8667,26.1190,30,"rsi_bb_mr(rsi_period=21,rsi_low=30,rsi_high=70,bb_period=30,bb_std=2.5)",1.0000,17.6722,5,0.9197,0.2500,0.2000,0.1500,0.1500,0.0197,0.0999,0.0500,0.0000,-1.0000,0.0000
11.6467,57.1461,326.8865,5445.8901,2.2831,0.6863,9.5925,51,"rsi_bb_mr(rsi_period=14,rsi_low=25,rsi_high=75,bb_period=15,bb_std=2)",1.0000,11.3072,9,0.9193,0.2498,0.2000,0.1500,0.1500,0.0327,0.0994,0.0374,0.0000,-1.0000,0.0000
12.6796,29.8274,191.0506,3263.5427,5.0122,0.8000,5.9007,30,"rsi_bb_mr(rsi_period=14,rsi_low=25,rsi_high=80,bb_period=15,bb_std=2)",1.0000,10.2569,8,0.9188,0.2499,0.2000,0.1496,0.1500,0.0197,0.0996,0.0500,0.0000,-1.0000,0.0000
8.7736,16.9695,23.3256,8582.2858,14.4912,0.7619,3.9863,105,"rsi_bb_mr(rsi_period=7,rsi_low=30,rsi_high=80,bb_period=15,bb_std=2)",0.8333,6.9133,6,0.9181,0.2486,0.1963,0.1445,0.1250,0.0604,0.0975,0.0458,0.0000,-1.0000,0.0000
12.0382,53.9874,1061.0280,9934.8645,3.9867,0.6957,7.6806,46,"rsi_bb_mr(rsi_period=14,rsi_low=25,rsi_high=70,bb_period=15,bb_std=2)",1.0000,11.9928,8,0.9175,0.2498,0.2000,0.1500,0.1500,0.0297,0.0995,0.0384,0.0000,-1.0000,0.0000
11.9958,50.6172,435.4048,5696.2121,3.9469,0.7179,8.6971,39,"rsi_bb_mr(rsi_period=14,rsi_low=20,rsi_high=80,bb_period=15,bb_std=1.5)",1.0000,11.7042,6,0.9156,0.2498,0.2000,0.1500,0.1500,0.0254,0.0995,0.0409,0.0000,-1.0000,0.0000
16.0785,126.8470,23860.2486,11872.9902,1.9653,0.7500,25.1251,32,"rsi_bb_mr(rsi_period=21,rsi_low=25,rsi_high=70,bb_period=30,bb_std=2)",1.0000,16.3934,7,0.9154,0.2500,0.2000,0.1500,0.1500,0.0210,0.0999,0.0444,0.0000,-1.0000,0.0000
14.1141,67.0436,1027.7605,5686.2354,2.6037,0.7353,10.7244,34,"rsi_bb_mr(rsi_period=14,rsi_low=20,rsi_high=80,bb_period=30,bb_std=2)",1.0000,13.2448,7,0.9149,0.2500,0.2000,0.1500,0.1500,0.0223,0.0998,0.0428,0.0000,-1.0000,0.0000
12.3462,55.8782,693.1705,6992.1886,3.8784,0.7000,9.3013,40,"rsi_bb_mr(rsi_period=14,rsi_low=20,rsi_high=80,bb_period=30,bb_std=1.5)",1.0000,13.4643,6,0.9144,0.2499,0.2000,0.1500,0.1500,0.0261,0.0996,0.0389,0.0000,-1.0000,0.0000
9.6893,39.1721,80.1577,5680.3763,3.7457,0.7160,6.5282,81,"rsi_bb_mr(rsi_period=7,rsi_low=20,rsi_high=80,bb_period=15,bb_std=2)",0.8333,7.7508,6,0.9124,0.2492,0.2000,0.1498,0.1250,0.0493,0.0984,0.0407,0.0000,-1.0000,0.0000
9.4036,37.3525,91.3846,8539.3563,6.6594,0.6962,5.2672,79,"rsi_bb_mr(rsi_period=7,rsi_low=20,rsi_high=75,bb_period=15,bb_std=2)",0.8571,8.5145,7,0.9116,0.2491,0.2000,0.1490,0.1286,0.0483,0.0982,0.0385,0.0000,-1.0000,0.0000
12.2913,55.0020,693.5304,6597.9287,3.9558,0.6842,8.9389,38,"rsi_bb_mr(rsi_period=14,rsi_low=20,rsi_high=80,bb_period=20,bb_std=1.5)",1.0000,12.1340,7,0.9114,0.2499,0.2000,0.1500,0.1500,0.0248,0.0996,0.0371,0.0000,-1.0000,0.0000
14.2418,85.1305,8164.9202,10179.7719,3.0479,0.6875,14.8482,32,"rsi_bb_mr(rsi_period=14,rsi_low=20,rsi_high=70,bb_period=30,bb_std=2)",1.0000,13.6571,7,0.9083,0.2500,0.2000,0.1500,0.1500,0.0210,0.0998,0.0375,0.0000,-1.0000,0.0000
13.5134,74.5850,5001.1223,9139.4280,3.2601,0.6875,11.7268,32,"rsi_bb_mr(rsi_period=14,rsi_low=20,rsi_high=75,bb_period=30,bb_std=2)",1.0000,13.6241,8,0.9082,0.2499,0.2000,0.1500,0.1500,0.0210,0.0998,0.0375,0.0000,-1.0000,0.0000
8.8307,16.4904,46.0161,3426.5168,10.9386,0.7805,3.3508,41,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=80,bb_period=20,bb_std=2)",1.0000,11.5047,8,0.9082,0.2486,0.2000,0.1375,0.1500,0.0267,0.0976,0.0478,0.0000,-1.0000,0.0000
13.4890,68.5381,4161.8309,11370.1989,4.1861,0.6486,12.5641,37,"rsi_bb_mr(rsi_period=14,rsi_low=20,rsi_high=70,bb_period=30,bb_std=1.5)",1.0000,13.2189,6,0.9071,0.2499,0.2000,0.1500,0.1500,0.0242,0.0998,0.0332,0.0000,-1.0000,0.0000
13.0983,64.0645,3053.7141,10574.4352,4.3761,0.6486,10.8130,37,"rsi_bb_mr(rsi_period=14,rsi_low=20,rsi_high=75,bb_period=30,bb_std=1.5)",1.0000,12.9301,7,0.9070,0.2499,0.2000,0.1500,0.1500,0.0242,0.0997,0.0332,0.0000,-1.0000,0.0000
13.1405,60.9816,3017.6952,9819.4437,4.4786,0.6571,10.1825,35,"rsi_bb_mr(rsi_period=14,rsi_low=20,rsi_high=75,bb_period=15,bb_std=1.5)",1.0000,11.8773,7,0.9067,0.2499,0.2000,0.1500,0.1500,0.0229,0.0997,0.0341,0.0000,-1.0000,0.0000
12.8352,55.6437,2917.5989,10048.3081,5.0632,0.6571,9.8752,35,"rsi_bb_mr(rsi_period=14,rsi_low=20,rsi_high=70,bb_period=15,bb_std=1.5)",1.0000,11.7877,6,0.9066,0.2499,0.2000,0.1500,0.1500,0.0229,0.0997,0.0341,0.0000,-1.0000,0.0000
10.2003,41.7353,126.1186,10670.1132,7.9226,0.6842,5.3983,76,"rsi_bb_mr(rsi_period=7,rsi_low=20,rsi_high=70,bb_period=15,bb_std=2)",0.8333,8.3824,6,0.9063,0.2494,0.2000,0.1492,0.1250,0.0467,0.0988,0.0371,0.0000,-1.0000,0.0000
12.5763,59.6846,3046.2567,10460.0651,4.8621,0.6389,10.5975,36,"rsi_bb_mr(rsi_period=14,rsi_low=20,rsi_high=70,bb_period=20,bb_std=1.5)",1.0000,12.4347,7,0.9052,0.2499,0.2000,0.1500,0.1500,0.0235,0.0996,0.0321,0.0000,-1.0000,0.0000
12.4139,58.5096,2512.1648,9912.7709,4.8452,0.6389,9.7839,36,"rsi_bb_mr(rsi_period=14,rsi_low=20,rsi_high=75,bb_period=20,bb_std=1.5)",1.0000,12.3346,8,0.9051,0.2499,0.2000,0.1500,0.1500,0.0235,0.0996,0.0321,0.0000,-1.0000,0.0000
7.0513,10.7194,9.1351,13796.0099,26.1915,0.8034,3.1045,178,"rsi_bb_mr(rsi_period=7,rsi_low=30,rsi_high=80,bb_period=20,bb_std=1.5)",1.0000,10.2141,6,0.9002,0.2455,0.1446,0.1329,0.1500,0.0830,0.0943,0.0500,0.0000,-1.0000,0.0000
8.4362,14.9728,33.9773,5587.1461,14.2233,0.7619,3.4124,63,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=75,bb_period=15,bb_std=2)",0.8750,9.7431,8,0.9000,0.2482,0.1996,0.1384,0.1313,0.0397,0.0971,0.0458,0.0000,-1.0000,0.0000
8.5466,14.7626,61.2073,2664.4901,10.0761,0.8000,3.1004,30,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=80,bb_period=15,bb_std=2)",1.0000,8.1520,7,0.8981,0.2483,0.2000,0.1328,0.1500,0.0197,0.0973,0.0500,0.0000,-1.0000,0.0000
5.7416,13.5607,36.3329,969.5576,2.9963,0.5484,2.7930,31,"ema_crossover(fast=5,slow=55,adx_min=20)",0.8000,1.8545,5,0.8156,0.2394,0.1997,0.1248,0.1200,0.0204,0.0893,0.0220,0.0000,-1.0000,0.0000
5.3391,7.8327,5.3299,11495.4573,35.6655,0.7611,2.4306,180,"rsi_bb_mr(rsi_period=7,rsi_low=30,rsi_high=80,bb_period=15,bb_std=1.5)",1.0000,9.0626,5,0.8043,0.2362,0.0975,0.1112,0.1500,0.0834,0.0870,0.0457,0.0067,-1.0000,0.0000
4.4057,10.1334,29.8450,1136.6295,4.1466,0.5455,2.1520,33,"ema_crossover(fast=5,slow=34,adx_min=20)",1.0000,2.3769,5,0.7941,0.2248,0.1990,0.0969,0.1500,0.0217,0.0801,0.0217,0.0000,-1.0000,0.0000
3.9426,9.0466,17.2729,1118.3261,3.4527,0.5091,2.0431,55,"macd(fast=16,slow=26,signal=12,trend=0)",1.0000,2.6804,5,0.7726,0.2163,0.1877,0.0902,0.1500,0.0351,0.0755,0.0177,0.0000,-1.0000,0.0000
4.2247,10.6576,27.0226,1358.5323,3.5195,0.4468,2.2805,47,"ema_crossover(fast=8,slow=21,adx_min=20)",0.8000,2.1363,5,0.7635,0.2218,0.1982,0.1039,0.1200,0.0303,0.0784,0.0108,0.0000,-1.0000,0.0000
4.1937,10.0624,19.5459,1223.6318,3.3330,0.4643,2.2171,56,"macd(fast=12,slow=34,signal=12,trend=0)",0.8000,2.3236,5,0.7604,0.2212,0.1921,0.1006,0.1200,0.0357,0.0781,0.0127,0.0000,-1.0000,0.0000
3.4793,7.4281,15.3303,1073.4883,3.3795,0.5254,1.8560,59,"macd(fast=16,slow=21,signal=12,trend=0)",1.0000,2.6460,4,0.7418,0.2052,0.1822,0.0774,0.1500,0.0374,0.0701,0.0195,0.0000,-1.0000,0.0000
3.6032,7.7127,12.2680,1196.6104,4.0972,0.4925,1.9298,67,"macd(fast=12,slow=26,signal=9,trend=0)",1.0000,2.7200,7,0.7389,0.2085,0.1683,0.0827,0.1500,0.0419,0.0717,0.0158,0.0000,-1.0000,0.0000
3.8672,9.0298,17.3892,1164.9380,3.3666,0.4483,2.0915,58,"macd(fast=16,slow=34,signal=9,trend=0)",0.8000,2.2780,5,0.7385,0.2147,0.1880,0.0932,0.1200,0.0368,0.0747,0.0109,0.0000,-1.0000,0.0000
3.5804,7.8529,11.0802,1217.5208,4.3817,0.4857,1.9586,70,"macd(fast=8,slow=26,signal=12,trend=0)",1.0000,2.6760,5,0.7332,0.2079,0.1607,0.0846,0.1500,0.0436,0.0714,0.0151,0.0000,-1.0000,0.0000
4.4649,12.2094,35.0616,1059.2965,2.8306,0.4444,2.3754,36,"ema_crossover(fast=13,slow=21,adx_min=20)",0.5000,1.0734,4,0.7237,0.2258,0.1996,0.1087,0.0750,0.0235,0.0806,0.0105,0.0000,-1.0000,0.0000
3.3365,7.1323,11.9589,1110.7905,3.8428,0.4627,1.8389,67,"macd(fast=12,slow=21,signal=12,trend=0)",1.0000,2.8554,5,0.7165,0.2012,0.1665,0.0761,0.1500,0.0419,0.0683,0.0125,0.0000,-1.0000,0.0000
3.4498,7.3806,9.1016,1241.3234,5.2685,0.5139,1.9161,72,"macd(fast=12,slow=21,signal=9,trend=0)",1.0000,2.7467,6,0.7130,0.2044,0.1442,0.0817,0.1500,0.0446,0.0698,0.0182,0.0000,-1.0000,0.0000
3.2407,6.7651,12.7961,1006.6095,3.5174,0.4839,1.7712,62,"macd(fast=16,slow=26,signal=9,trend=0)",1.0000,3.0444,6,0.7115,0.1983,0.1713,0.0710,0.1500,0.0391,0.0670,0.0149,0.0000,-1.0000,0.0000
3.4134,7.4904,8.3242,1301.0125,5.6912,0.4737,1.9060,76,"macd(fast=8,slow=21,signal=12,trend=0)",1.0000,2.6550,4,0.7005,0.2034,0.1364,0.0810,0.1500,0.0467,0.0693,0.0137,0.0000,-1.0000,0.0000
3.7638,9.5043,23.8890,731.6083,3.2777,0.4667,2.1073,30,"supertrend(atr_period=20,atr_mult=2.5,adx_min=20)",0.6000,1.5978,5,0.6995,0.2124,0.1967,0.0942,0.0900,0.0197,0.0736,0.0130,0.0000,-1.0000,0.0000
3.2344,6.7008,10.9039,995.6580,4.0738,0.4677,1.7661,62,"macd(fast=12,slow=26,signal=12,trend=0)",1.0000,3.2301,6,0.6972,0.1981,0.1594,0.0706,0.1500,0.0391,0.0669,0.0131,0.0000,-1.0000,0.0000
2.9445,6.2639,10.5191,994.9969,3.6309,0.4714,1.7309,70,"macd(fast=16,slow=21,signal=9,trend=0)",1.0000,2.7018,5,0.6825,0.1884,0.1565,0.0678,0.1500,0.0436,0.0627,0.0135,0.0000,-1.0000,0.0000
3.2265,6.9624,7.8456,1176.5171,5.3571,0.4474,1.8501,76,"macd(fast=8,slow=34,signal=9,trend=0)",1.0000,2.1923,5,0.6802,0.1979,0.1311,0.0769,0.1500,0.0467,0.0668,0.0108,0.0000,-1.0000,0.0000
3.0985,6.6706,7.8870,1104.0196,5.0285,0.4800,1.8019,75,"macd(fast=16,slow=21,signal=7,trend=0)",1.0000,2.4129,4,0.6742,0.1938,0.1315,0.0733,0.1500,0.0462,0.0650,0.0144,0.0000,-1.0000,0.0000
2.9561,6.1644,9.1036,1010.3157,4.3450,0.4928,1.7038,69,"macd(fast=16,slow=26,signal=7,trend=0)",1.0000,2.4312,5,0.6705,0.1888,0.1443,0.0656,0.1500,0.0430,0.0629,0.0159,0.0000,-1.0000,0.0000
2.9502,6.1755,8.2369,1044.1264,4.6567,0.4658,1.7405,73,"macd(fast=12,slow=34,signal=7,trend=0)",1.0000,2.1705,5,0.6634,0.1886,0.1354,0.0686,0.1500,0.0452,0.0628,0.0129,0.0000,-1.0000,0.0000
3.0179,6.4122,11.9198,821.4874,3.5187,0.4815,1.7345,54,"macd(fast=16,slow=34,signal=12,trend=0)",0.7500,2.9557,4,0.6508,0.1910,0.1662,0.0681,0.1125,0.0345,0.0638,0.0146,0.0000,-1.0000,0.0000
2.7255,5.6667,8.6529,916.6228,4.2233,0.4627,1.6584,67,"macd(fast=16,slow=34,signal=7,trend=0)",1.0000,2.5779,4,0.6455,0.1801,0.1398,0.0619,0.1500,0.0419,0.0592,0.0125,0.0000,-1.0000,0.0000
2.9865,6.3290,6.1654,1178.3065,6.4074,0.4625,1.7566,80,"macd(fast=8,slow=26,signal=9,trend=0)",1.0000,2.6015,6,0.6441,0.1899,0.1097,0.0698,0.1500,0.0488,0.0633,0.0125,0.0000,-1.0000,0.0000
2.8821,6.0622,5.9796,1136.4834,6.1410,0.5000,1.7498,82,"macd(fast=12,slow=21,signal=7,trend=0)",1.0000,2.2324,5,0.6408,0.1861,0.1071,0.0693,0.1500,0.0498,0.0617,0.0167,0.0000,-1.0000,0.0000
2.6635,5.2841,8.0333,865.3768,4.1728,0.4412,1.6300,68,"macd(fast=12,slow=34,signal=9,trend=0)",1.0000,2.9913,6,0.6311,0.1776,0.1332,0.0595,0.1500,0.0425,0.0582,0.0101,0.0000,-1.0000,0.0000
2.7489,5.6626,7.0530,944.7661,5.0002,0.4648,1.6571,71,"macd(fast=8,slow=34,signal=12,trend=0)",1.0000,2.8037,4,0.6308,0.1810,0.1215,0.0618,0.1500,0.0441,0.0596,0.0128,0.0000,-1.0000,0.0000
2.7522,5.5530,5.3145,1131.3282,6.2155,0.4719,1.7050,89,"macd(fast=8,slow=21,signal=9,trend=0)",1.0000,2.2836,5,0.6206,0.1812,0.0973,0.0657,0.1500,0.0532,0.0597,0.0135,0.0000,-1.0000,0.0000
2.6857,5.7107,5.9370,991.1414,5.6894,0.4156,1.6648,77,"macd(fast=12,slow=26,signal=7,trend=0)",1.0000,2.4277,6,0.6106,0.1785,0.1065,0.0624,0.1500,0.0473,0.0586,0.0073,0.0000,-1.0000,0.0000
2.5722,4.8082,10.6409,621.0755,5.2385,0.4848,1.6057,33,"ema_crossover(fast=8,slow=34,adx_min=20)",0.8333,2.2628,6,0.6070,0.1737,0.1574,0.0575,0.1250,0.0217,0.0567,0.0150,0.0000,-1.0000,0.0000
2.7963,5.4488,10.6390,753.9670,5.9492,0.4722,1.6047,36,"supertrend(atr_period=14,atr_mult=2,adx_min=20)",0.6000,0.7755,5,0.5852,0.1829,0.1574,0.0574,0.0900,0.0235,0.0604,0.0136,0.0000,-1.0000,0.0000
2.3882,5.1082,4.1294,1027.3219,6.6462,0.4211,1.6154,95,"macd(fast=8,slow=34,signal=7,trend=0)",1.0000,2.0862,4,0.5694,0.1655,0.0782,0.0583,0.1500,0.0560,0.0535,0.0079,0.0000,-1.0000,0.0000
2.0345,4.5978,6.9607,854.9374,7.5221,0.3830,1.4895,47,"ema_crossover(fast=5,slow=21,adx_min=20)",1.0000,3.1502,4,0.5461,0.1476,0.1204,0.0473,0.1500,0.0303,0.0469,0.0037,0.0000,-1.0000,0.0000
2.3811,4.5915,9.9689,583.7783,4.6070,0.4722,1.4890,36,"supertrend(atr_period=10,atr_mult=2,adx_min=20)",0.6000,0.5478,5,0.5449,0.1651,0.1521,0.0472,0.0900,0.0235,0.0534,0.0136,0.0000,-1.0000,0.0000
1.8891,3.6467,5.6577,275.6166,3.8092,0.5312,1.4177,32,"macd(fast=8,slow=34,signal=7,trend=200)",1.0000,0.7422,4,0.5178,0.1395,0.1024,0.0407,0.1500,0.0210,0.0440,0.0201,0.0000,-1.0000,0.0000
1.9433,3.7110,3.1586,846.3356,6.4288,0.4455,1.4662,101,"macd(fast=8,slow=26,signal=7,trend=0)",1.0000,1.9312,5,0.5133,0.1425,0.0612,0.0452,0.1500,0.0587,0.0451,0.0106,0.0000,-1.0000,0.0000
1.5690,2.9794,4.4262,233.0367,3.9832,0.5000,1.3386,32,"macd(fast=8,slow=21,signal=9,trend=200)",1.0000,0.9400,5,0.4615,0.1200,0.0832,0.0333,0.1500,0.0210,0.0373,0.0167,0.0000,-1.0000,0.0000
1.5515,2.9262,4.5007,226.5852,3.7873,0.5000,1.3331,32,"macd(fast=12,slow=21,signal=7,trend=200)",1.0000,0.6797,5,0.4607,0.1189,0.0844,0.0328,0.1500,0.0210,0.0370,0.0167,0.0000,-1.0000,0.0000
1.5064,2.8799,5.0741,211.7079,3.3489,0.4333,1.3211,30,"macd(fast=8,slow=21,signal=12,trend=200)",1.0000,1.1388,4,0.4561,0.1159,0.0936,0.0316,0.1500,0.0197,0.0360,0.0093,0.0000,-1.0000,0.0000
1.5662,2.9476,4.5167,224.8129,3.8857,0.4516,1.3276,31,"macd(fast=8,slow=26,signal=9,trend=200)",1.0000,1.1219,6,0.4557,0.1198,0.0847,0.0322,0.1500,0.0204,0.0373,0.0113,0.0000,-1.0000,0.0000
1.3911,2.6201,3.9261,213.1729,3.8855,0.4848,1.2926,33,"macd(fast=8,slow=26,signal=7,trend=200)",1.0000,0.9915,5,0.4320,0.1083,0.0747,0.0289,0.1500,0.0217,0.0334,0.0150,0.0000,-1.0000,0.0000
