sharpe_ratio,sortino_ratio,calmar_ratio,total_return,max_drawdown_pct,win_rate,profit_factor,total_trades,parameters,plateau_ratio,avg_neighbor_sharpe,neighbor_count,composite_score,cc_sharpe,cc_calmar,cc_profit_factor,cc_plateau,cc_trades,cc_cost_stress,cc_win_rate,cc_dd_penalty,wfo_pass_rate,wfo_avg_test_sharpe
1.4302,2.6462,2.4328,672.6873,5.3541,0.4615,1.3358,117,"macd(fast=8,slow=21,signal=7,trend=0)",0.7500,1.8176,4,0.4161,0.1109,0.0477,0.0330,0.1125,0.0653,0.0343,0.0124,0.0000,-1.0000,0.0000
1.6413,3.2013,5.3066,379.9108,6.5138,0.3333,1.3496,30,"supertrend(atr_period=7,atr_mult=2.5,adx_min=20)",0.6000,0.1847,5,0.4047,0.1246,0.0972,0.0343,0.0900,0.0197,0.0389,0.0000,0.0000,-1.0000,0.0000
1.1306,2.1358,3.3714,164.4792,3.5848,0.3548,1.2353,31,"macd(fast=8,slow=26,signal=12,trend=200)",1.0000,1.2784,5,0.3768,0.0900,0.0650,0.0233,0.1500,0.0204,0.0275,0.0005,0.0000,-1.0000,0.0000
1.1040,2.0414,2.8401,166.3145,4.1466,0.4062,1.2240,32,"macd(fast=8,slow=34,signal=9,trend=200)",1.0000,0.8407,5,0.3698,0.0881,0.0553,0.0222,0.1500,0.0210,0.0269,0.0063,0.0000,-1.0000,0.0000
0.9969,2.1167,2.8611,215.0074,3.4227,0.3400,1.2492,50,"macd(fast=8,slow=26,signal=12,trend=100)",1.0000,1.1840,6,0.3671,0.0801,0.0557,0.0247,0.1500,0.0322,0.0244,0.0000,0.0000,-1.0000,0.0000
0.9619,2.0138,2.8456,202.3193,3.3232,0.3542,1.2374,48,"macd(fast=12,slow=21,signal=9,trend=100)",1.0000,0.9189,7,0.3615,0.0775,0.0554,0.0235,0.1500,0.0310,0.0236,0.0005,0.0000,-1.0000,0.0000
1.0333,1.9368,2.9337,153.0323,3.6465,0.3750,1.2165,32,"macd(fast=12,slow=26,signal=9,trend=200)",1.0000,1.0411,7,0.3605,0.0829,0.0570,0.0215,0.1500,0.0210,0.0253,0.0028,0.0000,-1.0000,0.0000
0.9510,2.0646,2.5482,207.0018,3.4239,0.3019,1.2483,53,"macd(fast=8,slow=21,signal=12,trend=100)",1.0000,1.3510,5,0.3585,0.0767,0.0499,0.0246,0.1500,0.0339,0.0233,0.0000,0.0000,-1.0000,0.0000
0.9375,1.7756,2.6565,145.9676,3.5407,0.3824,1.2024,34,"macd(fast=16,slow=21,signal=7,trend=200)",1.0000,0.9117,4,0.3466,0.0757,0.0519,0.0201,0.1500,0.0223,0.0230,0.0036,0.0000,-1.0000,0.0000
0.9530,1.8637,2.7721,216.3472,3.2779,0.3818,1.2483,55,"macd(fast=16,slow=26,signal=9,trend=100)",0.8571,0.9054,7,0.3461,0.0768,0.0541,0.0246,0.1286,0.0351,0.0234,0.0035,0.0000,-1.0000,0.0000
0.8688,1.8419,2.4182,196.0871,3.3958,0.3208,1.2214,53,"macd(fast=16,slow=21,signal=7,trend=100)",1.0000,1.0360,5,0.3452,0.0704,0.0474,0.0220,0.1500,0.0339,0.0214,0.0000,0.0000,-1.0000,0.0000
0.9047,1.6749,2.9916,135.2537,3.1944,0.3548,1.1851,31,"macd(fast=12,slow=21,signal=12,trend=200)",1.0000,1.2560,5,0.3429,0.0732,0.0581,0.0184,0.1500,0.0204,0.0222,0.0005,0.0000,-1.0000,0.0000
1.0153,2.2073,2.3644,276.4322,4.5193,0.3220,1.2464,59,"ema_crossover(fast=5,slow=34,adx_min=0)",0.7500,-0.3123,4,0.3271,0.0815,0.0464,0.0244,0.1125,0.0374,0.0249,0.0000,0.0000,-1.0000,0.0000
0.7793,1.6307,1.9988,176.5366,3.6351,0.2830,1.1974,53,"macd(fast=12,slow=26,signal=9,trend=100)",1.0000,1.0147,8,0.3258,0.0635,0.0395,0.0196,0.1500,0.0339,0.0192,0.0000,0.0000,-1.0000,0.0000
0.7000,1.3479,1.7635,164.8405,3.6889,0.3273,1.1809,55,"macd(fast=12,slow=21,signal=12,trend=100)",1.0000,1.2065,6,0.3126,0.0573,0.0349,0.0180,0.1500,0.0351,0.0173,0.0000,0.0000,-1.0000,0.0000
0.8628,1.6316,2.4338,150.7135,3.4866,0.4474,1.1918,38,"macd(fast=8,slow=21,signal=7,trend=200)",0.7500,1.0511,4,0.3062,0.0700,0.0477,0.0191,0.1125,0.0248,0.0212,0.0108,0.0000,-1.0000,0.0000
0.7242,1.4032,1.8344,172.9937,3.5172,0.3729,1.1921,59,"macd(fast=12,slow=26,signal=12,trend=100)",0.8571,1.1627,7,0.3010,0.0592,0.0363,0.0191,0.1286,0.0374,0.0179,0.0025,0.0000,-1.0000,0.0000
0.6287,1.1457,2.0764,102.3888,2.9915,0.3636,1.1320,33,"macd(fast=16,slow=26,signal=7,trend=200)",1.0000,0.7654,5,0.2945,0.0516,0.0409,0.0132,0.1500,0.0217,0.0156,0.0015,0.0000,-1.0000,0.0000
0.6391,1.3593,1.5194,126.2471,4.2942,0.2308,1.1458,39,"ema_crossover(fast=5,slow=55,adx_min=0)",1.0000,0.4828,4,0.2884,0.0525,0.0302,0.0145,0.1500,0.0254,0.0158,0.0000,0.0000,-1.0000,0.0000
0.6391,1.3593,1.5194,126.2471,4.2942,0.2308,1.1458,39,"ema_crossover(fast=5,slow=55,adx_min=15)",1.0000,1.4133,5,0.2884,0.0525,0.0302,0.0145,0.1500,0.0254,0.0158,0.0000,0.0000,-1.0000,0.0000
0.6261,1.1562,1.7044,100.7073,3.6409,0.3750,1.1359,32,"macd(fast=12,slow=21,signal=9,trend=200)",1.0000,1.1031,6,0.2881,0.0514,0.0338,0.0136,0.1500,0.0210,0.0155,0.0028,0.0000,-1.0000,0.0000
0.5980,1.0974,1.8620,98.9687,3.0920,0.3529,1.1295,34,"macd(fast=16,slow=21,signal=9,trend=200)",1.0000,0.9412,5,0.2864,0.0492,0.0368,0.0129,0.1500,0.0223,0.0148,0.0003,0.0000,-1.0000,0.0000
0.5035,1.0422,1.0977,127.3189,3.9008,0.3276,1.1342,58,"macd(fast=8,slow=26,signal=9,trend=100)",1.0000,0.9725,7,0.2762,0.0416,0.0219,0.0134,0.1500,0.0368,0.0125,0.0000,0.0000,-1.0000,0.0000
0.5099,0.9248,1.7262,81.9274,2.7243,0.3333,1.1114,33,"macd(fast=16,slow=34,signal=7,trend=200)",1.0000,0.4997,4,0.2717,0.0421,0.0342,0.0111,0.1500,0.0217,0.0127,0.0000,0.0000,-1.0000,0.0000
0.4054,0.7775,0.8232,109.0711,4.0549,0.2903,1.1111,62,"macd(fast=16,slow=26,signal=7,trend=100)",1.0000,1.0293,6,0.2603,0.0336,0.0164,0.0111,0.1500,0.0391,0.0101,0.0000,0.0000,-1.0000,0.0000
0.4741,0.8685,1.1181,82.8557,3.9781,0.3529,1.1044,34,"macd(fast=12,slow=26,signal=7,trend=200)",1.0000,0.8475,6,0.2563,0.0392,0.0223,0.0104,0.1500,0.0223,0.0118,0.0003,0.0000,-1.0000,0.0000
0.3896,0.7884,0.7998,104.2724,4.0392,0.2881,1.1052,59,"macd(fast=12,slow=34,signal=7,trend=100)",1.0000,0.7167,6,0.2559,0.0323,0.0160,0.0105,0.1500,0.0374,0.0097,0.0000,0.0000,-1.0000,0.0000
0.5831,1.0521,1.9059,91.0677,2.8835,0.3333,1.1269,33,"macd(fast=16,slow=34,signal=9,trend=200)",0.8000,0.5283,5,0.2544,0.0480,0.0377,0.0127,0.1200,0.0217,0.0145,0.0000,0.0000,-1.0000,0.0000
0.5379,1.0052,1.2396,132.8881,3.7640,0.3559,1.1400,59,"macd(fast=16,slow=34,signal=7,trend=100)",0.8000,0.7546,5,0.2544,0.0444,0.0247,0.0140,0.1200,0.0374,0.0134,0.0007,0.0000,-1.0000,0.0000
0.3606,0.6582,0.7668,92.2400,3.8669,0.3793,1.0957,58,"macd(fast=16,slow=21,signal=12,trend=100)",1.0000,1.2503,5,0.2539,0.0299,0.0153,0.0096,0.1500,0.0368,0.0090,0.0033,0.0000,-1.0000,0.0000
0.4979,1.0306,1.0752,127.8395,3.9023,0.3390,1.1348,59,"macd(fast=12,slow=21,signal=7,trend=100)",0.8333,1.0314,6,0.2508,0.0411,0.0214,0.0134,0.1250,0.0374,0.0124,0.0000,0.0000,-1.0000,0.0000
0.4088,0.6925,0.5159,127.2022,9.3533,0.3673,1.0861,49,"ema_crossover(fast=5,slow=34,adx_min=15)",1.0000,1.2801,5,0.2464,0.0339,0.0103,0.0086,0.1500,0.0316,0.0102,0.0019,0.0000,-1.0000,0.0000
0.4298,0.7847,1.0965,98.9110,3.6859,0.3750,1.1022,48,"macd(fast=16,slow=26,signal=12,trend=100)",0.8333,1.3019,6,0.2370,0.0356,0.0218,0.0102,0.1250,0.0310,0.0107,0.0028,0.0000,-1.0000,0.0000
0.2405,0.4560,0.4245,74.6636,4.0926,0.3134,1.0736,67,"macd(fast=16,slow=21,signal=9,trend=100)",1.0000,1.1145,6,0.2338,0.0200,0.0085,0.0074,0.1500,0.0419,0.0060,0.0000,0.0000,-1.0000,0.0000
0.2248,0.4505,0.3670,75.1970,4.3738,0.2836,1.0717,67,"macd(fast=8,slow=34,signal=7,trend=100)",1.0000,1.0014,5,0.2307,0.0187,0.0073,0.0072,0.1500,0.0419,0.0056,0.0000,0.0000,-1.0000,0.0000
0.2314,0.4628,0.3872,72.0500,4.2643,0.2812,1.0706,64,"macd(fast=12,slow=26,signal=7,trend=100)",1.0000,0.7711,7,0.2301,0.0192,0.0077,0.0071,0.1500,0.0403,0.0058,0.0000,0.0000,-1.0000,0.0000
0.4615,0.8058,1.3286,65.9075,2.8305,0.3529,1.1125,34,"ema_crossover(fast=8,slow=89,adx_min=0)",0.8000,0.0724,5,0.2299,0.0382,0.0264,0.0112,0.1200,0.0223,0.0115,0.0003,0.0000,-1.0000,0.0000
0.2966,0.5258,0.7384,57.4360,3.3760,0.3143,1.0714,35,"macd(fast=12,slow=34,signal=9,trend=200)",1.0000,0.7693,6,0.2268,0.0246,0.0147,0.0071,0.1500,0.0229,0.0074,0.0000,0.0000,-1.0000,0.0000
0.2771,0.4956,0.6446,55.2863,3.6224,0.3143,1.0676,35,"macd(fast=8,slow=34,signal=12,trend=200)",1.0000,0.9971,4,0.2225,0.0230,0.0129,0.0068,0.1500,0.0229,0.0069,0.0000,0.0000,-1.0000,0.0000
0.1747,0.3497,0.2610,60.5015,4.3745,0.2769,1.0590,65,"macd(fast=8,slow=34,signal=9,trend=100)",1.0000,0.8967,6,0.2208,0.0145,0.0052,0.0059,0.1500,0.0408,0.0044,0.0000,0.0000,-1.0000,0.0000
0.2490,0.4528,0.5209,54.1406,3.8720,0.3243,1.0640,37,"macd(fast=12,slow=34,signal=7,trend=200)",1.0000,0.7118,5,0.2179,0.0207,0.0104,0.0064,0.1500,0.0242,0.0062,0.0000,0.0000,-1.0000,0.0000
0.2719,0.5252,0.8375,60.2188,2.3437,0.2800,1.0784,50,"ema_crossover(fast=5,slow=89,adx_min=0)",0.7500,-0.0560,4,0.1986,0.0226,0.0167,0.0078,0.1125,0.0322,0.0068,0.0000,0.0000,-1.0000,0.0000
-0.3071,-0.6058,-0.6361,-47.1149,4.2922,0.3026,0.9577,76,"macd(fast=8,slow=21,signal=7,trend=100)",1.0000,0.6189,5,0.1967,0.0000,0.0000,0.0000,0.1500,0.0467,0.0000,0.0000,0.0000,-1.0000,0.0000
0.2143,0.3988,0.3631,66.2211,4.3064,0.3065,1.0639,62,"macd(fast=8,slow=34,signal=12,trend=100)",0.8000,0.8302,5,0.1960,0.0178,0.0073,0.0064,0.1200,0.0391,0.0054,0.0000,0.0000,-1.0000,0.0000
0.1654,0.3398,0.2661,62.1099,3.9947,0.3030,1.0614,66,"macd(fast=8,slow=26,signal=7,trend=100)",0.8333,0.6645,6,0.1957,0.0138,0.0053,0.0061,0.1250,0.0414,0.0041,0.0000,0.0000,-1.0000,0.0000
0.5494,0.9840,1.0661,170.6232,9.7128,0.3889,1.0922,36,"supertrend(atr_period=7,atr_mult=2,adx_min=20)",0.5000,-0.6161,4,0.1923,0.0453,0.0212,0.0092,0.0750,0.0235,0.0136,0.0043,0.0000,-1.0000,0.0000
0.1383,0.2759,0.2022,55.6578,4.1196,0.2985,1.0536,67,"macd(fast=8,slow=21,signal=9,trend=100)",0.8333,1.0718,6,0.1913,0.0115,0.0040,0.0054,0.1250,0.0419,0.0035,0.0000,0.0000,-1.0000,0.0000
0.4615,0.8058,1.3286,65.9075,2.8305,0.3529,1.1125,34,"ema_crossover(fast=8,slow=89,adx_min=15)",0.5000,-0.4613,6,0.1849,0.0382,0.0264,0.0112,0.0750,0.0223,0.0115,0.0003,0.0000,-1.0000,0.0000
0.2719,0.5252,0.8375,60.2188,2.3437,0.2800,1.0784,50,"ema_crossover(fast=5,slow=89,adx_min=15)",0.6000,-0.1736,5,0.1761,0.0226,0.0167,0.0078,0.0900,0.0322,0.0068,0.0000,0.0000,-1.0000,0.0000
-2.4948,-3.7456,-1.4112,-690.0573,10.1186,0.2913,0.6419,127,"ema_crossover(fast=5,slow=21,adx_min=0)",0.6667,-0.0306,3,0.1689,0.0000,0.0000,0.0000,0.1000,0.0689,0.0000,0.0000,0.0000,-1.0000,0.0000
0.1069,0.1947,0.1314,41.5115,4.2356,0.3538,1.0400,65,"macd(fast=12,slow=34,signal=9,trend=100)",0.7143,0.5714,7,0.1666,0.0089,0.0026,0.0040,0.1071,0.0408,0.0027,0.0004,0.0000,-1.0000,0.0000
-0.2575,-0.4415,-0.6336,-38.7523,4.1708,0.3667,0.9634,60,"macd(fast=16,slow=34,signal=9,trend=100)",0.8333,0.9779,6,0.1648,0.0000,0.0000,0.0000,0.1250,0.0380,0.0000,0.0019,0.0000,-1.0000,0.0000
0.1977,0.3987,0.2540,62.0062,6.3158,0.2800,1.0545,50,"ema_crossover(fast=8,slow=34,adx_min=15)",0.6667,0.1536,6,0.1641,0.0165,0.0051,0.0054,0.1000,0.0322,0.0049,0.0000,0.0000,-1.0000,0.0000
-0.0464,-0.0819,-0.2114,5.8616,3.8803,0.3621,1.0058,58,"macd(fast=12,slow=34,signal=12,trend=100)",0.8333,1.0997,6,0.1638,0.0000,0.0000,0.0006,0.1250,0.0368,0.0000,0.0013,0.0000,-1.0000,0.0000
0.0568,0.0799,-0.0235,14.2132,6.0133,0.4375,1.0162,32,"supertrend(atr_period=14,atr_mult=2.5,adx_min=25)",0.8000,1.8864,5,0.1585,0.0047,0.0000,0.0016,0.1200,0.0210,0.0014,0.0097,0.0000,-1.0000,0.0000
0.1977,0.3987,0.2540,62.0062,6.3158,0.2800,1.0545,50,"ema_crossover(fast=8,slow=34,adx_min=0)",0.6000,-0.2881,5,0.1541,0.0165,0.0051,0.0054,0.0900,0.0322,0.0049,0.0000,0.0000,-1.0000,0.0000
0.0049,0.0095,-0.1022,16.3006,4.9818,0.2368,1.0187,38,"ema_crossover(fast=8,slow=55,adx_min=15)",0.8333,0.7979,6,0.1522,0.0004,0.0000,0.0019,0.1250,0.0248,0.0001,0.0000,0.0000,-1.0000,0.0000
0.1425,0.2647,0.1153,84.1579,7.7332,0.3371,1.0524,89,"ema_crossover(fast=5,slow=21,adx_min=15)",0.5000,-0.2262,4,0.1512,0.0119,0.0023,0.0052,0.0750,0.0532,0.0036,0.0000,0.0000,-1.0000,0.0000
0.0049,0.0095,-0.1022,16.3006,4.9818,0.2368,1.0187,38,"ema_crossover(fast=8,slow=55,adx_min=0)",0.8000,0.1375,5,0.1472,0.0004,0.0000,0.0019,0.1200,0.0248,0.0001,0.0000,0.0000,-1.0000,0.0000
-0.8532,-1.4606,-0.9356,-204.4833,7.1286,0.3187,0.8684,91,"ema_crossover(fast=8,slow=21,adx_min=15)",0.6000,0.5474,5,0.1442,0.0000,0.0000,0.0000,0.0900,0.0542,0.0000,0.0000,0.0000,-1.0000,0.0000
-0.5744,-0.8779,-1.3909,-126.7806,7.5603,0.3429,0.9194,35,"supertrend(atr_period=20,atr_mult=2,adx_min=20)",0.7500,1.4848,4,0.1354,0.0000,0.0000,0.0000,0.1125,0.0229,0.0000,0.0000,0.0000,-1.0000,0.0000
-0.7614,-1.0948,-1.3170,-138.2546,9.2815,0.4516,0.8916,31,"ema_crossover(fast=13,slow=34,adx_min=20)",0.6667,1.9594,6,0.1317,0.0000,0.0000,0.0000,0.1000,0.0204,0.0000,0.0113,0.0000,-1.0000,0.0000
-1.5964,-2.8628,-3.1841,-157.0816,2.8700,0.1915,0.7464,47,"ema_crossover(fast=5,slow=144,adx_min=0)",0.6667,-0.1523,3,0.1303,0.0000,0.0000,0.0000,0.1000,0.0303,0.0000,0.0000,0.0000,-1.0000,0.0000
-0.1805,-0.3062,-0.5366,-22.6787,3.9533,0.3455,0.9783,55,"macd(fast=16,slow=34,signal=12,trend=100)",0.6000,0.7473,5,0.1251,0.0000,0.0000,0.0000,0.0900,0.0351,0.0000,0.0000,0.0000,-1.0000,0.0000
-0.8842,-1.4800,-2.0263,-96.6244,3.4913,0.3000,0.8661,40,"ema_crossover(fast=5,slow=89,adx_min=20)",0.6000,0.6608,5,0.1161,0.0000,0.0000,0.0000,0.0900,0.0261,0.0000,0.0000,0.0000,-1.0000,0.0000
-2.3113,-2.6274,-3.1997,-537.1692,11.6323,0.4516,0.6190,31,"supertrend(atr_period=10,atr_mult=2,adx_min=25)",0.5000,-0.7989,4,0.1067,0.0000,0.0000,0.0000,0.0750,0.0204,0.0000,0.0113,0.0000,-1.0000,0.0000
-1.3563,-2.4736,-3.0261,-128.7892,2.6480,0.2000,0.7798,45,"ema_crossover(fast=5,slow=144,adx_min=15)",0.5000,-0.2988,4,0.1041,0.0000,0.0000,0.0000,0.0750,0.0291,0.0000,0.0000,0.0000,-1.0000,0.0000
-1.2498,-2.0530,-1.1481,-314.9807,7.8178,0.3163,0.8100,98,"ema_crossover(fast=8,slow=21,adx_min=0)",0.2500,-0.8007,4,0.0949,0.0000,0.0000,0.0000,0.0375,0.0574,0.0000,0.0000,0.0000,-1.0000,0.0000
-1.5952,-2.4071,-3.1289,-339.8940,5.2102,0.3333,0.7688,54,"supertrend(atr_period=7,atr_mult=2,adx_min=0)",0.3333,-1.3121,3,0.0845,0.0000,0.0000,0.0000,0.0500,0.0345,0.0000,0.0000,0.0000,-1.0000,0.0000
-1.0041,-1.4763,-3.0199,-106.4633,2.7029,0.2222,0.8396,36,"ema_crossover(fast=13,slow=89,adx_min=0)",0.4000,-0.7008,5,0.0835,0.0000,0.0000,0.0000,0.0600,0.0235,0.0000,0.0000,0.0000,-1.0000,0.0000
-0.6158,-1.0273,-1.2503,-80.9278,5.1149,0.2821,0.9097,39,"ema_crossover(fast=13,slow=55,adx_min=15)",0.3333,0.1169,6,0.0754,0.0000,0.0000,0.0000,0.0500,0.0254,0.0000,0.0000,0.0000,-1.0000,0.0000
-1.0041,-1.4763,-3.0199,-106.4633,2.7029,0.2222,0.8396,36,"ema_crossover(fast=13,slow=89,adx_min=15)",0.3333,-0.8667,6,0.0735,0.0000,0.0000,0.0000,0.0500,0.0235,0.0000,0.0000,0.0000,-1.0000,0.0000
-1.3852,-2.0380,-3.0483,-282.8919,4.8184,0.3529,0.8013,51,"supertrend(atr_period=14,atr_mult=2,adx_min=0)",0.2500,-0.9803,4,0.0706,0.0000,0.0000,0.0000,0.0375,0.0327,0.0000,0.0003,0.0000,-1.0000,0.0000
-1.8751,-2.8691,-2.7239,-291.3232,5.5660,0.2449,0.7304,49,"ema_crossover(fast=21,slow=34,adx_min=15)",0.2500,-0.2412,4,0.0691,0.0000,0.0000,0.0000,0.0375,0.0316,0.0000,0.0000,0.0000,-1.0000,0.0000
-2.3870,-3.3098,-3.9137,-455.7449,5.9237,0.3542,0.6919,48,"supertrend(atr_period=10,atr_mult=2,adx_min=0)",0.2500,-0.7011,4,0.0689,0.0000,0.0000,0.0000,0.0375,0.0310,0.0000,0.0005,0.0000,-1.0000,0.0000
-0.5783,-0.9494,-0.8287,-127.8411,10.9287,0.3256,0.9167,43,"ema_crossover(fast=13,slow=21,adx_min=15)",0.2500,0.5376,4,0.0654,0.0000,0.0000,0.0000,0.0375,0.0279,0.0000,0.0000,0.0000,-1.0000,0.0000
-2.0988,-2.8598,-3.5058,-379.0097,6.4981,0.3000,0.6833,40,"supertrend(atr_period=7,atr_mult=2.5,adx_min=0)",0.2500,-1.1658,4,0.0636,0.0000,0.0000,0.0000,0.0375,0.0261,0.0000,0.0000,0.0000,-1.0000,0.0000
-0.9867,-1.5494,-3.4353,-166.0518,3.4631,0.3158,0.8555,38,"supertrend(atr_period=20,atr_mult=2.5,adx_min=0)",0.2500,-0.2160,4,0.0623,0.0000,0.0000,0.0000,0.0375,0.0248,0.0000,0.0000,0.0000,-1.0000,0.0000
-1.4088,-2.3147,-2.4469,-236.3255,5.1336,0.2800,0.7991,50,"ema_crossover(fast=13,slow=34,adx_min=0)",0.2000,-0.7509,5,0.0622,0.0000,0.0000,0.0000,0.0300,0.0322,0.0000,0.0000,0.0000,-1.0000,0.0000
-0.2974,-0.4202,-1.5233,-42.9893,2.8156,0.3529,0.9528,34,"supertrend(atr_period=20,atr_mult=3,adx_min=0)",0.2500,0.5363,4,0.0601,0.0000,0.0000,0.0000,0.0375,0.0223,0.0000,0.0003,0.0000,-1.0000,0.0000
-2.5043,-3.2281,-5.0043,-373.6051,5.3966,0.3125,0.6478,32,"supertrend(atr_period=7,atr_mult=3,adx_min=0)",0.2500,-0.4519,4,0.0585,0.0000,0.0000,0.0000,0.0375,0.0210,0.0000,0.0000,0.0000,-1.0000,0.0000
-1.4088,-2.3147,-2.4469,-236.3255,5.1336,0.2800,0.7991,50,"ema_crossover(fast=13,slow=34,adx_min=15)",0.1667,-0.8403,6,0.0572,0.0000,0.0000,0.0000,0.0250,0.0322,0.0000,0.0000,0.0000,-1.0000,0.0000
-2.2051,-2.9739,-3.6413,-409.9094,6.6827,0.3250,0.6712,40,"supertrend(atr_period=10,atr_mult=2.5,adx_min=0)",0.2000,-0.8563,5,0.0561,0.0000,0.0000,0.0000,0.0300,0.0261,0.0000,0.0000,0.0000,-1.0000,0.0000
-0.6158,-1.0273,-1.2503,-80.9278,5.1149,0.2821,0.9097,39,"ema_crossover(fast=13,slow=55,adx_min=0)",0.2000,-0.6397,5,0.0554,0.0000,0.0000,0.0000,0.0300,0.0254,0.0000,0.0000,0.0000,-1.0000,0.0000
-3.5712,-4.5683,-4.6684,-650.8138,7.9406,0.2368,0.5555,38,"supertrend(atr_period=14,atr_mult=2.5,adx_min=0)",0.2000,-0.3342,5,0.0548,0.0000,0.0000,0.0000,0.0300,0.0248,0.0000,0.0000,0.0000,-1.0000,0.0000
-0.1479,-0.2194,-0.8548,-17.4009,2.9325,0.3529,0.9810,34,"supertrend(atr_period=14,atr_mult=3,adx_min=0)",0.2000,0.1749,5,0.0526,0.0000,0.0000,0.0000,0.0300,0.0223,0.0000,0.0003,0.0000,-1.0000,0.0000
-0.3160,-0.4691,-1.4363,-42.6199,3.2918,0.3548,0.9532,31,"supertrend(atr_period=10,atr_mult=3,adx_min=0)",0.2000,-0.6488,5,0.0509,0.0000,0.0000,0.0000,0.0300,0.0204,0.0000,0.0005,0.0000,-1.0000,0.0000
-4.3983,-5.4251,-2.2341,-2933.7126,33.3277,0.3846,0.5136,65,"rsi2(rsi_period=2,entry_low=5,entry_high=85,trend=50)",0.0000,-8.0725,4,0.0447,0.0000,0.0000,0.0000,0.0000,0.0408,0.0000,0.0038,0.0000,-1.0000,0.0000
-0.0526,-0.1052,-0.1663,8.5780,6.1843,0.3016,1.0066,63,"ema_crossover(fast=13,slow=21,adx_min=0)",0.0000,-1.0789,3,0.0404,0.0000,0.0000,0.0007,0.0000,0.0397,0.0000,0.0000,0.0000,-1.0000,0.0000
-6.8566,-7.4749,-2.5795,-3257.7994,32.9890,0.2264,0.3401,53,"bollinger_breakout(bb_period=20,bb_std=1.5,vol_mult=1.3)",0.0000,-7.0275,5,0.0339,0.0000,0.0000,0.0000,0.0000,0.0339,0.0000,0.0000,0.0000,-1.0000,0.0000
-0.7593,-1.2191,-1.8379,-143.7354,4.4783,0.3462,0.8889,52,"supertrend(atr_period=20,atr_mult=2,adx_min=0)",0.0000,-0.9821,3,0.0333,0.0000,0.0000,0.0000,0.0000,0.0333,0.0000,0.0000,0.0000,-1.0000,0.0000
-1.8751,-2.8691,-2.7239,-291.3232,5.5660,0.2449,0.7304,49,"ema_crossover(fast=21,slow=34,adx_min=0)",0.0000,-1.1530,3,0.0316,0.0000,0.0000,0.0000,0.0000,0.0316,0.0000,0.0000,0.0000,-1.0000,0.0000
-6.0149,-6.6383,-2.8849,-2542.6038,28.1291,0.3111,0.4126,45,"rsi2(rsi_period=3,entry_low=10,entry_high=85,trend=50)",0.0000,-9.3908,5,0.0291,0.0000,0.0000,0.0000,0.0000,0.0291,0.0000,0.0000,0.0000,-1.0000,0.0000
-7.5583,-7.7948,-2.9960,-2884.2553,29.1590,0.2619,0.3397,42,"bollinger_breakout(bb_period=30,bb_std=1.5,vol_mult=1.3)",0.0000,-8.4063,5,0.0273,0.0000,0.0000,0.0000,0.0000,0.0273,0.0000,0.0000,0.0000,-1.0000,0.0000
-8.6025,-8.7385,-3.5194,-2415.1451,24.4058,0.1944,0.2344,36,"bollinger_breakout(bb_period=20,bb_std=1.5,vol_mult=1.5)",0.0000,-9.8887,4,0.0235,0.0000,0.0000,0.0000,0.0000,0.0235,0.0000,0.0000,0.0000,-1.0000,0.0000
-7.7193,-8.3774,-3.3324,-2742.1365,27.6664,0.1875,0.3385,32,"bollinger_breakout(bb_period=50,bb_std=1.5,vol_mult=1.3)",0.0000,-9.1930,4,0.0210,0.0000,0.0000,0.0000,0.0000,0.0210,0.0000,0.0000,0.0000,-1.0000,0.0000
-11.2076,-9.7942,-3.0641,-3081.9075,31.0467,0.2258,0.2023,31,"bollinger_breakout(bb_period=50,bb_std=2,vol_mult=1.3)",0.0000,-13.3180,5,0.0204,0.0000,0.0000,0.0000,0.0000,0.0204,0.0000,0.0000,0.0000,-1.0000,0.0000
-10.3056,-8.8776,-4.0509,-2120.6837,21.4304,0.2667,0.1538,30,"rsi2(rsi_period=3,entry_low=5,entry_high=90,trend=100)",0.0000,-14.2889,6,0.0197,0.0000,0.0000,0.0000,0.0000,0.0197,0.0000,0.0000,0.0000,-1.0000,0.0000
-9.3659,-8.9208,-3.6552,-2462.6072,24.8707,0.1667,0.2393,30,"bollinger_breakout(bb_period=30,bb_std=1.5,vol_mult=1.5)",0.0000,-10.2673,4,0.0197,0.0000,0.0000,0.0000,0.0000,0.0197,0.0000,0.0000,0.0000,-1.0000,0.0000
-8.7180,-7.9229,-2.1960,-3772.2667,39.4995,0.3167,0.2267,60,"bollinger_breakout(bb_period=20,bb_std=2,vol_mult=1.3)",0.0000,-9.7397,6,-0.0070,0.0000,0.0000,0.0000,0.0000,0.0380,0.0000,0.0000,0.0450,-1.0000,0.0000
-14.1373,-10.6610,-2.2110,-4334.9017,43.5117,0.1818,0.0754,44,"rsi2(rsi_period=3,entry_low=5,entry_high=85,trend=200)",0.0000,-9.0531,4,-0.0566,0.0000,0.0000,0.0000,0.0000,0.0285,0.0000,0.0000,0.0851,-1.0000,0.0000
-16.1033,-11.4589,-2.2766,-4280.6353,43.4024,0.0625,0.0633,32,"bollinger_breakout(bb_period=30,bb_std=2,vol_mult=1.5)",0.0000,-12.7807,5,-0.0630,0.0000,0.0000,0.0000,0.0000,0.0210,0.0000,0.0000,0.0840,-1.0000,0.0000
