timeframe,date_from,date_to,bars_count,price_start,price_end,sharpe_ratio,sortino_ratio,calmar_ratio,total_return,max_drawdown_pct,win_rate,profit_factor,total_trades,exit_mode,parameters,plateau_ratio,avg_neighbor_sharpe,neighbor_count,composite_score,cc_sharpe,cc_calmar,cc_profit_factor,cc_plateau,cc_trades,cc_cost_stress,cc_win_rate,cc_dd_penalty,wfo_pass_rate,wfo_avg_test_sharpe
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,3.4289,5.8386,5.0100,6834.8757,25.5887,0.5287,1.8441,157,squeeze_release,"keltner_squeeze(ema=10,kelt_mult=1.5,bb=20,bb_std=1.5)",0.6000,-1.1710,5,0.6303,0.2039,0.0926,0.0765,0.0900,0.0781,0.0695,0.0199,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.8649,4.3599,4.5080,3360.0678,25.3865,0.5426,1.6643,94,squeeze_release,"keltner_squeeze(ema=20,kelt_mult=2.5,bb=30,bb_std=1.5)",1.0000,4.5162,5,0.6208,0.1855,0.0845,0.0624,0.1500,0.0556,0.0615,0.0214,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,3.2450,6.0933,2.5406,5601.3334,18.7731,0.5071,1.7821,280,trend_flip,"supertrend(atr_period=14,atr_mult=2,adx_min=20)",0.8000,2.6460,5,0.6198,0.1985,0.0497,0.0718,0.1200,0.0953,0.0670,0.0175,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.7632,4.2781,3.7124,4445.5604,21.0201,0.5287,1.6253,157,ema_cross,"ema_crossover(fast=13,slow=34,adx_min=20)",1.0000,5.9945,6,0.6195,0.1816,0.0710,0.0591,0.1500,0.0781,0.0599,0.0199,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.9065,5.8797,2.2054,4857.8001,19.3088,0.4359,1.7213,273,ema_cross,"ema_crossover(fast=13,slow=21,adx_min=15)",1.0000,4.0753,4,0.6140,0.1870,0.0434,0.0670,0.1500,0.0949,0.0621,0.0095,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.8923,4.1060,11.5464,14509.4785,46.9415,0.6777,2.2660,121,channel_break,"keltner_breakout(ema=20,atr=20,atr_mult=3.2,atr_pct_min=0.005)",0.7500,1.7796,8,0.6117,0.1865,0.1639,0.1032,0.1125,0.0668,0.0619,0.0364,0.1194,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.9906,5.2960,5.3143,3598.9156,10.5770,0.5266,1.9172,169,trend_flip,"supertrend(atr_period=20,atr_mult=2.5,adx_min=25)",0.5000,1.5179,4,0.6081,0.1901,0.0973,0.0818,0.0750,0.0810,0.0634,0.0196,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.2511,3.7171,3.3003,35897.7948,19.9058,0.6936,3.0330,754,bb_mean_revert,"rsi_bb_mr(rsi_period=7,rsi_low=30,rsi_high=75,bb_period=15,bb_std=2)",0.4286,-1.3094,7,0.6073,0.1588,0.0637,0.1313,0.0643,0.1000,0.0510,0.0382,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.8923,4.1060,11.5464,14509.4785,46.9415,0.6777,2.2660,121,channel_break,"keltner_breakout(ema=20,atr=20,atr_mult=3.2,atr_pct_min=0)",0.7143,1.6392,7,0.6064,0.1865,0.1639,0.1032,0.1071,0.0668,0.0619,0.0364,0.1194,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.4825,4.7437,4.2461,2485.8756,10.7562,0.4615,1.5656,143,ema_cross,"ema_crossover(fast=13,slow=55,adx_min=0)",1.0000,3.6067,5,0.5956,0.1698,0.0802,0.0540,0.1500,0.0741,0.0552,0.0124,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.1419,5.8800,6.9362,1387.1839,4.5379,0.3217,1.6066,115,ema_cross,"ema_crossover(fast=21,slow=89,adx_min=15)",1.0000,5.4709,6,0.5944,0.1533,0.1201,0.0576,0.1500,0.0645,0.0490,0.0000,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.0737,4.2680,7.0901,1403.1616,4.6897,0.4636,1.5144,110,trend_flip,"supertrend(atr_period=20,atr_mult=4,adx_min=0)",1.0000,2.1484,3,0.5940,0.1497,0.1220,0.0495,0.1500,0.0625,0.0476,0.0126,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.7755,4.5185,5.8934,6118.8024,40.2899,0.5306,1.7391,98,bb_reverse,"bollinger_breakout(bb_period=50,bb_std=3,vol_mult=1.3)",1.0000,4.4327,4,0.5910,0.1821,0.1059,0.0685,0.1500,0.0574,0.0600,0.0201,0.0529,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.4764,4.6549,3.3220,2858.7443,12.5636,0.5000,1.5368,174,ema_cross,"ema_crossover(fast=8,slow=55,adx_min=0)",1.0000,3.3373,5,0.5889,0.1695,0.0641,0.0515,0.1500,0.0821,0.0550,0.0167,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.7433,3.7933,8.7712,4862.1820,39.7060,0.6364,1.7662,66,squeeze_release,"keltner_squeeze(ema=20,kelt_mult=1.5,bb=20,bb_std=2)",0.7143,1.3728,7,0.5852,0.1808,0.1410,0.0706,0.1071,0.0414,0.0595,0.0318,0.0471,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.4899,5.2161,1.6984,3587.5728,19.1561,0.4373,1.6697,263,ema_cross,"ema_crossover(fast=8,slow=21,adx_min=20)",1.0000,4.9666,5,0.5758,0.1701,0.0336,0.0628,0.1500,0.0942,0.0553,0.0097,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.8163,3.6548,4.7798,6725.8574,37.8966,0.6532,1.6951,124,squeeze_release,"keltner_squeeze(ema=20,kelt_mult=1.5,bb=20,bb_std=1.5)",0.6667,0.7404,6,0.5708,0.1837,0.0889,0.0649,0.1000,0.0679,0.0607,0.0337,0.0290,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.1896,4.4304,6.4428,1976.0142,7.6493,0.4727,1.6232,110,trend_flip,"supertrend(atr_period=10,atr_mult=4,adx_min=25)",0.7500,1.3232,4,0.5668,0.1557,0.1136,0.0590,0.1125,0.0625,0.0499,0.0136,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.3237,3.2091,4.1789,5422.0196,15.3475,0.6837,1.6178,215,bb_mean_revert,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=75,bb_period=15,bb_std=2.5)",0.5714,1.6837,7,0.5643,0.1624,0.0790,0.0585,0.0857,0.0892,0.0523,0.0371,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.7624,3.9950,10.5270,13542.8938,49.1668,0.6695,2.1746,118,channel_break,"keltner_breakout(ema=20,atr=20,atr_mult=3.2,atr_pct_min=0.008)",0.7143,1.4716,7,0.5628,0.1816,0.1566,0.0982,0.1071,0.0657,0.0598,0.0355,0.1417,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.6290,4.6822,5.4422,3848.4084,19.8642,0.5000,1.6833,110,squeeze_release,"keltner_squeeze(ema=10,kelt_mult=2.5,bb=30,bb_std=1.5)",0.5000,-1.2935,4,0.5512,0.1761,0.0992,0.0640,0.0750,0.0625,0.0577,0.0167,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.5882,5.2806,3.6264,3460.1445,8.8198,0.4729,1.6703,258,trend_flip,"supertrend(atr_period=7,atr_mult=2,adx_min=20)",0.5000,1.6628,4,0.5462,0.1744,0.0695,0.0629,0.0750,0.0938,0.0570,0.0137,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.1088,3.7653,2.1050,3126.3461,15.6940,0.5000,1.4526,228,ema_cross,"ema_crossover(fast=13,slow=21,adx_min=0)",1.0000,2.2176,3,0.5428,0.1516,0.0415,0.0439,0.1500,0.0909,0.0483,0.0167,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.1117,3.7267,1.8860,3491.0512,15.9951,0.5055,1.4469,271,ema_cross,"ema_crossover(fast=8,slow=21,adx_min=0)",1.0000,2.4306,4,0.5428,0.1517,0.0373,0.0434,0.1500,0.0947,0.0484,0.0173,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.4896,4.0845,1.9483,4024.7614,21.4393,0.5489,1.5029,235,trend_flip,"supertrend(atr_period=20,atr_mult=2,adx_min=20)",0.7500,1.5997,4,0.5386,0.1701,0.0385,0.0485,0.1125,0.0916,0.0553,0.0221,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.0366,3.6848,1.8253,3353.3062,15.9051,0.4852,1.4355,270,ema_cross,"ema_crossover(fast=5,slow=34,adx_min=0)",1.0000,2.8279,4,0.5328,0.1477,0.0361,0.0424,0.1500,0.0947,0.0469,0.0150,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.0563,4.5694,1.5786,2838.5121,17.2062,0.4234,1.5332,248,ema_cross,"ema_crossover(fast=5,slow=34,adx_min=20)",1.0000,6.7382,5,0.5297,0.1488,0.0313,0.0512,0.1500,0.0929,0.0473,0.0082,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.9746,3.5843,2.1043,2619.0623,13.9242,0.4791,1.4272,215,ema_cross,"ema_crossover(fast=5,slow=55,adx_min=0)",1.0000,3.3900,4,0.5267,0.1443,0.0415,0.0416,0.1500,0.0892,0.0457,0.0143,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.9582,3.5785,3.5000,7620.7519,21.2107,0.5794,1.5267,252,bb_reverse,"bollinger_breakout(bb_period=20,bb_std=2.5,vol_mult=1.3)",0.6667,0.7522,6,0.5254,0.1434,0.0673,0.0506,0.1000,0.0933,0.0454,0.0255,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.7746,4.7425,4.8911,1207.9308,6.3278,0.2647,1.4988,102,ema_cross,"ema_crossover(fast=34,slow=55,adx_min=25)",1.0000,6.4954,3,0.5224,0.1327,0.0907,0.0481,0.1500,0.0592,0.0417,0.0000,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.0343,3.7851,4.1495,1214.8090,11.9854,0.4493,1.4522,69,ema_cross,"ema_crossover(fast=13,slow=144,adx_min=25)",1.0000,7.8688,4,0.5209,0.1476,0.0785,0.0439,0.1500,0.0430,0.0469,0.0110,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.3017,2.6121,6.1708,31260.2953,25.1905,0.5910,2.8950,379,rsi_exit_zone,"rsi2(rsi_period=3,entry_low=10,entry_high=90,trend=100)",0.1429,-2.4190,7,0.5181,0.1021,0.1098,0.1278,0.0214,0.0987,0.0314,0.0268,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.9087,3.3494,1.4165,3521.4704,16.3852,0.4882,1.4162,340,ema_cross,"ema_crossover(fast=5,slow=21,adx_min=0)",1.0000,2.7233,3,0.5169,0.1406,0.0281,0.0406,0.1500,0.0979,0.0444,0.0154,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.5444,3.4081,12.8314,10543.5082,52.8940,0.7159,1.9756,88,channel_break,"keltner_breakout(ema=20,atr=14,atr_mult=3.2,atr_pct_min=0.005)",0.7500,1.2920,8,0.5130,0.1725,0.1715,0.0858,0.1125,0.0527,0.0562,0.0407,0.1789,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.0295,4.4092,3.4974,2517.2355,9.0481,0.4235,1.5464,196,trend_flip,"supertrend(atr_period=14,atr_mult=2.5,adx_min=20)",0.6667,2.1784,6,0.5082,0.1473,0.0672,0.0523,0.1000,0.0863,0.0468,0.0082,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.8185,3.3742,2.5823,1845.8765,10.7277,0.4512,1.3901,164,ema_cross,"ema_crossover(fast=21,slow=34,adx_min=0)",1.0000,3.3537,3,0.5077,0.1354,0.0505,0.0382,0.1500,0.0798,0.0426,0.0112,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.5444,3.4081,12.8314,10543.5082,52.8940,0.7159,1.9756,88,channel_break,"keltner_breakout(ema=20,atr=14,atr_mult=3.2,atr_pct_min=0)",0.7143,1.1242,7,0.5076,0.1725,0.1715,0.0858,0.1071,0.0527,0.0562,0.0407,0.1789,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.8464,3.3469,1.8835,2624.0505,14.6756,0.4513,1.3878,226,ema_cross,"ema_crossover(fast=8,slow=34,adx_min=0)",1.0000,3.0813,5,0.5072,0.1370,0.0372,0.0379,0.1500,0.0906,0.0431,0.0113,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.7812,2.7805,1.0609,3861.9030,16.0041,0.5479,1.3783,480,signal_cross,"macd(fast=12,slow=21,signal=9,trend=0)",1.0000,1.5675,6,0.5048,0.1331,0.0211,0.0370,0.1500,0.0997,0.0418,0.0220,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.9191,3.6464,3.3225,6315.3570,30.8344,0.4767,1.6158,172,bb_reverse,"bollinger_breakout(bb_period=50,bb_std=1.5,vol_mult=1.5)",0.6667,1.6974,3,0.5040,0.1412,0.0641,0.0583,0.1000,0.0817,0.0446,0.0141,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.1731,3.5997,4.2728,2220.3702,10.8383,0.5547,1.4630,128,trend_flip,"supertrend(atr_period=7,atr_mult=3,adx_min=25)",0.5000,1.1698,4,0.4970,0.1549,0.0806,0.0449,0.0750,0.0693,0.0495,0.0227,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.7165,2.6591,1.0035,3837.3809,16.1640,0.5403,1.3644,496,signal_cross,"macd(fast=12,slow=26,signal=7,trend=0)",1.0000,1.6160,6,0.4963,0.1292,0.0200,0.0357,0.1500,0.0997,0.0405,0.0211,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.5314,4.7576,8.7849,1278.5019,18.4645,0.3226,1.5648,31,squeeze_release,"keltner_squeeze(ema=20,kelt_mult=1.5,bb=20,bb_std=2.5)",0.3333,-6.6725,6,0.4934,0.1720,0.1411,0.0540,0.0500,0.0204,0.0560,0.0000,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.6344,2.9508,1.8640,1900.2089,12.3360,0.4619,1.3497,197,ema_cross,"ema_crossover(fast=13,slow=34,adx_min=0)",1.0000,2.5080,5,0.4830,0.1242,0.0369,0.0344,0.1500,0.0865,0.0387,0.0124,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.5400,2.3678,0.9679,3329.5928,14.8223,0.5423,1.3287,485,signal_cross,"macd(fast=16,slow=21,signal=7,trend=0)",1.0000,1.8455,4,0.4775,0.1181,0.0193,0.0324,0.1500,0.0997,0.0367,0.0214,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.5677,2.4341,0.9001,3481.7002,15.1185,0.5246,1.3349,528,signal_cross,"macd(fast=8,slow=26,signal=9,trend=0)",1.0000,1.6702,6,0.4774,0.1199,0.0180,0.0329,0.1500,0.0998,0.0373,0.0194,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.5173,2.3343,0.9531,3248.2265,14.7697,0.5415,1.3202,482,signal_cross,"macd(fast=8,slow=26,signal=12,trend=0)",1.0000,1.6743,5,0.4744,0.1167,0.0190,0.0315,0.1500,0.0997,0.0362,0.0213,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.5228,2.3540,0.8951,3399.8323,15.3349,0.5224,1.3254,513,signal_cross,"macd(fast=8,slow=34,signal=9,trend=0)",1.0000,1.6366,5,0.4722,0.1170,0.0179,0.0320,0.1500,0.0998,0.0363,0.0192,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.4668,3.3240,11.6634,9850.1589,54.7441,0.7093,1.9115,86,channel_break,"keltner_breakout(ema=20,atr=14,atr_mult=3.2,atr_pct_min=0.008)",0.7143,0.8828,7,0.4713,0.1691,0.1646,0.0814,0.1071,0.0518,0.0549,0.0399,0.1974,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.4816,2.2958,0.8539,3266.6357,14.8196,0.5283,1.3182,530,signal_cross,"macd(fast=12,slow=21,signal=7,trend=0)",1.0000,1.9264,5,0.4678,0.1143,0.0170,0.0313,0.1500,0.0998,0.0354,0.0198,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.4133,2.1871,0.8076,3106.4981,14.6344,0.5056,1.3157,540,signal_cross,"macd(fast=8,slow=21,signal=12,trend=0)",1.0000,1.8619,4,0.4581,0.1098,0.0161,0.0311,0.1500,0.0999,0.0339,0.0173,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.5579,2.7109,1.0473,1921.0647,28.7108,0.4843,1.3142,159,ema_cross,"ema_crossover(fast=8,slow=21,adx_min=25)",1.0000,6.2638,4,0.4517,0.1193,0.0209,0.0310,0.1500,0.0786,0.0371,0.0149,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.3699,2.1256,0.7359,3163.3122,15.3414,0.5088,1.2967,566,signal_cross,"macd(fast=8,slow=34,signal=7,trend=0)",1.0000,1.8612,4,0.4513,0.1068,0.0147,0.0293,0.1500,0.0999,0.0330,0.0176,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,3.7679,8.3858,6.4188,9184.9061,50.3093,0.5310,1.4506,113,bb_mean_revert,"rsi_bb_mr(rsi_period=21,rsi_low=20,rsi_high=70,bb_period=30,bb_std=2)",0.5000,0.1644,6,0.4488,0.2125,0.1132,0.0438,0.0750,0.0637,0.0736,0.0201,0.1531,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.2454,1.9197,0.6171,2971.2572,15.6245,0.5049,1.2782,612,signal_cross,"macd(fast=8,slow=26,signal=7,trend=0)",1.0000,1.8519,5,0.4354,0.0982,0.0123,0.0275,0.1500,0.0999,0.0302,0.0172,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,3.3874,6.9943,5.1773,8382.0727,51.5467,0.5470,1.3974,117,bb_mean_revert,"rsi_bb_mr(rsi_period=21,rsi_low=20,rsi_high=70,bb_period=20,bb_std=1.5)",0.6667,1.4701,6,0.4273,0.2027,0.0952,0.0388,0.1000,0.0653,0.0689,0.0219,0.1655,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.1491,1.8089,0.7426,2321.7351,13.0461,0.4918,1.2553,486,signal_cross,"macd(fast=16,slow=26,signal=7,trend=0)",1.0000,1.6904,5,0.4249,0.0913,0.0148,0.0253,0.1500,0.0997,0.0280,0.0158,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.1384,1.7730,0.7672,2101.5529,14.8946,0.4871,1.2463,388,signal_cross,"macd(fast=16,slow=34,signal=12,trend=0)",1.0000,1.4875,4,0.4221,0.0906,0.0153,0.0244,0.1500,0.0989,0.0277,0.0152,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.1235,1.7266,0.6363,2592.6973,13.5812,0.4907,1.2566,593,signal_cross,"macd(fast=8,slow=21,signal=9,trend=0)",1.0000,1.8878,5,0.4205,0.0895,0.0127,0.0254,0.1500,0.0999,0.0274,0.0156,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,2.0310,2.4996,5.8522,7244.2655,54.6126,0.7263,1.7025,95,squeeze_release,"keltner_squeeze(ema=20,kelt_mult=1.5,bb=10,bb_std=1.5)",1.0000,4.2812,5,0.4168,0.1474,0.1053,0.0655,0.1500,0.0560,0.0468,0.0418,0.1961,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.0949,1.7220,0.6736,2295.1131,13.0053,0.4771,1.2506,524,signal_cross,"macd(fast=12,slow=34,signal=7,trend=0)",1.0000,1.6412,5,0.4163,0.0874,0.0135,0.0248,0.1500,0.0998,0.0267,0.0141,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.0994,1.7318,0.6777,2130.3779,13.0427,0.4682,1.2539,487,signal_cross,"macd(fast=16,slow=21,signal=9,trend=0)",1.0000,1.6911,5,0.4160,0.0877,0.0135,0.0251,0.1500,0.0997,0.0268,0.0131,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,-3.7974,-3.6942,nan,34936.9202,31.6057,0.6898,3.2236,245,bb_reverse,"bollinger_breakout(bb_period=30,bb_std=2.5,vol_mult=0)",1.0000,2.8821,5,0.4157,0.0000,0.0000,0.1353,0.1500,0.0927,0.0000,0.0378,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.0629,1.6603,0.6494,2049.7673,12.9458,0.4735,1.2499,490,signal_cross,"macd(fast=12,slow=21,signal=12,trend=0)",1.0000,1.6622,5,0.4122,0.0850,0.0130,0.0248,0.1500,0.0997,0.0260,0.0137,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.0341,1.5810,0.6788,2047.6275,13.5159,0.4802,1.2335,454,signal_cross,"macd(fast=16,slow=26,signal=9,trend=0)",1.0000,1.3797,6,0.4089,0.0829,0.0136,0.0232,0.1500,0.0995,0.0253,0.0145,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.8286,2.4975,2.9829,1356.2972,23.2530,0.5932,1.3198,59,squeeze_release,"keltner_squeeze(ema=20,kelt_mult=2.5,bb=30,bb_std=2)",0.5000,1.0626,6,0.4076,0.1359,0.0579,0.0315,0.0750,0.0374,0.0428,0.0270,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,0.9836,1.5154,0.6010,1996.6965,12.8028,0.4824,1.2297,512,signal_cross,"macd(fast=12,slow=26,signal=9,trend=0)",1.0000,1.6081,7,0.4026,0.0791,0.0120,0.0228,0.1500,0.0998,0.0241,0.0147,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,-3.5351,-3.4609,nan,83420.9122,21.7326,0.7391,4.5233,368,bb_mean_revert,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=80,bb_period=20,bb_std=2)",0.7500,2.7508,8,0.4016,0.0000,0.0000,0.1473,0.1125,0.0985,0.0000,0.0432,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,0.9804,1.5129,0.5969,1915.5117,14.0989,0.4760,1.2229,458,signal_cross,"macd(fast=12,slow=26,signal=12,trend=0)",1.0000,1.4429,6,0.4005,0.0789,0.0119,0.0221,0.1500,0.0996,0.0240,0.0140,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,0.9410,1.4267,0.4661,2360.5011,14.4336,0.4804,1.2238,662,signal_cross,"macd(fast=8,slow=21,signal=7,trend=0)",1.0000,1.8337,4,0.3950,0.0759,0.0093,0.0222,0.1500,0.1000,0.0231,0.0145,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,-2.2221,-2.2087,nan,216436.2179,18.9006,0.7646,5.6322,973,bb_mean_revert,"rsi_bb_mr(rsi_period=7,rsi_low=30,rsi_high=80,bb_period=30,bb_std=1.5)",0.6000,1.7217,5,0.3854,0.0000,0.0000,0.1494,0.0900,0.1000,0.0000,0.0461,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,0.8394,1.2894,0.5010,1684.6833,13.3369,0.4671,1.1971,486,signal_cross,"macd(fast=12,slow=34,signal=9,trend=0)",1.0000,1.4371,6,0.3812,0.0682,0.0100,0.0196,0.1500,0.0997,0.0207,0.0130,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,0.8382,1.2967,0.4626,1563.5063,15.6106,0.4605,1.1947,430,signal_cross,"macd(fast=16,slow=26,signal=12,trend=0)",1.0000,1.4610,5,0.3790,0.0681,0.0092,0.0194,0.1500,0.0994,0.0207,0.0123,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,-6.5362,-6.0606,nan,47275.2850,24.7671,0.7249,3.9798,229,bb_mean_revert,"rsi_bb_mr(rsi_period=21,rsi_low=30,rsi_high=80,bb_period=30,bb_std=2)",0.6667,2.8714,6,0.3771,0.0000,0.0000,0.1445,0.1000,0.0910,0.0000,0.0417,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,1.0152,2.1072,1.5460,1095.1968,6.3823,0.3918,1.2816,245,trend_flip,"supertrend(atr_period=7,atr_mult=2.5,adx_min=0)",0.7500,1.1867,4,0.3747,0.0815,0.0307,0.0278,0.1125,0.0927,0.0248,0.0046,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,0.7878,1.2192,0.4311,1643.6650,14.2436,0.4653,1.1873,505,signal_cross,"macd(fast=8,slow=34,signal=12,trend=0)",1.0000,1.8178,4,0.3735,0.0642,0.0086,0.0186,0.1500,0.0998,0.0194,0.0128,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,0.8065,1.2565,0.4309,1545.7236,15.7082,0.4474,1.1897,447,signal_cross,"macd(fast=12,slow=34,signal=12,trend=0)",1.0000,1.4448,5,0.3733,0.0656,0.0086,0.0189,0.1500,0.0995,0.0199,0.0108,0.0000,-1.0000,0.0000
4h,2020-11-17,2026-05-09,12000,16573.5800,80673.2600,-3.6439,-3.5795,nan,92530.0406,24.2046,0.7127,4.0860,442,bb_mean_revert,"rsi_bb_mr(rsi_period=14,rsi_low=30,rsi_high=80,bb_period=30,bb_std=2)",0.5714,1.2064,7,0.3706,0.0000,0.0000,0.1452,0.0857,0.0994,0.0000,0.0403,0.0000,-1.0000,0.0000
