fold,parameters,train_date_from,train_date_to,train_bars,train_price_start,train_price_end,train_sharpe,train_sortino,train_calmar,train_return,train_maxdd,train_trades,train_win_rate,train_profit_factor,train_pnl,train_net_pnl,train_fees,test_date_from,test_date_to,test_bars,test_price_start,test_price_end,test_sharpe,test_sortino,test_calmar,test_return,test_maxdd,test_trades,test_win_rate,test_profit_factor,test_pnl,test_net_pnl,test_fees,degradation,passed,skipped,skip_reason
4,"ema_crossover(fast=5,slow=89,adx_min=15)",2025-04-05,2026-01-09,1680,83624.0100,90641.2800,0.5890,1.4699,1.8193,0.3587,2.4423,21,0.3810,1.1873,53.0731,35.8731,17.2000,2026-01-14,2026-05-09,696,95720.9900,80673.2600,2.5320,6.4577,30.5156,0.4349,0.4849,8,0.3750,1.7534,47.8877,43.4877,4.4000,4.2988,1,0,""
0,"supertrend(atr_period=20,atr_mult=3,adx_min=20)",2020-11-17,2021-08-23,1680,16573.5800,49488.8500,-2.9127,-3.7815,-5.6156,-4.1205,5.4508,29,0.4483,0.6017,-398.8473,-412.0473,13.2000,2021-08-28,2021-12-21,696,48852.9900,48889.8800,0.7858,1.3260,6.3715,0.1623,1.1336,6,0.3333,1.1749,19.8257,16.2257,3.6000,0.0000,0,0,""
1,"supertrend(atr_period=20,atr_mult=3,adx_min=20)",2021-12-22,2022-09-27,1680,49249.0000,19079.1300,0.7825,1.5600,2.9415,0.9103,2.7145,30,0.3333,1.1865,106.2307,91.0307,15.2000,2022-10-02,2023-01-25,696,19310.8300,23060.9400,8.0633,59.9586,722.6622,1.9936,0.2360,5,0.8000,9.6154,201.7557,199.3557,2.4000,10.3043,1,0,""
2,"supertrend(atr_period=20,atr_mult=3,adx_min=20)",2023-01-26,2023-11-01,1680,23136.1600,35421.4300,-0.0609,-0.1000,-0.3489,-0.0548,1.4646,25,0.4800,1.0258,6.9166,-5.4834,12.4000,2023-11-06,2024-02-29,696,34978.3800,61130.9800,-0.0375,-0.0640,-0.7752,-0.0052,0.5598,3,0.3333,1.0346,1.8815,-0.5185,2.4000,0.0000,0,1,"OOS trades=3 < 5"
3,"supertrend(atr_period=20,atr_mult=3,adx_min=20)",2024-03-01,2024-12-05,1680,61105.9100,96945.6300,-1.7415,-2.3384,-4.7350,-1.5786,4.1969,18,0.3333,0.7747,-142.6597,-157.8597,15.2000,2024-12-10,2025-04-04,696,96931.9900,83889.8700,6.4923,64.9922,341.4828,1.3125,0.1498,8,0.6250,9.7185,137.6493,131.2493,6.4000,0.0000,0,1,"IS trades=18 < 20"
4,"supertrend(atr_period=20,atr_mult=3,adx_min=20)",2025-04-05,2026-01-09,1680,83624.0100,90641.2800,3.2542,6.7592,15.0669,1.0153,1.0806,17,0.5294,1.8814,114.3275,101.5275,12.8000,2026-01-14,2026-05-09,696,95720.9900,80673.2600,-1.7183,-3.2528,-5.6007,-0.6929,2.0999,14,0.3571,0.7107,-62.8941,-69.2941,6.4000,-0.5280,0,1,"IS trades=17 < 20"
0,"ema_crossover(fast=8,slow=89,adx_min=20)",2020-11-17,2021-08-23,1680,16573.5800,49488.8500,4.5430,16.0175,41.4220,8.5833,4.7850,19,0.3158,2.4875,870.3259,858.3259,12.0000,2021-08-28,2021-12-21,696,48852.9900,48889.8800,5.5954,19.6634,207.3569,1.5178,0.5485,5,0.4000,3.2875,154.9796,151.7796,3.2000,1.2317,0,1,"IS trades=19 < 20"
1,"ema_crossover(fast=8,slow=89,adx_min=20)",2021-12-22,2022-09-27,1680,49249.0000,19079.1300,-8.0674,-7.4908,-8.8988,-5.6358,5.6340,21,0.1905,0.1817,-552.7795,-563.5795,10.8000,2022-10-02,2023-01-25,696,19310.8300,23060.9400,-8.4467,-7.6862,-28.8582,-0.5857,0.5819,8,0.2500,0.1797,-54.9674,-58.5674,3.6000,0.0000,0,0,""
2,"ema_crossover(fast=8,slow=89,adx_min=20)",2023-01-26,2023-11-01,1680,23136.1600,35421.4300,0.4824,0.9471,3.3586,0.2050,1.4880,11,0.1818,1.1126,29.2980,20.4980,8.8000,2023-11-06,2024-02-29,696,34978.3800,61130.9800,2.9394,9.3117,41.0508,0.3606,0.4906,5,0.2000,1.8745,40.4559,36.0559,4.4000,6.0933,0,1,"IS trades=11 < 20"
3,"ema_crossover(fast=8,slow=89,adx_min=20)",2024-03-01,2024-12-05,1680,61105.9100,96945.6300,-0.7818,-1.1885,-1.9950,-0.3774,1.8358,25,0.4000,0.8971,-26.5359,-37.7359,11.2000,2024-12-10,2025-04-04,696,96931.9900,83889.8700,-11.2122,-9.3878,-15.0418,-1.4200,1.4195,15,0.2667,0.1220,-135.6002,-142.0002,6.4000,0.0000,0,0,""
4,"ema_crossover(fast=8,slow=89,adx_min=20)",2025-04-05,2026-01-09,1680,83624.0100,90641.2800,1.8136,4.3069,8.9748,1.0154,1.9371,16,0.3750,1.5246,113.5387,101.5387,12.0000,2026-01-14,2026-05-09,696,95720.9900,80673.2600,-8.3330,-7.7769,-29.3254,-0.4684,0.4653,8,0.2500,0.2180,-43.2436,-46.8436,3.6000,-4.5948,0,1,"IS trades=16 < 20"
0,"ema_crossover(fast=21,slow=55,adx_min=20)",2020-11-17,2021-08-23,1680,16573.5800,49488.8500,4.9659,15.8466,56.0539,9.4404,4.5240,18,0.3889,2.6825,955.6392,944.0392,11.6000,2021-08-28,2021-12-21,696,48852.9900,48889.8800,-2.2575,-3.4349,-11.1859,-0.9999,2.4167,8,0.1250,0.6548,-95.5922,-99.9922,4.4000,-0.4546,0,1,"IS trades=18 < 20"
1,"ema_crossover(fast=21,slow=55,adx_min=20)",2021-12-22,2022-09-27,1680,49249.0000,19079.1300,-7.9679,-7.3960,-9.4281,-5.8163,5.8146,19,0.2105,0.1975,-571.6298,-581.6298,10.0000,2022-10-02,2023-01-25,696,19310.8300,23060.9400,-6.4734,-6.2510,-40.3696,-0.1982,0.1943,6,0.3333,0.3220,-17.0236,-19.8236,2.8000,0.0000,0,1,"IS trades=19 < 20"
2,"ema_crossover(fast=21,slow=55,adx_min=20)",2023-01-26,2023-11-01,1680,23136.1600,35421.4300,-7.2517,-7.5228,-12.9541,-2.7290,2.7181,16,0.2500,0.3017,-262.9037,-272.9037,10.0000,2023-11-06,2024-02-29,696,34978.3800,61130.9800,2.0164,4.5275,23.7111,0.4066,0.9679,5,0.4000,1.4708,45.0614,40.6614,4.4000,0.0000,0,1,"IS trades=16 < 20"
3,"ema_crossover(fast=21,slow=55,adx_min=20)",2024-03-01,2024-12-05,1680,61105.9100,96945.6300,-7.4521,-7.7523,-7.8759,-3.0795,3.6812,23,0.3043,0.3070,-296.3476,-307.9476,11.6000,2024-12-10,2025-04-04,696,96931.9900,83889.8700,2.8890,5.2436,19.6501,0.4917,0.6750,10,0.5000,1.7649,54.3716,49.1716,5.2000,0.0000,0,0,""
4,"ema_crossover(fast=21,slow=55,adx_min=20)",2025-04-05,2026-01-09,1680,83624.0100,90641.2800,3.6853,14.0998,24.2508,2.6958,1.3293,24,0.4167,2.5048,280.7770,269.5770,11.2000,2026-01-14,2026-05-09,696,95720.9900,80673.2600,3.9515,12.1618,74.6691,0.4637,0.3552,5,0.4000,2.4418,49.1664,46.3664,2.8000,1.0722,1,0,""
0,"keltner_squeeze(ema=20,kelt_mult=2.5,bb=20,bb_std=1.5)",2020-11-17,2021-08-23,1680,16573.5800,49488.8500,31.3915,0.0000,0.0000,12.7944,0.0000,5,1.0000,0.0000,1286.6408,1279.4408,7.2000,2021-08-28,2021-12-21,696,48852.9900,48889.8800,-13.6259,-10.3394,-22.4353,-4.1507,4.1483,4,0.0000,0.0000,-412.2698,-415.0698,2.8000,-0.4341,0,1,"IS trades=5 < 20"
1,"keltner_squeeze(ema=20,kelt_mult=2.5,bb=20,bb_std=1.5)",2021-12-22,2022-09-27,1680,49249.0000,19079.1300,4.7859,11.2056,44.2123,3.0487,3.0088,9,0.4444,2.0203,313.2747,304.8747,8.4000,2022-10-02,2023-01-25,696,19310.8300,23060.9400,-69.4785,-15.4757,-59.0653,-1.4297,1.4102,2,0.0000,0.0000,-139.3688,-142.9688,3.6000,-14.5173,0,1,"IS trades=9 < 20"
2,"keltner_squeeze(ema=20,kelt_mult=2.5,bb=20,bb_std=1.5)",2023-01-26,2023-11-01,1680,23136.1600,35421.4300,-5.0353,-5.1209,-20.8353,-1.8455,2.1069,8,0.3750,0.3714,-176.9504,-184.5504,7.6000,2023-11-06,2024-02-29,696,34978.3800,61130.9800,-7.8185,-7.3311,-39.8516,-1.1267,1.5311,3,0.3333,0.2814,-109.8736,-112.6736,2.8000,0.0000,0,1,"IS trades=8 < 20"
3,"keltner_squeeze(ema=20,kelt_mult=2.5,bb=20,bb_std=1.5)",2024-03-01,2024-12-05,1680,61105.9100,96945.6300,-12.5776,-10.3875,-8.9444,-7.4647,8.4063,14,0.2143,0.1200,-736.8660,-746.4660,9.6000,2024-12-10,2025-04-04,696,96931.9900,83889.8700,-22.7586,-13.0261,-29.7681,-1.7787,1.7780,6,0.1667,0.0156,-174.6663,-177.8663,3.2000,0.0000,0,1,"IS trades=14 < 20"
4,"keltner_squeeze(ema=20,kelt_mult=2.5,bb=20,bb_std=1.5)",2025-04-05,2026-01-09,1680,83624.0100,90641.2800,-1.5651,-1.8569,-5.7586,-0.3456,1.5683,9,0.5556,0.8250,-27.3580,-34.5580,7.2000,2026-01-14,2026-05-09,696,95720.9900,80673.2600,0.0000,0.0000,-116.0897,-0.7353,0.7230,1,0.0000,0.0000,-71.5325,-73.5325,2.0000,0.0000,0,1,"IS trades=9 < 20"
0,"bollinger_breakout(bb_period=30,bb_std=3,vol_mult=1.5)",2020-11-17,2021-08-23,1680,16573.5800,49488.8500,5.8140,10.8101,64.8365,5.5151,3.7493,11,0.6364,2.3137,559.5092,551.5092,8.0000,2021-08-28,2021-12-21,696,48852.9900,48889.8800,-33.9217,-14.3780,-8.4739,-11.8003,11.7796,5,0.0000,0.0000,-1174.4319,-1180.0319,5.6000,-5.8345,0,1,"IS trades=11 < 20"
1,"bollinger_breakout(bb_period=30,bb_std=3,vol_mult=1.5)",2021-12-22,2022-09-27,1680,49249.0000,19079.1300,17.0468,164.1962,16583.9774,15.4062,0.5463,8,0.7500,25.9180,1548.2238,1540.6238,7.6000,2022-10-02,2023-01-25,696,19310.8300,23060.9400,-16.8364,-11.5501,-9.3715,-10.1551,10.1352,9,0.0000,0.0000,-1008.3134,-1015.5134,7.2000,-0.9877,0,1,"IS trades=8 < 20"
2,"bollinger_breakout(bb_period=30,bb_std=3,vol_mult=1.5)",2023-01-26,2023-11-01,1680,23136.1600,35421.4300,-14.8631,-10.8498,-5.2882,-16.8836,16.8422,21,0.0476,0.0007,-1669.1570,-1688.3570,19.2000,2023-11-06,2024-02-29,696,34978.3800,61130.9800,-62.5544,-15.3868,-12.8403,-7.5053,7.4922,6,0.0000,0.0000,-744.9270,-750.5270,5.6000,0.0000,0,0,""
3,"bollinger_breakout(bb_period=30,bb_std=3,vol_mult=1.5)",2024-03-01,2024-12-05,1680,61105.9100,96945.6300,-21.6039,-12.7923,-7.0938,-13.6034,13.6020,11,0.0000,0.0000,-1351.9389,-1360.3389,8.4000,2024-12-10,2025-04-04,696,96931.9900,83889.8700,0.0000,0.0000,-84.4648,-1.1259,1.1135,1,0.0000,0.0000,-110.5918,-112.5918,2.0000,0.0000,0,1,"IS trades=11 < 20"
4,"bollinger_breakout(bb_period=30,bb_std=3,vol_mult=1.5)",2025-04-05,2026-01-09,1680,83624.0100,90641.2800,6.8901,11.3680,45.8124,2.8540,1.9773,11,0.7273,2.4257,293.3989,285.3989,8.0000,2026-01-14,2026-05-09,696,95720.9900,80673.2600,181.4607,0.0000,0.0000,2.4330,0.0000,2,1.0000,0.0000,246.5047,243.3047,3.2000,26.3363,0,1,"IS trades=11 < 20"
