symbol,strategy,exit_mode,p1,p2,p3,atr_per,sl_mult,trail_mult,sharpe,trades,return_pct,dd_pct,win_rate,plateau,neighbors,plateau_ratio,rel_variance,wf_sharpe,wf_oos_is_ratio,wf_passed,wrc_p,wrc_sig,no_lookahead
XRPUSDT,rsi_bb_mr,sig_be,14,20,2.0,21,2.0,3.0,7.691,590,127468.59,8.48,0.80,true,8,1.000,0.000,11.406,1.103,true,0.5064,false,true
ZECUSDT,donchian,chan,25,25,2.0,21,2.5,3.0,-2.156,393,30388.17,45.54,0.51,false,0,0.000,1.000,-14.095,30.437,false,1.0000,false,true
ZECUSDT,donchian,chan_ts,25,25,2.0,21,2.5,3.0,-2.156,393,30388.17,45.54,0.51,false,0,0.000,1.000,-14.095,30.437,false,1.0000,false,true
ZECUSDT,donchian,sig_be,25,25,2.0,21,2.5,3.0,-2.156,393,30388.17,45.54,0.51,false,0,0.000,1.000,-14.095,30.437,false,1.0000,false,true
ZECUSDT,dual_momentum,chan,30,30,2.0,10,1.5,3.0,2.982,596,21025.07,8.23,0.44,false,26,0.654,0.656,-0.629,0.577,false,0.4926,false,true
ZECUSDT,dual_momentum,chan_ts,30,30,2.0,10,1.5,3.0,2.982,596,21025.07,8.23,0.44,false,26,0.654,0.656,-0.629,0.577,false,0.4926,false,true
ZECUSDT,dual_momentum,sig_be,30,30,2.0,10,1.5,3.0,2.982,596,21025.07,8.23,0.44,false,26,0.654,0.656,-0.629,0.577,false,0.4926,false,true
ZECUSDT,ema_crossover,chan,20,50,2.0,21,2.5,3.0,2.021,194,3283.00,6.96,0.34,true,8,1.000,0.000,-3.932,-3.002,false,0.4672,false,true
ZECUSDT,ema_crossover,chan_ts,20,50,2.0,21,2.5,3.0,2.021,194,3283.00,6.96,0.34,true,8,1.000,0.000,-3.932,-3.002,false,0.4672,false,true
ZECUSDT,ema_crossover,sig_be,20,50,2.0,21,2.5,3.0,2.021,194,3283.00,6.96,0.34,true,8,1.000,0.000,-3.932,-3.002,false,0.4672,false,true
ZECUSDT,keltner_breakout,chan,10,10,2.0,10,1.5,3.0,0.578,100,601.98,73.88,0.43,false,17,0.471,3.420,0.000,0.000,false,0.5026,false,true
ZECUSDT,keltner_breakout,chan_ts,10,10,2.0,10,1.5,3.0,0.578,100,601.98,73.88,0.43,false,17,0.471,3.420,0.000,0.000,false,0.5026,false,true
ZECUSDT,keltner_breakout,sig_be,10,10,2.0,10,1.5,3.0,0.578,100,601.98,73.88,0.43,false,17,0.471,3.420,0.000,0.000,false,0.5026,false,true
ZECUSDT,supertrend,chan,7,7,3.5,21,2.5,3.0,2.950,161,4689.59,6.58,0.40,false,17,0.471,0.199,3.034,-3.566,false,0.4668,false,true
ZECUSDT,supertrend,chan_ts,7,7,3.5,21,2.5,3.0,2.950,161,4689.59,6.58,0.40,false,17,0.471,0.199,3.034,-3.566,false,0.4668,false,true
ZECUSDT,supertrend,sig_be,7,7,3.5,21,2.5,3.0,2.950,161,4689.59,6.58,0.40,false,17,0.471,0.199,3.034,-3.566,false,0.4668,false,true
ZECUSDT,tsmom,chan,50,20,0.1,21,2.5,3.0,16.532,35,3363.28,2.62,0.86,false,17,0.471,0.599,0.000,0.000,false,0.5022,false,false
ZECUSDT,tsmom,chan_ts,50,20,0.1,21,2.5,3.0,16.532,35,3363.28,2.62,0.86,false,17,0.471,0.599,0.000,0.000,false,0.5022,false,false
ZECUSDT,tsmom,sig_be,50,20,0.1,21,2.5,3.0,16.532,35,3363.28,2.62,0.86,false,17,0.471,0.599,0.000,0.000,false,0.5022,false,false
ZECUSDT,rsi2,chan,3,10,20.0,10,2.0,3.0,3.163,56,4076.66,36.15,0.57,false,17,0.471,0.770,0.000,0.000,false,0.5032,false,true
ZECUSDT,rsi2,chan_ts,3,10,20.0,10,2.0,3.0,3.163,56,4076.66,36.15,0.57,false,17,0.471,0.770,0.000,0.000,false,0.5032,false,true
ZECUSDT,rsi2,sig_be,3,10,20.0,10,2.0,3.0,3.163,56,4076.66,36.15,0.57,false,17,0.471,0.770,0.000,0.000,false,0.5032,false,true
ZECUSDT,rsi_bb_mr,chan,2,25,1.5,21,2.5,3.0,7.003,1252,218047.88,7.90,0.69,false,17,0.471,0.355,10.103,1.668,true,0.4878,false,true
ZECUSDT,rsi_bb_mr,chan_ts,2,25,1.5,21,2.5,3.0,7.003,1252,218047.88,7.90,0.69,false,17,0.471,0.355,10.103,1.668,true,0.4878,false,true
ZECUSDT,rsi_bb_mr,sig_be,2,25,1.5,21,2.5,3.0,7.003,1252,218047.88,7.90,0.69,false,17,0.471,0.355,10.103,1.668,true,0.4878,false,true
