symbol,strategy,exit_mode,p1,p2,p3,atr_per,sl_mult,trail_mult,sharpe,trades,plateau,wf_sharpe,wrc_p,wrc_sig
ZECUSDT,keltner_breakout,chan_ts,10,10,2.0,10,1.5,3.0,2.309,171,false,0.000,1.0000,false
ZECUSDT,keltner_breakout,sig_be,10,10,2.0,10,1.5,3.0,2.309,171,false,0.000,1.0000,false
ZECUSDT,supertrend,chan,10,10,2.5,10,1.5,3.0,1.664,144,false,0.000,1.0000,false
ZECUSDT,supertrend,chan_ts,10,10,2.5,10,1.5,3.0,1.664,144,false,0.000,1.0000,false
ZECUSDT,supertrend,sig_be,10,10,2.5,10,1.5,3.0,1.664,144,false,0.000,1.0000,false
ZECUSDT,tsmom,chan,50,20,0.1,21,2.5,3.0,16.924,486,false,0.000,1.0000,false
ZECUSDT,tsmom,chan_ts,50,20,0.1,21,2.5,3.0,16.924,486,false,0.000,1.0000,false
ZECUSDT,tsmom,sig_be,50,20,0.1,21,2.5,3.0,16.924,486,false,0.000,1.0000,false
ZECUSDT,rsi2,chan,2,10,10.0,10,1.5,3.0,-1.926,306,false,0.000,1.0000,false
ZECUSDT,rsi2,chan_ts,2,10,10.0,10,1.5,3.0,-1.926,306,false,0.000,1.0000,false
ZECUSDT,rsi2,sig_be,2,10,10.0,10,1.5,3.0,-1.926,306,false,0.000,1.0000,false
ZECUSDT,rsi_bb_mr,chan,14,25,1.5,21,2.5,3.0,6.237,324,true,16.817,0.4880,false
ZECUSDT,rsi_bb_mr,chan_ts,14,25,1.5,21,2.5,3.0,6.237,324,true,16.817,0.4880,false
ZECUSDT,rsi_bb_mr,sig_be,14,25,1.5,21,2.5,3.0,6.237,324,true,16.817,0.4880,false
